Gene = Snorc
index = 997
Annotated 5SS: [ 141 4935]
Annotated 3SS: [4751 5057]
SMsplice 5SS: [ 141 4935]
SMsplice 3SS: [4751 5057]
top_k =  1000
Partition function (log Z): -3.264974916088745

Sorted 5' Splice Sites (High to Low Probability):
Position 141: 0.9513299886063429
Position 4935: 0.5452965944723203
Position 3680: 0.3576439782545394
Position 2512: 0.33301037585133275
Position 4981: 0.2828105557229324
Position 1819: 0.26521642565106096
Position 3689: 0.08568933792197686
Position 1235: 0.08297873870857134
Position 1689: 0.08262425916979232
Position 310: 0.031845425545134046
Position 4364: 0.03168968673673309
Position 1396: 0.024661447464627097
Position 4220: 0.02283802183580832
Position 249: 0.02240426705394403
Position 1700: 0.01844803206930017
Position 1442: 0.0182319214778976
Position 2503: 0.011945342860724443
Position 2751: 0.01110002660663318
Position 2532: 0.009795343266287714
Position 4572: 0.00792541412286904
Position 320: 0.00777863615301657
Position 4037: 0.007687493194619171
Position 3306: 0.006728891069749617
Position 2112: 0.005610170309897865
Position 4080: 0.004914065998302366
Position 1140: 0.003980764500677189
Position 1836: 0.003699029651484052
Position 4818: 0.003549372243491938
Position 4631: 0.003017252582900031
Position 4458: 0.0025839706370993495
Position 4812: 0.0025839337181705418
Position 3937: 0.002277408341611767
Position 403: 0.0009566542546106838
Position 1407: 0.0007355197312651034
Position 375: 0.0005435252168361737
Position 571: 0.000542710077781168
Position 229: 0.0005260551887327686
Position 1029: 0.0005258975310145572
Position 1651: 0.0005173964399827941
Position 913: 0.0004744801457119698
Position 1471: 0.0003967986498539178
Position 922: 0.0003783859198086903
Position 1467: 0.00035137752442716797
Position 267: 0.00027142641548897375
Position 1402: 0.000257149520860045
Position 362: 0.00023377374398059433
Position 1337: 0.00018886628459745773
Position 299: 0.00017968746512783695
Position 1390: 0.00015286735698284582
Position 2491: 0.00013003233126481333
Position 2383: 9.802080598980218e-05
Position 1240: 8.785971325024999e-05
Position 1693: 7.765360529090529e-05
Position 131: 6.873772910806921e-05
Position 4137: 6.665129381161746e-05
Position 1767: 6.407357915851067e-05
Position 1679: 5.781285265504381e-05
Position 919: 5.114629313319869e-05
Position 2844: 4.61965942308815e-05
Position 1756: 4.448737296746645e-05
Position 1381: 4.19069504530957e-05
Position 2399: 4.139201524742735e-05
Position 1618: 3.784381829978942e-05
Position 370: 3.523007145674516e-05
Position 3763: 2.8248455163067645e-05
Position 218: 2.7542347823815162e-05
Position 1250: 2.6225181986552225e-05
Position 1610: 2.4113613559877175e-05
Position 116: 1.9005763636691077e-05
Position 1932: 1.7698426572707122e-05
Position 619: 1.735103264725364e-05
Position 1858: 1.621935071632711e-05
Position 644: 1.5026638373442667e-05
Position 1149: 1.100674245268135e-05
Position 324: 1.0604343583225061e-05
Position 2011: 9.788463826718482e-06
Position 926: 7.885164634004693e-06
Position 1900: 6.000904251314568e-06
Position 1113: 5.267052126482743e-06
Position 1987: 2.9509041979616457e-06
Position 1131: 2.440646158522964e-06
Position 1138: 1.8651139825680972e-06
Position 36: 1.0476511307480604e-06
Position 933: 7.149411229405325e-07
Position 694: 5.171564819972262e-07
Position 1195: 4.769419406212391e-07
Position 340: 3.908375710405622e-07
Position 29: 3.8936983903357204e-07
Position 1219: 3.8335222647473044e-07
Position 1058: 3.063459913101179e-07
Position 576: 2.726336486524445e-07
Position 38: 1.6261192900454275e-07
Position 871: 1.1166436860901718e-07
Position 92: 8.087788654807373e-08
Position 78: 1.4015144992983596e-08
Position 658: 1.473249361823753e-09
Position 767: 1.278130883921776e-09
Position 264: 1.2754453913526425e-09
Position 798: 5.531136020317458e-10
Position 1228: 4.695300117092271e-10
Position 1118: 4.0889271997816563e-10
Position 394: 6.4572243513869096e-12
Position 387: 4.688004106057831e-12
Position 838: 5.006188159499994e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5057: 0.9683908610245558
