Gene = Nppc
index = 762
Annotated 5SS: [223 928]
Annotated 3SS: [ 616 3772]
SMsplice 5SS: [ 223  928 2983]
SMsplice 3SS: [ 616 2910 3772]
top_k =  1000
Partition function (log Z): -2.3836851671894133

Sorted 5' Splice Sites (High to Low Probability):
Position 223: 0.9754803186691736
Position 928: 0.941548828393101
Position 2983: 0.6213623909739847
Position 479: 0.24940846036673997
Position 1396: 0.2464628314799447
Position 3206: 0.17254792154321164
Position 1662: 0.10691137957012932
Position 3676: 0.10421222876026168
Position 1164: 0.09519538695589974
Position 3885: 0.023967603764814233
Position 1953: 0.023283872570018724
Position 509: 0.015013254657252307
Position 2474: 0.008050042794708693
Position 274: 0.007556571433469014
Position 3581: 0.005652599377306109
Position 1176: 0.003455373542379883
Position 1582: 0.002217530652599488
Position 903: 0.001989250380004546
Position 2641: 0.001979649057891586
Position 227: 0.0016073358612575328
Position 3333: 0.0015866476892182834
Position 498: 0.0015482105149700349
Position 3937: 0.001497283399172217
Position 684: 0.0012928398667433924
Position 252: 0.0012058319692336177
Position 766: 0.0011205721311383725
Position 2943: 0.0009289177394672358
Position 2392: 0.0008690123525079607
Position 3440: 0.000866086756258173
Position 2444: 0.0004447497300212001
Position 2788: 0.0004215926237049433
Position 894: 0.00041597599830752477
Position 119: 0.0003400818250873159
Position 232: 0.0002605997271016787
Position 1360: 0.00024808070486189403
Position 1960: 0.000214946108012051
Position 1149: 0.0002093816586986815
Position 3059: 0.00018673489272568545
Position 3242: 0.00017350177725707216
Position 617: 0.00016667941919756542
Position 3389: 0.00015706479006007693
Position 3417: 0.00015012127566475136
Position 1896: 0.0001390807421457932
Position 472: 0.00013708997735305067
Position 2869: 0.00012522416044094997
Position 349: 0.00012008114401110998
Position 3849: 0.00010905613882046725
Position 405: 6.691664947207147e-05
Position 580: 5.800133506546593e-05
Position 271: 5.294666667767769e-05
Position 374: 4.602871869848482e-05
Position 932: 4.3801907082091856e-05
Position 89: 4.074025565569851e-05
Position 27: 3.877857274377868e-05
Position 755: 3.564091937680883e-05
Position 1324: 2.1076427865596312e-05
Position 556: 2.0723443520529335e-05
Position 1189: 1.67220706603047e-05
Position 4101: 1.5527497684680253e-05
Position 105: 1.2984764677962231e-05
Position 1806: 1.1317778277233028e-05
Position 1079: 9.919048052549496e-06
Position 562: 9.879936557107613e-06
Position 395: 7.317630717715173e-06
Position 844: 6.770385523935634e-06
Position 1016: 5.919569105997408e-06
Position 666: 5.729550469771882e-06
Position 753: 5.030423759489357e-06
Position 1631: 4.045913962847438e-06
Position 1041: 3.244661523045715e-06
Position 1651: 2.9455459611378603e-06
Position 1011: 2.2890844040349905e-06
Position 1077: 1.7624137945101198e-06
Position 997: 1.5870235260086887e-06
Position 907: 7.518952211757561e-07
Position 36: 6.668243209424174e-07
Position 1290: 6.418382751634499e-07
Position 1036: 6.19961582239508e-07
Position 261: 3.7657294157198506e-07
Position 596: 6.899444132583727e-08
Position 2500: 4.272983968561755e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 616: 0.9290205919925529
Position 3772: 0.9022056534740724
Position 2910: 0.465787477034438
Position 361: 0.20930709851906765
Position 2838: 0.1373906144730716
Position 1122: 0.132032209281832
Position 3117: 0.10470591936853571
Position 1064: 0.09791936942507541
Position 3332: 0.0831532828843263
Position 1493: 0.07115641730414994
Position 1211: 0.05393443120698597
Position 1007: 0.041184167664649135
Position 2785: 0.040441607747835895
Position 3497: 0.034392862902340705
Position 412: 0.02995788671807913
Position 3443: 0.027684335431059186
Position 3139: 0.027256275217989043
Position 4235: 0.02229239943221965
Position 1883: 0.02222046781979323
Position 1271: 0.020192197717783387
Position 1534: 0.01797787647213552
Position 2860: 0.016600117037594633
Position 334: 0.016531264408017315
Position 2804: 0.011546297310421545
Position 2383: 0.008578237014962799
Position 1395: 0.008241868954922895
Position 3618: 0.007910621854169986
Position 1577: 0.006875482730497952
Position 3567: 0.006840905974897174
Position 868: 0.004278313919576519
Position 3122: 0.003972340829547295
Position 1922: 0.0033208411548238275
Position 1294: 0.003117284452683633
Position 3580: 0.003025760748756213
Position 851: 0.0025815209866879027
Position 4261: 0.002329708190126344
Position 766: 0.0020976998125465727
Position 1597: 0.0020828679305808177
Position 458: 0.001797311723569304
Position 3295: 0.001747601601107914
Position 3062: 0.0017466332799369346
Position 3059: 0.0017169052899223746
Position 2291: 0.001648598148992888
Position 3085: 0.0015733349083742385
Position 1432: 0.0014609411397046525
Position 1275: 0.001407720286803373
Position 2672: 0.0012747849249895435
Position 2787: 0.0012592035420182226
Position 2568: 0.0012070313835743365
Position 824: 0.001060184584573389
Position 455: 0.000982763472296303
Position 2635: 0.0009507478562675163
Position 1347: 0.0009383551182875787
Position 658: 0.0009277433234288113
Position 2473: 0.0009056861333445608
Position 4015: 0.0008438513654923831
Position 433: 0.000795521780758913
Position 3022: 0.000753442759342965
Position 2930: 0.0007484367615175773
Position 2498: 0.0007195826936176138
Position 1435: 0.0006717285110421765
Position 4140: 0.0006452778534053119
Position 799: 0.000607825177665848
Position 721: 0.0005916888532475356
Position 4046: 0.0005778081962273265
Position 3622: 0.000534930660650501
Position 1566: 0.00047654662096473075
Position 1459: 0.00046159847606634126
Position 662: 0.0004548327827378494
Position 1724: 0.0004483430224186829
Position 1241: 0.0004349787127127045
Position 3727: 0.00041221928622315517
Position 676: 0.00040092411389246906
Position 1893: 0.00039768623716063636
Position 3239: 0.00039014017869747585
Position 682: 0.0003837199468986848
Position 702: 0.000379906660418798
Position 1456: 0.00036992138836379696
Position 2008: 0.0003593407879986118
Position 1747: 0.00034451129170265333
Position 1163: 0.00032659078306487057
Position 1651: 0.00030024646623442276
Position 3075: 0.00029560555602466473
Position 2482: 0.00028613715652917894
Position 4161: 0.0002856171984129903
Position 288: 0.0002847231098068109
Position 1225: 0.00026902543843642344
Position 562: 0.00024870956335572064
Position 4052: 0.00024302886275998488
Position 698: 0.000238364167200779
Position 3362: 0.00022129348865990826
Position 635: 0.00021907980850844702
Position 1603: 0.00021705295498504064
Position 2641: 0.00021481112429057268
Position 3984: 0.00020986203957905122
Position 1599: 0.00020620943153812837
Position 2879: 0.0002040324360366107
Position 3049: 0.00019677410604220018
Position 3150: 0.0001758902050809428
Position 1296: 0.0001678427732244112
Position 838: 0.00014954203179391162
Position 1662: 0.00014506467506848826
Position 1828: 0.0001425393015578396
Position 1453: 0.00014066775856918238
Position 3169: 0.00013193734343586636
Position 3798: 0.00011747301145548881
Position 3816: 0.0001134348242430681
Position 1298: 0.00010282915588036049
