Gene = Spg20
index = 1013
Annotated 5SS: [  110  5688  9690 12818 14547 15582 16268 16482]
Annotated 3SS: [ 4875  9491 12646 14425 15386 16108 16390 23301]
SMsplice 5SS: [  110  9690 14547 16268 16482]
SMsplice 3SS: [ 9491 14425 16108 16390 23301]
top_k =  1000
Partition function (log Z): -6.6432137848145985

Sorted 5' Splice Sites (High to Low Probability):
Position 14547: 0.9924734277517901
Position 16482: 0.9280441207824454
Position 16268: 0.9150453145808597
Position 110: 0.8640226345137035
Position 9690: 0.8397414364185897
Position 701: 0.5612455187966336
Position 12141: 0.472986673018828
Position 15582: 0.3727581929241006
Position 6143: 0.314683815599711
Position 12409: 0.2998683438676904
Position 14869: 0.2975447244306412
Position 10980: 0.24986525221774386
Position 5688: 0.2426910689714957
Position 2740: 0.1824474755937167
Position 11207: 0.14682777152497511
Position 12136: 0.13186767994347096
Position 19968: 0.11738423525856884
Position 3463: 0.1145323707536188
Position 11195: 0.10339136839681108
Position 15586: 0.09357556533846802
Position 17107: 0.07919017867286701
Position 12286: 0.07879300392492748
Position 4982: 0.07537471656667291
Position 19801: 0.0742855708125009
Position 10613: 0.07046348833062144
Position 142: 0.063067417891402
Position 5592: 0.052963474936397116
Position 15503: 0.043109608500285855
Position 9361: 0.04113144867963865
Position 9832: 0.03913141127954438
Position 14010: 0.037996115994531246
Position 11218: 0.03503569068922473
Position 9382: 0.03163676090127842
Position 10236: 0.02794735574444218
Position 23772: 0.027568665890581497
Position 19831: 0.02379385709615882
Position 2788: 0.021632783077020972
Position 13217: 0.02082029840838514
Position 5338: 0.020309090327769393
Position 19223: 0.016992299115212866
Position 21415: 0.015977085993508812
Position 17484: 0.015381560602931913
Position 18394: 0.015327395373919578
Position 19763: 0.014457532111049116
Position 23405: 0.014048133375643283
Position 147: 0.013574747590314771
Position 18622: 0.013452593262732168
Position 12759: 0.012121297015802817
Position 11438: 0.01095655959463068
Position 501: 0.008176832583099074
Position 384: 0.007423812792601186
Position 4952: 0.006789989228199944
Position 4192: 0.006542183777456178
Position 194: 0.0061726604479679405
Position 154: 0.006106806472071661
Position 499: 0.005811869303814876
Position 19963: 0.005754720973077289
Position 4956: 0.005317120877622865
Position 1818: 0.005023675779664427
Position 19746: 0.0047320988106193335
Position 18642: 0.004640631397071894
Position 95: 0.004103746499289194
Position 1915: 0.003588640231613715
Position 19434: 0.0035802072019161953
Position 17326: 0.0034061071381629466
Position 538: 0.0027443505588655636
Position 11262: 0.0027187171800826205
Position 16921: 0.002539244513400377
Position 17015: 0.0024574177990215745
Position 2051: 0.002351020000592541
Position 2883: 0.0023492508078547265
Position 21688: 0.001992862817885856
Position 28: 0.0019257257608119433
Position 2732: 0.0018613216019835802
Position 764: 0.0018248182985875553
Position 116: 0.0015935615533035758
Position 9819: 0.0014377421723260901
Position 348: 0.0014024360842135254
Position 566: 0.0013836010924587164
Position 228: 0.0012752118599956563
Position 16320: 0.0011931925723362405
Position 286: 0.0011850135420050012
Position 578: 0.0011825828676971365
Position 16471: 0.0010790855425926282
Position 423: 0.0009686645566691058
Position 16256: 0.0009113536357130195
Position 18749: 0.0008135228942810653
Position 17048: 0.0007712831721187732
Position 716: 0.0007508264091398443
Position 2149: 0.000741271755612437
Position 320: 0.0006934438653803341
Position 3458: 0.0006765118241380037
Position 203: 0.000630744489150772
Position 4500: 0.0005995965293153536
Position 16243: 0.0005798496237207476
Position 2404: 0.0005128715082367829
Position 3509: 0.0004859172676074414
Position 1130: 0.00047427154556943047
Position 1756: 0.0003875694319981067
Position 682: 0.00037536893052513644
Position 1123: 0.00032032949333688475
Position 246: 0.0002949613712789188
Position 789: 0.00025202215229553065
Position 983: 0.00024559328988710353
Position 1024: 0.00024113020550035752
Position 10093: 0.00023644159415797
Position 787: 0.0002215421325024745
Position 17283: 0.0002182812908451344
Position 1262: 0.000218142792402111
Position 825: 0.00021743039785618323
Position 1107: 0.0001935571715117048
Position 19244: 0.00017392470149968072
Position 15713: 0.00016476606440706513
