Gene = Bri3
index = 187
Annotated 5SS: [286 679]
Annotated 3SS: [ 575 8774]
SMsplice 5SS: [286 679]
SMsplice 3SS: [ 575 8774]
top_k =  1000
Partition function (log Z): -3.6382651096854643

Sorted 5' Splice Sites (High to Low Probability):
Position 679: 0.9921651554669635
Position 286: 0.9083566262492033
Position 2403: 0.44196964609085027
Position 2660: 0.4132062068241336
Position 6645: 0.4031485396180782
Position 3279: 0.2867600628794145
Position 2573: 0.24742250244643446
Position 8374: 0.13270336432388707
Position 7019: 0.09036492356893372
Position 3335: 0.06083192875443793
Position 2581: 0.0374089642147432
Position 7302: 0.035189257152864695
Position 3350: 0.03014166475742274
Position 4194: 0.02759971615929158
Position 4170: 0.02480617700304492
Position 6275: 0.024382279186926918
Position 4443: 0.02372463830677776
Position 3233: 0.022366612800479406
Position 1398: 0.021889427638044176
Position 4429: 0.020228706766254614
Position 1310: 0.018977384337598373
Position 7439: 0.016185643453351866
Position 2597: 0.006707180807566959
Position 4209: 0.005914879519389163
Position 215: 0.005681676763055299
Position 4233: 0.005604195769886084
Position 4370: 0.004994784011481234
Position 5218: 0.004019709132516928
Position 3213: 0.0034838190880024235
Position 1147: 0.003228829977406761
Position 1013: 0.0031328244142325165
Position 3021: 0.00288810890249178
Position 2879: 0.0026512969657717287
Position 1650: 0.0025594697396203723
Position 5808: 0.0020152903536876875
Position 2057: 0.0018273400873499797
Position 6637: 0.0015920529778890395
Position 6142: 0.0013161261597149049
Position 5523: 0.0012762187145805128
Position 8315: 0.0012346930109265115
Position 2288: 0.0012334993623454636
Position 831: 0.0011832262673758288
Position 411: 0.0009501716175150809
Position 5403: 0.0008711313005160881
Position 8955: 0.0008461575281513167
Position 3983: 0.0008361935196583959
Position 436: 0.0007750971265396968
Position 428: 0.000699995599997216
Position 1153: 0.0005640178814368046
Position 631: 0.0005271430402434821
Position 1124: 0.0004721815337384029
Position 1097: 0.0004708513624714157
Position 9080: 0.0004561356944397118
Position 4522: 0.00045294473496709916
Position 671: 0.00040550083598964783
Position 2743: 0.0003890756832958327
Position 3441: 0.0003758132578531119
Position 2263: 0.00037064449953153294
Position 3466: 0.0003250528957078429
Position 8896: 0.0003117856079836319
Position 2415: 0.00029245393850707216
Position 3253: 0.0002907298327320335
Position 417: 0.00028473517532587723
Position 341: 0.0002612274176472026
Position 3003: 0.000253490205590288
Position 2470: 0.00024101543485640376
Position 2368: 0.00023661809320477746
Position 1613: 0.00022995230016225788
Position 4607: 0.00021309153652934233
Position 2600: 0.0001821766902460247
Position 3007: 0.00017421329514703617
Position 307: 0.00017256715786496604
Position 9124: 0.00016301290810370446
Position 4033: 0.00015938763550313534
Position 2257: 0.0001452467974313799
Position 1051: 0.00013975681004228888
Position 1680: 0.00013590369567780545
Position 1928: 0.000126788655240139
Position 698: 0.0001239150548158953
Position 2080: 0.00012347474928929914
Position 934: 0.00011991992800590103
Position 1850: 7.389852591487127e-05
Position 2172: 7.007100111473672e-05
Position 426: 5.56813216006674e-05
Position 2339: 5.024151783883102e-05
Position 2842: 4.811935437870635e-05
Position 1943: 4.319218817654299e-05
Position 1622: 4.315010989438323e-05
Position 2407: 3.929834316985555e-05
Position 482: 2.5046252832185625e-05
Position 60: 2.3881100283091795e-05
Position 279: 2.167574281413111e-05
Position 683: 2.0640250959587904e-05
Position 161: 1.993676505729886e-05
Position 1507: 1.8085933534620765e-05
Position 1027: 1.5241479580638662e-05
Position 987: 1.4388321671140054e-05
Position 2500: 1.289341113728765e-05
Position 2712: 1.2386494458547347e-05
Position 2888: 1.1694824784088402e-05
Position 2341: 9.461176440790326e-06
Position 902: 8.060565367978485e-06
Position 2448: 7.632521660620915e-06
Position 1215: 6.690841855211449e-06
Position 2334: 6.55657425010278e-06
Position 2046: 5.80267691286064e-06
Position 2558: 3.1316176815831783e-06
Position 2542: 2.527329435984574e-06
Position 2671: 1.529500846013468e-06
Position 541: 9.098332425311713e-07
Position 2813: 6.860521599862718e-07
