Gene = Tchp
index = 1064
Annotated 5SS: [  201  1079  1758  3550  5733  7042  7906  8142  9850 10701 12005 12509]
Annotated 3SS: [  893  1546  3492  5663  6867  7792  8074  9676 10618 11818 12364 13347]
SMsplice 5SS: [  201  1079  3550  5733  7042  7906  8142  9850 10701 12005 12509]
SMsplice 3SS: [  893  3492  5663  6867  7792  8074  9634 10618 11818 12364 13347]
top_k =  1000
Partition function (log Z): 17.217358098331747

Sorted 5' Splice Sites (High to Low Probability):
Position 7042: 0.9921286194948786
Position 8142: 0.9839116234842663
Position 9850: 0.9702028061397227
Position 7906: 0.9540015265843905
Position 201: 0.8974531820017368
Position 12509: 0.8768324162594958
Position 10701: 0.8361351462501936
Position 3550: 0.8125210330399524
Position 5733: 0.7735881109246342
Position 1121: 0.5713682854866121
Position 12005: 0.5650195381011192
Position 3893: 0.54434889250733
Position 11245: 0.5355525075495574
Position 5500: 0.39595941105799826
Position 1453: 0.39070028454489447
Position 10343: 0.2762037249123076
Position 782: 0.25170674666547305
Position 11736: 0.17754912158775998
Position 414: 0.17754648492693115
Position 12796: 0.15958951240390784
Position 2983: 0.15843572976834316
Position 10974: 0.15337384665008685
Position 1758: 0.08688689400950657
Position 3028: 0.08676704395143683
Position 3715: 0.08511519781394783
Position 1867: 0.07747354458258512
Position 1083: 0.05143481474614093
Position 7372: 0.04694811527117543
Position 4313: 0.044157554686298506
Position 773: 0.04009747321761664
Position 4330: 0.039966319925351525
Position 12750: 0.038598830891581094
Position 1089: 0.038480887631197336
Position 10288: 0.03727150038945233
Position 3582: 0.033803278084395316
Position 3194: 0.03301055230209151
Position 2328: 0.030380662762464032
Position 11154: 0.02845578716173459
Position 5814: 0.028451918482043915
Position 7376: 0.025503537317902038
Position 704: 0.021966610264110103
Position 3089: 0.02184232469045861
Position 13428: 0.020841746651685398
Position 1085: 0.019805855738028583
Position 9166: 0.01965858113883658
Position 5565: 0.017494385303441252
Position 11346: 0.01729719962053967
Position 313: 0.017195137265763633
Position 1132: 0.0170979414029931
Position 12264: 0.017036345832839514
Position 12524: 0.016539910724004164
Position 3942: 0.01514546742669216
Position 4068: 0.0139423702150446
Position 8946: 0.012732755600091605
Position 6291: 0.012629696552742228
Position 4412: 0.012143085422600546
Position 7940: 0.012082887530714494
Position 361: 0.011577101568343436
Position 8146: 0.010329511182922685
Position 9013: 0.010030956633656028
Position 9197: 0.009432577267180504
Position 6337: 0.009341949239926857
Position 4108: 0.00920569122979986
Position 14062: 0.009102292748383421
Position 4189: 0.008393579992030305
Position 10674: 0.008274217066714303
Position 12063: 0.007550982658100481
Position 5851: 0.007493856899654325
Position 9063: 0.006980845893484844
Position 2382: 0.006860030294108038
Position 12757: 0.006855295841437054
Position 12513: 0.006847977273417414
Position 137: 0.0064195482572243796
Position 3429: 0.005581670534604076
Position 11254: 0.005487811375268318
Position 5578: 0.0054737861568056444
Position 5583: 0.005426056384961166
Position 5908: 0.0050023222241419646
Position 11732: 0.004974207964412356
Position 6750: 0.00490727558226652
Position 13458: 0.0047565574905192925
Position 7075: 0.0046940152405924186
Position 6605: 0.0046550909616267155
Position 477: 0.004595588468063685
Position 977: 0.004489526631866012
Position 9884: 0.0043397587170161235
Position 194: 0.0042221650158573865
Position 459: 0.0036351353248509893
Position 11916: 0.003431118526772805
Position 4032: 0.0033182225935281476
Position 1003: 0.0031681586257378096
Position 9240: 0.0031229685023454147
Position 9210: 0.00266747943500342
Position 10835: 0.0026497349281178004
Position 8667: 0.00258946044214353
Position 3359: 0.0025376846122483828
Position 13675: 0.0025242002278836064
Position 9788: 0.002508455895949143
Position 10696: 0.002488826539688801
Position 13471: 0.002383989963655327
Position 10347: 0.0023133885755384415
Position 1093: 0.0023034970564327424
Position 3632: 0.001962545905056306
Position 9879: 0.0018875744513826066
Position 6380: 0.0018752544169815925
Position 8831: 0.0018394017480500415
Position 799: 0.0018171676218725003
Position 13247: 0.0017811894245487335
Position 13439: 0.0017463183068774162
Position 13433: 0.0016899626393204541
Position 9124: 0.0016216847892663794
Position 11229: 0.0015954797640611415
Position 1109: 0.001542108302121937
Position 9220: 0.0014333752478240432
Position 2614: 0.0014093153917939338
Position 7996: 0.0013824217300036014
Position 12773: 0.0013407362487359372
Position 11387: 0.0013054774656906566
Position 8584: 0.0012694226458233478
Position 8955: 0.0012596440325321162
Position 2357: 0.0012022910656543653
Position 11710: 0.0011207258244337556
Position 238: 0.0011164620363692745
Position 3426: 0.0010936254333892095
Position 13618: 0.0009875997841021584
Position 10057: 0.0009719405289347977
Position 263: 0.000946379579841344
Position 186: 0.0008681623294702252
Position 672: 0.0008648693911038125
Position 11935: 0.000843138510768606
Position 4062: 0.0008427436516731687
Position 9222: 0.0008076852611866343
Position 13200: 0.0007627857780155134
Position 695: 0.0007341712707195072
Position 1096: 0.0006579512440988902
Position 1091: 0.0006558544710769763
Position 9052: 0.0006477363362175949
Position 1862: 0.0006107413826377247
Position 1818: 0.0005948261744298599
Position 11961: 0.0005815736109360178
Position 3597: 0.0005615839954532143
Position 843: 0.0005484623268228295
Position 829: 0.0005192796367193528
Position 11261: 0.0004660993230702554
Position 260: 0.00046124342759300816
Position 8236: 0.00045993844121567143
Position 9232: 0.0004469564314683577
Position 10967: 0.0004375948852286941
Position 253: 0.0004265307117601195
Position 1782: 0.0004195038569604865
Position 2389: 0.0004071167125603444
Position 751: 0.00039636630214991944
Position 9902: 0.0003953824483106448
Position 6912: 0.00039382882144986655
Position 6408: 0.0003908223112341766
Position 989: 0.0003874585728227475
Position 102: 0.00038274692965212486
Position 386: 0.0003748632021001193
Position 8001: 0.0003663968249741936
Position 3624: 0.00035942999964235
Position 573: 0.0003536656886449151
Position 12071: 0.0003381574828524988
Position 7655: 0.0003173884382826512
Position 11231: 0.00031297520245438236
Position 680: 0.000307139178214949
Position 508: 0.00027882491958833706
Position 11263: 0.00026322706858892907
Position 12540: 0.00024544171709933645
Position 9680: 0.00024027230266122522
Position 11474: 0.00023228342923880597
Position 1793: 0.0002244197423424451
Position 9214: 0.0002081861752743884
Position 661: 0.00019850422919541334
Position 603: 0.0001946546062346614
Position 757: 0.0001601666003125517
