Gene = Jaml
index = 600
Annotated 5SS: [  114  3547  4924  7822  9656 14675 18772 21963 23913 25091]
Annotated 3SS: [ 3449  4860  7657  9429 14561 18539 21811 23851 25006 28195]
SMsplice 5SS: [  114  3547  7822  9656 14675 18628 21963 23913 25091 27870]
SMsplice 3SS: [ 3449  7710  9544 14561 18539 21811 23851 25006 27699 28195]
top_k =  1000
Partition function (log Z): 7.909460329168738

Sorted 5' Splice Sites (High to Low Probability):
Position 7822: 0.9949669726172697
Position 3547: 0.9831314081640006
Position 9656: 0.9500661654014396
Position 21963: 0.9381800125943736
Position 14675: 0.8927699602287349
Position 114: 0.8746307871777101
Position 25091: 0.825248458190663
Position 23913: 0.8180412122318975
Position 8378: 0.775375397373494
Position 18628: 0.5238807528707714
Position 23520: 0.34585955359138826
Position 27870: 0.34165067664698034
Position 8787: 0.3287640554760822
Position 14981: 0.32343263831783464
Position 27853: 0.3174462605306373
Position 8802: 0.29314992669425294
Position 4924: 0.28938943231942266
Position 13639: 0.2846219799019904
Position 12953: 0.2832032520000385
Position 2798: 0.2312439891558106
Position 7096: 0.16820476931825812
Position 4448: 0.1644669537778026
Position 28534: 0.12634351109131386
Position 9021: 0.11290660019080691
Position 7258: 0.10134393766523847
Position 14745: 0.08341528291034635
Position 20482: 0.08250572265587958
Position 18772: 0.07774128166232445
Position 22778: 0.07632885098781655
Position 254: 0.0713323112151424
Position 18787: 0.06426208898197702
Position 2058: 0.05695835644100943
Position 15835: 0.04790788273007758
Position 16867: 0.04425863649315788
Position 8950: 0.04359790941385931
Position 3069: 0.04002848608513107
Position 6439: 0.034957634112717434
Position 23306: 0.03467741174021559
Position 14436: 0.033082727846822035
Position 11730: 0.030725207734959983
Position 9271: 0.03030523749562142
Position 10040: 0.028329705147836535
Position 9159: 0.027192525484339314
Position 28258: 0.025776969371858086
Position 14360: 0.025718559103698968
Position 2719: 0.02495513616533222
Position 20048: 0.024579887362142838
Position 13146: 0.022442981725385395
Position 17831: 0.021500873579585477
Position 26402: 0.02075008091977245
Position 350: 0.020679337431451214
Position 8532: 0.0206527503806676
Position 5874: 0.020430754610116657
Position 195: 0.02019265027858719
Position 20907: 0.020055798991111016
Position 16895: 0.01955096360374855
Position 13478: 0.019517102376194605
Position 1250: 0.019310656805260704
Position 5679: 0.01889543107489111
Position 3062: 0.016761405933028124
Position 8552: 0.016134979163527827
Position 2347: 0.01537678552227565
Position 22404: 0.015151484632678467
Position 6592: 0.014893642916052866
Position 7230: 0.014099241052365439
Position 136: 0.013898864402369425
Position 24164: 0.013297909286235763
Position 1209: 0.0132005543374563
Position 16135: 0.01295609680707386
Position 269: 0.01228345634820612
Position 25395: 0.012206554740371994
Position 18236: 0.012023745487164478
Position 26627: 0.011580814094204838
Position 6883: 0.011185717651411816
Position 1286: 0.010963160619940935
Position 277: 0.010774170004648994
Position 2902: 0.010457952676544624
Position 15616: 0.009858425461795788
Position 12441: 0.009279491508261314
Position 27859: 0.008900784033179274
Position 4797: 0.008218229791972646
Position 9607: 0.007767129972744103
Position 4419: 0.007713477463981192
Position 23538: 0.007482335347025349
Position 22271: 0.007191962901027238
Position 21397: 0.00704397743329315
Position 27071: 0.006899995119348697
Position 25871: 0.0067725197638082175
Position 24160: 0.00658672137010066
Position 6476: 0.006355067762933203
Position 334: 0.006227431983477277
Position 13923: 0.006221407343753019
Position 25186: 0.005976873361998719
Position 5970: 0.005850455539746647
Position 26615: 0.005660336616300814
Position 15129: 0.005579910339643694
Position 19569: 0.005571479000346502
Position 14766: 0.005541397721824128
Position 8791: 0.005432018879927749
Position 1196: 0.005385017595562374
Position 28868: 0.00525296568978868
Position 4974: 0.005086292460311757
Position 7334: 0.0050517021208058835
Position 8923: 0.004618389969357844
Position 16641: 0.004557583553869036
Position 22549: 0.004096977290923417
Position 27884: 0.0035854404007957755
Position 12307: 0.0035698007184288266
Position 17146: 0.003553487878329676
Position 735: 0.003368957797811944
Position 24465: 0.0033528140539063576
Position 14770: 0.0033417998391766664
Position 25354: 0.003192520437240684
Position 573: 0.0031699169373151847
Position 5888: 0.0031001066408563914
Position 24570: 0.003041146397452322
Position 23049: 0.002988259818195334
Position 9630: 0.002694692291109669
Position 15111: 0.002520402994966081
Position 1226: 0.002471436499942549
Position 9322: 0.0024357542500820315
Position 27841: 0.002337648144884272
Position 23856: 0.0022211858374411963
Position 3192: 0.0022181929782258596
Position 27819: 0.002199885630140626
Position 25305: 0.0021296109512133877
Position 15516: 0.002036628482389386
Position 3946: 0.0020042788870942518
Position 3161: 0.0019637345820859835
Position 27394: 0.0019059510582089803
Position 15533: 0.0018807738459291788
Position 21443: 0.0018179007133211917
Position 10097: 0.0017852526022674442
Position 11597: 0.0017716846029542138
Position 3145: 0.0016061870614564192
Position 8737: 0.0015912143765823515
Position 18835: 0.0015666781272139561
Position 16984: 0.0014981708112800317
Position 12312: 0.0014850601695812603
Position 1156: 0.0014820590081361825
Position 2070: 0.0014693548889462818
Position 7038: 0.0013075019322398278
