Gene = Otos
index = 786
Annotated 5SS: [  91 3158 3508 3660]
Annotated 3SS: [2964 3414 3632 4323]
SMsplice 5SS: [  91  357 3158 3508 3713]
SMsplice 3SS: [ 190 3078 3414 3632 4323]
top_k =  1000
Partition function (log Z): 2.195717079300519

Sorted 5' Splice Sites (High to Low Probability):
Position 91: 0.9256780006008555
Position 3508: 0.8432050001946795
Position 3158: 0.7386927577057485
Position 1738: 0.5494053162806823
Position 357: 0.49443310168688664
Position 3713: 0.4718666213796113
Position 3697: 0.3276529432129317
Position 737: 0.2979402823126816
Position 4158: 0.18871567105988843
Position 3660: 0.1742685565840129
Position 1532: 0.07987590155114732
Position 3444: 0.07788698853414956
Position 3055: 0.06977059609122793
Position 2609: 0.06177939094792716
Position 4146: 0.060006563146376014
Position 384: 0.034374301726044436
Position 2114: 0.03082501054321772
Position 2166: 0.027290753352783303
Position 352: 0.012171035097218957
Position 480: 0.012042171833382248
Position 348: 0.01189674332810728
Position 2136: 0.011190607670317312
Position 2342: 0.009116607599331776
Position 1537: 0.00607710168701867
Position 2002: 0.004797671567811569
Position 1907: 0.00458922210452584
Position 3771: 0.003962096122763312
Position 3860: 0.0038766903731215973
Position 3173: 0.002723917808443011
Position 462: 0.002005858703348099
Position 4206: 0.0018871808040549966
Position 3717: 0.001664128721422992
Position 3986: 0.0015402113158961585
Position 2485: 0.0014518513363145661
Position 447: 0.0010449550097017808
Position 47: 0.0009705589936959611
Position 1141: 0.0008381816902496162
Position 4165: 0.0007741863043389237
Position 3962: 0.0007732235570054878
Position 523: 0.00038565103169966995
Position 1275: 0.0003809714973864983
Position 3415: 0.0003648135056742168
Position 4247: 0.0003561205085489082
Position 2195: 0.0003360136652659874
Position 1039: 0.00031822033272110536
Position 84: 0.0003002614419601841
Position 1116: 0.0002996138444698657
Position 539: 0.0002900920109203955
Position 3933: 0.00028414431073713205
Position 2415: 0.00027101619384838315
Position 318: 0.00026670404461183884
Position 909: 0.00024462302834452174
Position 103: 0.0002090964069433632
Position 1559: 0.0001500341708883054
Position 924: 0.0001339625177015927
Position 132: 0.00012466417939918222
Position 1024: 0.00011052812551993357
Position 3761: 0.00010592189091462895
Position 3785: 9.234493309394584e-05
Position 593: 6.707927553642598e-05
Position 1362: 6.55833859658399e-05
Position 4114: 6.42881080483874e-05
Position 119: 5.967373803436655e-05
Position 1762: 5.4231796014321064e-05
Position 1681: 4.388143303971542e-05
Position 3460: 4.1076068888573134e-05
Position 3562: 3.460480687098964e-05
Position 220: 3.3034849577324834e-05
Position 98: 3.150494424717352e-05
Position 505: 3.1459696197403944e-05
Position 1667: 2.364248223333366e-05
Position 367: 2.1586552530852814e-05
Position 1504: 1.612371478641638e-05
Position 187: 1.596783404261738e-05
Position 1604: 1.4063522517475079e-05
Position 156: 1.330622902965528e-05
Position 1419: 1.230784636783564e-05
Position 222: 1.2228135435167952e-05
Position 1742: 1.2073147189047017e-05
Position 236: 8.76761701040319e-06
Position 3596: 7.321964470425864e-06
Position 294: 5.263499586891817e-06
Position 554: 2.7148554605548047e-06
Position 134: 2.5065693125975016e-06
Position 1483: 2.3327369395420464e-06
Position 289: 2.234758778633338e-06
Position 8: 1.191595913806817e-06
Position 291: 7.17209525892983e-07
Position 451: 6.457916856072984e-07
Position 168: 5.616171081311738e-07
Position 830: 4.707659806437983e-07
Position 5: 3.949543822315787e-07
Position 13: 3.622100245036238e-07
Position 1632: 1.3269578743608616e-07
Position 670: 1.0339881831224866e-07
Position 798: 7.383957589777212e-08
Position 138: 3.1246852714820806e-08
Position 705: 2.8714838846119684e-08
Position 136: 2.039115289405595e-08
Position 847: 4.502419055218768e-09
Position 1050: 3.695559275248459e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4323: 0.9831950212372567
Position 3414: 0.8989274556203735
Position 3632: 0.8959809065481116
Position 190: 0.5331365006936033
Position 3078: 0.35300283721892967
Position 1415: 0.2617053089465603
Position 2964: 0.25970394960162635
Position 2976: 0.1613312982911522
Position 1589: 0.1404446223210111
Position 4007: 0.11456212001042602
Position 4082: 0.10445359466079969
Position 3583: 0.08248891859210605
Position 1962: 0.07235539156061854
Position 633: 0.07174028602087068
Position 1677: 0.05160975446291131
Position 602: 0.05025727580175484
Position 505: 0.04362358690811992
Position 528: 0.03922907838037475
Position 1658: 0.037225588298298265
Position 1351: 0.03185548617441203
Position 1361: 0.018608352111522772
Position 1495: 0.018572028095286453
Position 2513: 0.016274250737960624
Position 3050: 0.0161105219509565
Position 2495: 0.015704750956745606
Position 2492: 0.015495998666293748
Position 1620: 0.01509862933726477
Position 2992: 0.014720726592697941
Position 1471: 0.013625668157416311
Position 3942: 0.010959435928245444
Position 1680: 0.010479955608224014
Position 3253: 0.009922012502385575
Position 1624: 0.00877434087241685
Position 3982: 0.007874753954484774
Position 1375: 0.007200673547361735
Position 329: 0.006946158585469174
Position 2245: 0.006895942203106796
Position 4145: 0.006703536722138588
Position 3914: 0.006235320065165216
Position 614: 0.006161322394048152
Position 1613: 0.006125935717921053
Position 2346: 0.005855999910456977
Position 638: 0.005595559573772897
Position 3360: 0.005426999832644286
Position 394: 0.005316884294026379
Position 722: 0.0050363004717107395
Position 548: 0.004890231674655483
Position 230: 0.00482242273743093
Position 3606: 0.004221829007052666
Position 3194: 0.004142195662063524
Position 3279: 0.0035131722633623737
Position 1499: 0.003463495775167667
Position 2559: 0.0031705598142815566
Position 2937: 0.003123548759662755
Position 193: 0.0029305440824342814
Position 1572: 0.0029091881764870247
Position 2250: 0.002834535051691409
Position 1450: 0.002566138696042983
Position 2030: 0.002440711172772536
Position 3376: 0.0023238922884830718
Position 645: 0.0022824372685473584
Position 268: 0.002195857664669096
