Gene = Oaf
index = 776
Annotated 5SS: [  605 15036 16015]
Annotated 3SS: [14900 15833 17071]
SMsplice 5SS: [  605  8323 15036 16015]
SMsplice 3SS: [ 8195 14900 15833 17071]
top_k =  1000
Partition function (log Z): -6.2447298280233365

Sorted 5' Splice Sites (High to Low Probability):
Position 15036: 0.9870314068824062
Position 8323: 0.8841592733367042
Position 605: 0.718289456070789
Position 16015: 0.5487769270876912
Position 9377: 0.3396416738706652
Position 14675: 0.3278954372517527
Position 16036: 0.20809310283419497
Position 15747: 0.1968575609222136
Position 13277: 0.14961675419003764
Position 162: 0.12619845069674362
Position 14327: 0.12463418285284421
Position 17196: 0.11158857549972609
Position 610: 0.08885021560104446
Position 8: 0.08002072062594916
Position 2411: 0.0691801867138957
Position 13816: 0.0660168045724438
Position 14635: 0.0650343780895419
Position 18324: 0.058518639488863225
Position 15948: 0.05699937440581644
Position 3026: 0.05694270183300568
Position 17214: 0.03954616919576566
Position 6047: 0.038092787200387924
Position 9357: 0.03368144361894264
Position 13858: 0.025734553162826405
Position 4569: 0.021855789401216602
Position 17897: 0.01961195707511396
Position 6934: 0.018575810547269724
Position 3149: 0.018109737524146744
Position 7238: 0.015087200290284724
Position 9076: 0.014489468367225816
Position 6513: 0.014332022360451812
Position 172: 0.013244170255557249
Position 17892: 0.013099873287022645
Position 8992: 0.012045909084072081
Position 5671: 0.01136549371779478
Position 18087: 0.010981414747575918
Position 17421: 0.010068310923195139
Position 2561: 0.010025250322994611
Position 3283: 0.009503298214749427
Position 1877: 0.009122941218182417
Position 17072: 0.008790216726733906
Position 3938: 0.008389516704416282
Position 16040: 0.008059616219116909
Position 3882: 0.0077917474965119625
Position 15762: 0.007721339092541198
Position 14612: 0.0076528692185390225
Position 3425: 0.007427009389409691
Position 14725: 0.007096288829630651
Position 8976: 0.006656260429984899
Position 16902: 0.006546184196430538
Position 15867: 0.005680554913375307
Position 16806: 0.0055858709534826415
Position 17250: 0.005473330697147727
Position 17884: 0.0051629580417191945
Position 17296: 0.003812437227056965
Position 17165: 0.003148427954628242
Position 500: 0.0019283940636991544
Position 16242: 0.001901027255903156
Position 16811: 0.0017514993222521634
Position 18537: 0.0015103544889338882
Position 185: 0.0011387278229207606
Position 16155: 0.0010446611564317765
Position 16906: 0.0008633098045838657
Position 15010: 0.0008482817225754434
Position 218: 0.0007888091922237116
Position 223: 0.000747107703123017
Position 15252: 0.0007347051093010541
Position 30: 0.0006602180636787492
Position 731: 0.0005867288603888147
Position 238: 0.0005814156468663477
Position 18279: 0.0005380133752649198
Position 2833: 0.0004995647734412907
Position 17228: 0.0004616419350968527
Position 1843: 0.000446803347951249
Position 17428: 0.0003856226086729629
Position 17132: 0.0003367583134600428
Position 15807: 0.0003234093771896863
Position 479: 0.00031103682583732875
Position 1136: 0.000309489169355393
Position 473: 0.00025937270533754516
Position 8383: 0.00023207430771990826
Position 16059: 0.00023052608080786582
Position 16162: 0.00012654656011867226
Position 2435: 0.00010168239398630687
Position 1152: 9.899801995148413e-05
Position 200: 9.32916574222713e-05
Position 1569: 8.773432625273408e-05
Position 971: 7.603767049062128e-05
Position 1252: 6.574855367386775e-05
Position 148: 5.639065055708403e-05
Position 6232: 5.607083847470286e-05
Position 6214: 4.3940267862266957e-05
Position 3708: 4.3157142812924044e-05
Position 4267: 4.0862208990407455e-05
Position 1131: 4.037882440524023e-05
Position 3256: 3.7606083554223665e-05
Position 2990: 3.486562156483211e-05
Position 5304: 3.470969205978709e-05
Position 15993: 3.4166947819234744e-05
Position 5035: 3.1286896747740705e-05
Position 69: 2.7374370357103786e-05
Position 5676: 2.6700643929869196e-05
Position 2856: 2.6266436625422865e-05
Position 1014: 2.5451362166928e-05
Position 15229: 2.4903305738686808e-05
Position 4034: 2.101735182002236e-05
Position 6468: 2.0560014893079513e-05
Position 59: 1.7806501499295462e-05
Position 6383: 1.7420744746780016e-05
Position 5650: 1.7344108242658653e-05
Position 2850: 1.6932045669838994e-05
Position 2553: 1.3431777307695185e-05
Position 2157: 1.3080207238429596e-05
Position 2103: 1.2040246631683084e-05
Position 15: 1.1612219277039672e-05
Position 2069: 1.0929107748655655e-05
Position 166: 1.0919020236931602e-05
Position 36: 1.028194813674731e-05
Position 291: 6.650494757004307e-06
Position 406: 6.372260611102487e-06
Position 1285: 6.34611229810912e-06
Position 1819: 6.10266530523869e-06
Position 1120: 5.95841958392988e-06
Position 299: 5.5682985808399366e-06
Position 2099: 4.901520167428058e-06
Position 86: 4.778948157447648e-06
Position 1587: 4.155370435006104e-06
Position 1458: 4.104959052892179e-06
Position 39: 2.9409331591727246e-06
Position 203: 1.917988332874322e-06
Position 437: 1.523852071930195e-06
Position 98: 1.366555967108734e-06
Position 362: 1.1918666990946335e-06
Position 45: 1.0472261363976716e-06
Position 717: 1.6829969510231244e-07
Position 664: 3.982573937026554e-08
Position 776: 3.4402078846873934e-08
Position 828: 1.1337567298145656e-08
Position 513: 1.0143134879171687e-08
Position 622: 9.550057865792657e-09
Position 915: 8.488519827429001e-09
Position 909: 8.146040203560832e-09
Position 948: 7.3810459618689414e-09
Position 792: 2.1013998255315237e-09
Position 701: 1.168491446889117e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 14900: 0.9708821739315809
