Gene = Srrm3
index = 1028
Annotated 5SS: [  511 17177 22349 34206 34366 34816 36325 36493 37814 38444 39110 50414
 50947 51189]
Annotated 3SS: [16933 22246 34076 34284 34785 36261 36456 37762 38338 38931 50066 50721
 51050 54973]
SMsplice 5SS: [  511 17177 22349 34206 34366 36493 38444 38643 39114 50947 51189 54586]
SMsplice 3SS: [16933 22246 34076 34284 36261 38338 38541 38931 50721 51050 54463 54973]
top_k =  1000
Partition function (log Z): 3.1955331943010883

Sorted 5' Splice Sites (High to Low Probability):
Position 17177: 0.9999999999999989
Position 50947: 0.9939842019615351
Position 34206: 0.9928654711465893
Position 38444: 0.9664249204246169
Position 51189: 0.9447617824142459
Position 34366: 0.9274939874478384
Position 511: 0.8720602108322345
Position 22349: 0.7708161604121795
Position 42810: 0.7341836483498968
Position 36325: 0.638384465901652
Position 10070: 0.5967050711938868
Position 46638: 0.5634345645749902
Position 38643: 0.5474368345239965
Position 37814: 0.5306121447261549
Position 39114: 0.5026445193504521
Position 54586: 0.49652595264898913
Position 36493: 0.4700398474227444
Position 3961: 0.46281237983951795
Position 39110: 0.4600010450435064
Position 39340: 0.4223609074901576
Position 28968: 0.39322612879923663
Position 22371: 0.22918383958781957
Position 261: 0.18492906816608565
Position 2446: 0.16854669640144324
Position 36613: 0.167864723809918
Position 38591: 0.14451909753493938
Position 38100: 0.13820401823929057
Position 45825: 0.12388122903954618
Position 51693: 0.12283787472351249
Position 45893: 0.12029266049964629
Position 4340: 0.11937852881769138
Position 811: 0.11357730232917809
Position 43666: 0.0836040946444217
Position 8665: 0.08325668306265628
Position 519: 0.07693430212123321
Position 8180: 0.06364575451616408
Position 54841: 0.060727824572366196
Position 34718: 0.05383117434074862
Position 2829: 0.0518671982474301
Position 239: 0.04866981902069615
Position 39354: 0.04827200536749864
Position 34395: 0.04758742150161797
Position 36713: 0.044825956930724886
Position 27211: 0.043084235016380444
Position 1727: 0.04302206144673813
Position 39404: 0.04017987079461112
Position 39945: 0.03962168950766965
Position 34816: 0.034887219536625026
Position 38613: 0.03425601062854051
Position 41974: 0.025601895932040236
Position 40106: 0.02448661391843523
Position 40077: 0.02085968888283379
Position 35123: 0.020581823940631013
Position 1186: 0.020462343949557465
Position 9193: 0.020225749979697033
Position 37391: 0.018185506383360257
Position 37288: 0.017471270976127613
Position 37916: 0.01696939671328379
Position 1524: 0.016009447434468475
Position 4362: 0.014559966824784198
Position 38856: 0.01437696266331518
Position 806: 0.012943569773013813
Position 36608: 0.010507655804348742
Position 1622: 0.009791046003895671
Position 40988: 0.00882530429303228
