Gene = Nelfa
index = 742
Annotated 5SS: [  388 14568 15922 33043 34669 34826 35223 36001 37132 37402]
Annotated 3SS: [14395 15759 32952 34537 34755 35133 35888 36859 37301 37503]
SMsplice 5SS: [  388  9779 14568 15922 33043 34669 34844 35223 36001 37132 37402]
SMsplice 3SS: [ 9575 14395 15759 32952 34537 34755 35133 35888 36859 37301 37503]
top_k =  1000
Partition function (log Z): -17.928397652628036

Sorted 5' Splice Sites (High to Low Probability):
Position 14568: 0.9932055641403558
Position 15922: 0.9517278790988721
Position 388: 0.7552626667938355
Position 9779: 0.6281897549911073
Position 6523: 0.39855408446349266
Position 8115: 0.2860003374728763
Position 16386: 0.2553461032062736
Position 142: 0.2137940329630093
Position 23463: 0.1762199389170057
Position 12271: 0.10260028757904328
Position 9815: 0.0747998903694761
Position 3919: 0.07059885613807734
Position 1982: 0.06468185310745793
Position 12329: 0.061824031879737514
Position 12300: 0.05792518371376925
Position 4849: 0.04843915303024845
Position 12281: 0.0420164041937338
Position 16466: 0.03802438913336986
Position 25152: 0.036594136149884694
Position 14918: 0.03603028977825172
Position 4022: 0.035169209639677186
Position 5331: 0.03304423025624395
Position 13942: 0.03131204768172793
Position 11539: 0.03017817104954361
Position 9576: 0.02887506116346973
Position 15626: 0.028038620322850618
Position 18078: 0.027011575429216957
Position 10173: 0.02381080428078143
Position 13821: 0.023641071058762595
Position 5937: 0.019005543074150668
Position 130: 0.014627427677969452
Position 4100: 0.013497054315715077
Position 5371: 0.010834866019599943
Position 15049: 0.010470123770016137
Position 642: 0.009629817791535778
Position 18474: 0.008881484671555074
Position 14807: 0.007823143245208573
Position 8398: 0.007426055885920652
Position 6295: 0.0065230068733580695
Position 12642: 0.0059370272975032105
Position 8302: 0.004503009059042896
Position 15237: 0.004157199798276342
Position 6590: 0.004101551844194266
Position 632: 0.004063298075276152
Position 16272: 0.003901153449745581
Position 6155: 0.003525540371505159
Position 7224: 0.0034497813484914075
Position 2312: 0.003219004198497256
Position 3983: 0.0030923886339328803
Position 15670: 0.0029339787236699662
Position 5932: 0.0026827031472280976
Position 11066: 0.002663829104821318
Position 15034: 0.0024249498242859342
Position 2577: 0.0023572703807440954
Position 21796: 0.0023341039474524244
Position 14603: 0.0023136389784153694
Position 5043: 0.0021085964476838573
Position 1449: 0.002050639237736744
Position 20850: 0.0019420925306054965
