Gene = Bcl2l10
index = 175
Annotated 5SS: [598]
Annotated 3SS: [3252]
SMsplice 5SS: [75]
SMsplice 3SS: [3252]
top_k =  1000
Partition function (log Z): -9.539866509025506

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.8265754833725951
Position 415: 0.07420336357725256
Position 48: 0.06243394923009148
Position 598: 0.034698925852695475
Position 790: 0.030116131591291975
Position 2268: 0.010973218306682221
Position 2776: 0.009393221648619431
Position 2892: 0.008962442809373894
Position 119: 0.00765162302256529
Position 1767: 0.007371258138125258
Position 2001: 0.007243355555857007
Position 54: 0.004628073498448886
Position 3438: 0.004603652570977587
Position 1561: 0.003605065826126795
Position 79: 0.003581008558475853
Position 617: 0.0035453126445755554
Position 355: 0.0029130128508074414
Position 249: 0.0023382226116630354
Position 1208: 0.002337818415834927
Position 2884: 0.0019058569386214805
Position 2714: 0.0019020805525159958
Position 2767: 0.0017963659796490013
Position 1094: 0.0015065606940066895
Position 253: 0.0013988797641651383
Position 2877: 0.0012097370343289355
Position 2403: 0.0011996086728896945
Position 1462: 0.0011955766317713473
Position 2746: 0.0011740758653942204
Position 3202: 0.0011397660814547329
Position 2426: 0.001125172262627702
Position 2736: 0.00110356798468265
Position 3510: 0.0010689190053004077
Position 3327: 0.0009808641344266507
Position 129: 0.0009544526705899568
Position 375: 0.0008280640282332363
Position 1133: 0.0008228043554752
Position 2398: 0.0008039365595763722
Position 851: 0.0007604593044791239
Position 1321: 0.000713053478957941
Position 92: 0.0005209414782736174
Position 2788: 0.000493173869985995
Position 3100: 0.00040054123106825136
Position 505: 0.00037349147380176973
Position 3368: 0.0003238291190707862
Position 2930: 0.0002618637769991987
Position 1350: 0.0002598243196853252
Position 2411: 0.000254377652539067
Position 69: 0.00024405640279207417
Position 3651: 0.00023498533844944057
Position 2290: 0.00023138646261523384
Position 3185: 0.00022604538490223394
Position 2345: 0.0002254103773605374
Position 1669: 0.0002116287947494539
Position 277: 0.0002015211010122059
Position 657: 0.0001858432826470501
Position 1328: 0.00018330279094945414
Position 41: 0.00016446559209123252
Position 1967: 0.00015064163626356912
Position 2844: 0.0001282689485070976
Position 1855: 0.00012682485087712783
Position 685: 0.00012238865340348523
