Gene = Srp9
index = 1026
Annotated 5SS: [ 226 4003]
Annotated 3SS: [3933 6585]
SMsplice 5SS: [226]
SMsplice 3SS: [6585]
top_k =  1000
Partition function (log Z): -6.9784936059817735

Sorted 5' Splice Sites (High to Low Probability):
Position 226: 0.9935581440964548
Position 840: 0.37489916558443204
Position 806: 0.15923233439130333
Position 3934: 0.11921234559749608
Position 2245: 0.08786736597922956
Position 4798: 0.0799345294170934
Position 7329: 0.07606038576312832
Position 1842: 0.05348910769617673
Position 4003: 0.04864950072901687
Position 4239: 0.04009010860415122
Position 6744: 0.03499524837485822
Position 6312: 0.02690470480697082
Position 1740: 0.02311662513278183
Position 1731: 0.02228156739429383
Position 6432: 0.01979055999551645
Position 6709: 0.01908848622852507
Position 594: 0.018806775655436134
Position 467: 0.01811455322140064
Position 2432: 0.015751670384214406
Position 7320: 0.015060570438516994
Position 6458: 0.013283931032870823
Position 5246: 0.010224123976509103
Position 5461: 0.009789448321536966
Position 4724: 0.008649442576009402
Position 3875: 0.00777822781200459
Position 2779: 0.007520687121554926
Position 1261: 0.006176968228829659
Position 7109: 0.005941571001647785
Position 4599: 0.003829033991737807
Position 1827: 0.002643187847808844
Position 6644: 0.002469492194810028
Position 7560: 0.0024175542343441514
Position 7303: 0.0019070810367035325
Position 4719: 0.0015496566570491757
Position 7163: 0.001474802526540013
Position 7133: 0.0013067528815179775
Position 2767: 0.0011685753973212777
Position 6964: 0.0011003268255425662
Position 1106: 0.0008990627749341408
Position 519: 0.0007116250542301743
Position 845: 0.000535362758257186
Position 1713: 0.0005268880865755412
Position 1832: 0.00032315802240694353
Position 1281: 0.0003148474830124989
Position 604: 0.00024314647234572145
Position 1782: 0.00024305956713100308
Position 586: 0.00010670194455781049
Position 29: 0.00010341961330447098
Position 230: 7.027933391252035e-05
Position 4488: 6.357315480507258e-05
Position 5348: 6.175872092175162e-05
Position 19: 5.1481212136825396e-05
Position 479: 4.889596653357936e-05
Position 399: 3.6989670245253844e-05
Position 784: 3.562888672792094e-05
Position 315: 3.325084921437054e-05
Position 180: 3.199398372876599e-05
Position 568: 2.6928158848693944e-05
Position 487: 2.6505427438573097e-05
Position 111: 2.3304483032154018e-05
Position 359: 2.1639222810245552e-05
Position 471: 2.0877561427261245e-05
Position 958: 1.8511594841980305e-05
Position 162: 1.8221644149058475e-05
Position 531: 1.689485647683222e-05
Position 523: 1.15133738627351e-05
Position 73: 1.1266356169397613e-05
Position 960: 9.780012437166183e-06
Position 962: 8.47147586166812e-06
Position 2189: 8.452701415258432e-06
Position 964: 7.597823500282206e-06
Position 477: 7.553486980806946e-06
Position 598: 6.561725556533694e-06
Position 966: 6.080033722513271e-06
