Gene = Sept1
index = 965
Annotated 5SS: [   82 14506 14676 15028 15746]
Annotated 3SS: [14414 14588 14903 15610 15838]
SMsplice 5SS: [   82  8696 14240 14506 14676]
SMsplice 3SS: [ 8572 14115 14414 14588 14903]
top_k =  1000
Partition function (log Z): -2.5895429229795686

Sorted 5' Splice Sites (High to Low Probability):
Position 8696: 0.995333701634961
Position 14506: 0.9246541035554471
Position 82: 0.9101086683408927
Position 14240: 0.8531826359626851
Position 14676: 0.6268383314420549
Position 772: 0.5501619048110181
Position 15028: 0.3544299011502127
Position 3120: 0.2884760715576163
Position 13835: 0.18984535337906439
Position 2918: 0.1621251128246545
Position 7233: 0.15847739537102945
Position 14660: 0.14812843734179135
Position 14322: 0.09330263245744666
Position 5741: 0.08959264576670883
Position 3372: 0.05298541285181791
Position 15083: 0.05065397653373665
Position 14961: 0.047945473135899135
Position 6560: 0.04607132483808619
Position 8448: 0.03791069155310174
Position 3115: 0.036388588029573114
Position 1864: 0.0321424271317636
Position 429: 0.026798347310474726
Position 7098: 0.026159151488029664
Position 14969: 0.025613022871432523
Position 1155: 0.022075194449258904
Position 251: 0.021254535756224543
Position 14691: 0.021164533154841212
Position 14510: 0.020942314524916177
Position 5138: 0.014252170902015688
Position 66: 0.00645711649246917
Position 14526: 0.006253564303032167
Position 2239: 0.005597474505422921
Position 15274: 0.0049741423628552675
Position 15448: 0.004869666341022849
Position 1477: 0.003755474745264719
Position 14480: 0.0024734529011126456
Position 14465: 0.0022156912174584095
Position 5516: 0.0021036547345632066
Position 12352: 0.0020087315687292327
Position 6433: 0.001991006142785826
Position 10630: 0.0017924979805997807
Position 12540: 0.0017502208191054166
Position 10641: 0.001523524990111549
Position 15746: 0.0009694851195449237
Position 14499: 0.0008315462626403487
Position 4752: 0.0008252381614540129
Position 14720: 0.0008183898385965764
Position 8639: 0.0008012163519328807
Position 10568: 0.0007470467094890461
Position 10645: 0.0006464233717971085
Position 10652: 0.0006035613342295084
Position 595: 0.0005767914690732465
Position 15142: 0.0005273850232366019
Position 14514: 0.0004950565739974996
Position 568: 0.0004542109205442779
Position 6862: 0.0004518715041773746
Position 1026: 0.0003945142213394298
Position 102: 0.00033867760311377535
Position 4606: 0.0003182431205998309
Position 4587: 0.00028289921946405823
Position 58: 0.00026958264660845166
Position 8739: 0.00021913652469820024
Position 14531: 0.0002060270935426469
Position 86: 0.00020304800057117887
Position 576: 0.00019287668802173683
