Gene = 1110059G10Rik
index = 4
Annotated 5SS: [ 196 2076]
Annotated 3SS: [1930 2891]
SMsplice 5SS: [ 196 1368]
SMsplice 3SS: [1207 2891]
top_k =  1000
Partition function (log Z): -6.950592681762977

Sorted 5' Splice Sites (High to Low Probability):
Position 196: 0.917635020994958
Position 1368: 0.7276098781805004
Position 618: 0.25572657287131195
Position 2076: 0.15764295927128838
Position 3313: 0.15106425817988672
Position 3014: 0.1248596953747575
Position 4784: 0.09039025546840355
Position 2970: 0.08662032702817316
Position 4016: 0.08086808241603255
Position 307: 0.056115960181036054
Position 1836: 0.05333415540794277
Position 1345: 0.02178176429246522
Position 2939: 0.01985563536088933
Position 667: 0.017067158599454624
Position 2036: 0.015751245797943958
Position 3027: 0.014505433841521767
Position 3230: 0.012840294148809323
Position 1997: 0.012583690018742641
Position 560: 0.011100062972242444
Position 1421: 0.008454443589809691
Position 3962: 0.007703913753169771
Position 277: 0.007386035786705311
Position 1052: 0.006323250136309645
Position 3103: 0.005600221978883022
Position 1599: 0.004851096519142646
Position 3032: 0.004149132615712115
Position 3991: 0.00397953847643864
Position 266: 0.0039213979866238565
Position 3996: 0.003854413633716937
Position 5308: 0.0033057761111556228
Position 4982: 0.0018440054244932952
Position 588: 0.0017964712147050118
Position 3069: 0.0016968221438862974
Position 738: 0.001537355855306935
Position 564: 0.001370399882760612
Position 258: 0.0013457394199139741
Position 548: 0.0010460731056992148
Position 1431: 0.001003811942778999
Position 975: 0.0010000538567358117
Position 436: 0.0009533990679762992
Position 2964: 0.0008286416762003315
Position 1349: 0.0007275789568796481
Position 321: 0.0007109744585482463
Position 4901: 0.0007064376223933528
Position 534: 0.0006583024893086711
Position 2962: 0.0006298036970283902
Position 3667: 0.0005968383181909382
Position 106: 0.0005902734133146724
Position 115: 0.00045818921964511624
Position 1577: 0.00040520149144372046
Position 70: 0.0003634254321426181
Position 2256: 0.0003585480673822502
Position 220: 0.00034020093853457
Position 184: 0.00028062726364255287
Position 344: 0.000272584910095775
Position 687: 0.0002693460404619303
Position 3298: 0.00022998924409133018
Position 2201: 0.00021722760686454927
Position 894: 0.0001911535155108069
Position 562: 0.0001831908482517032
Position 2703: 0.00014895669282374857
Position 160: 0.00014773132067973167
Position 508: 0.00013982410738673547
Position 800: 0.0001279429936623304
Position 604: 0.00012107215180054549
Position 373: 0.00011671156654400892
Position 692: 0.0001158050809437521
Position 210: 0.00011500300051966412
Position 66: 0.00011166299849059751
Position 2179: 7.590722379788978e-05
Position 45: 7.188083621494539e-05
Position 1802: 6.699316138772712e-05
Position 33: 5.325142820045672e-05
Position 805: 4.702628302999896e-05
Position 1604: 4.2825215513651945e-05
Position 54: 4.1162019530270233e-05
Position 108: 4.107457255706861e-05
Position 141: 3.250559834423667e-05
Position 9: 3.173141415457926e-05
Position 1269: 1.7614577695184378e-05
Position 2637: 1.7410790217955762e-05
Position 2003: 1.6822300253162342e-05
Position 1305: 1.653792655550333e-05
Position 1426: 1.5914191969711717e-05
Position 884: 1.3713203819764544e-05
Position 2118: 1.2817692067657327e-05
Position 866: 1.1887362625311426e-05
Position 2666: 9.957504825732757e-06
Position 961: 8.94223991610995e-06
Position 1056: 8.1194051032158e-06
Position 818: 7.622065692406589e-06
Position 720: 7.0698738907893074e-06
Position 1591: 7.052382519800949e-06
Position 1391: 6.6300340313370636e-06
Position 1002: 6.425712135751366e-06
Position 690: 5.892570789697234e-06
Position 380: 5.8749953583391105e-06
Position 1401: 5.7646239345973145e-06
Position 1105: 5.560696888682918e-06
Position 639: 5.326274568818472e-06
Position 2000: 5.252572045611646e-06
Position 1434: 5.043834501368914e-06
Position 1585: 4.442970364180047e-06
Position 846: 4.407703021927606e-06
Position 1087: 4.387543736016562e-06
Position 1547: 4.075771786503211e-06
Position 936: 3.5319467714872116e-06
Position 1063: 3.113210790649725e-06
Position 607: 3.1021628476013245e-06
Position 1100: 1.6816212237294537e-06
Position 1047: 1.293733917178255e-06
Position 3168: 8.75246835970929e-07
Position 1821: 3.2779877841051205e-07
Position 397: 3.2091915933168117e-07
Position 994: 3.22697879895167e-08
Position 821: 3.0794696507177416e-08
Position 451: 3.149714520669712e-10
Position 448: 4.86574597770906e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1207: 0.7357418315712947
Position 2891: 0.5744232656746878
Position 4726: 0.2992188351915971
Position 464: 0.2879150155237728
Position 1930: 0.14866413866643152
Position 5596: 0.14678324434366383
Position 3195: 0.08181065795430312
Position 3386: 0.07955374804460044
Position 3087: 0.06453707665258683
Position 3795: 0.04930823800513965
Position 3168: 0.04638758063915489
Position 1693: 0.030311875465710594
Position 3833: 0.030112501123563624
Position 4878: 0.026712347848905173
Position 5148: 0.026087078980214434
Position 1246: 0.024901484318108316
Position 1727: 0.02203892766406805
Position 1880: 0.020993509775931455
Position 5513: 0.017974785189846486
Position 3889: 0.01730478164416904
Position 3577: 0.01636364476704228
Position 2844: 0.016133662020652105
Position 1909: 0.012298217907930776
Position 1723: 0.011036566718457425
