Gene = Nhlrc3
index = 747
Annotated 5SS: [ 273 1021 1701 4848 6907 9791]
Annotated 3SS: [  867  1552  4646  6814  9677 10682]
SMsplice 5SS: [1021 1701 3263 4848 6907 9791]
SMsplice 3SS: [ 1552  2965  4646  6814  9677 12736]
top_k =  1000
Partition function (log Z): -0.6510206538926249

Sorted 5' Splice Sites (High to Low Probability):
Position 9791: 0.9343119754169632
Position 6907: 0.915715733636606
Position 4848: 0.911396121838995
Position 1701: 0.8045140951963112
Position 3263: 0.7426970133075824
Position 1021: 0.7425611282972284
Position 273: 0.5345763182260043
Position 10194: 0.3018884699168795
Position 12547: 0.2699786688358033
Position 2270: 0.17912172718016284
Position 12565: 0.11195320703353925
Position 6199: 0.1092256126807448
Position 1002: 0.09792789552573838
Position 2511: 0.0889063782786955
Position 6127: 0.08103086970269258
Position 462: 0.0708709183441023
Position 12587: 0.07043086817994669
Position 6616: 0.06464596772329388
Position 1641: 0.06387088287058691
Position 2843: 0.06076660879192919
Position 6558: 0.06041909108563
Position 2045: 0.05704049119740256
Position 10857: 0.052284177653796886
Position 4865: 0.05001506448855804
Position 119: 0.04740412795700316
Position 8801: 0.0438091630222285
Position 2296: 0.04237264782623701
Position 9595: 0.03957284510727253
Position 3101: 0.029601935788513
Position 11591: 0.029412625459332747
Position 3872: 0.028826715675577808
Position 12655: 0.022860769321433945
Position 3878: 0.022696002878439422
Position 6290: 0.022230600313282646
Position 8285: 0.021725592307401013
Position 12863: 0.01989771822071972
Position 10813: 0.01904803183013163
Position 3882: 0.01808723277185188
Position 7051: 0.01792402182970986
Position 4409: 0.017859075483648297
Position 12901: 0.017540755633750738
Position 2194: 0.01664272023458855
Position 10169: 0.014987412013910057
Position 3105: 0.01486744180092448
Position 6230: 0.014691099158561415
Position 11904: 0.01448957087053266
Position 317: 0.01359749991953719
Position 9520: 0.013504468885633319
Position 5291: 0.012097973175842281
Position 6631: 0.011160589293135853
Position 3771: 0.010514437916632141
Position 3116: 0.007591056669581716
Position 6948: 0.0071528094569325235
Position 6511: 0.006848994489080675
Position 5364: 0.006624526498466497
Position 8427: 0.006425464110346304
Position 5872: 0.006425459876039267
Position 111: 0.006129225327324369
Position 503: 0.005951721283458798
Position 106: 0.0056265576773883216
Position 294: 0.0052906126996590174
Position 204: 0.005062357137246295
Position 416: 0.004903698890006006
Position 427: 0.004814654081273981
Position 9408: 0.004799035471469507
Position 6952: 0.004662264004801004
Position 9786: 0.004588230338964324
Position 1343: 0.00446583322434837
Position 5607: 0.004383079261516953
Position 2161: 0.004137182667091023
Position 9929: 0.00385779656723332
Position 12166: 0.0035788326157071134
Position 12452: 0.003453360183618654
Position 7750: 0.0033989232408609626
Position 9270: 0.003323528081306205
Position 6720: 0.0032798787539472093
Position 3273: 0.0032561522103546616
Position 2033: 0.003003110886455823
Position 298: 0.0028308481992864527
Position 5386: 0.002794486951580097
Position 3737: 0.0025474677684348026
Position 6587: 0.0022908729058961747
Position 6203: 0.002196767826806203
Position 6648: 0.0021312051698999697
Position 6902: 0.0020694826988580176
Position 10786: 0.00199528585096488
Position 10961: 0.001993794425196094
Position 2799: 0.00187476929613299
Position 557: 0.001834280068526305
Position 1691: 0.0017679848315597384
Position 13174: 0.0017550710712223518
Position 10539: 0.0015768733927413424
Position 4365: 0.0014228412642033202
Position 98: 0.001407937097764388
Position 4481: 0.0012808635200264968
Position 300: 0.0012246867221387164
Position 5507: 0.0012078615639699573
Position 2148: 0.0011840735562039775
Position 6898: 0.001160967502314111
Position 88: 0.0011313212004671537
Position 9471: 0.0010811265614705879
Position 6944: 0.0009546549493595288
Position 13625: 0.0009174079035963301
Position 331: 0.0007759781768892217
Position 387: 0.0007739371145911864
Position 2741: 0.0007094227785283484
Position 402: 0.0006936154155655201
Position 1428: 0.0006872009660667276
Position 243: 0.0006758594593367071
Position 6956: 0.000675448944240606
Position 11951: 0.0006728191617891656
Position 2119: 0.0006545414038203438
Position 9740: 0.0006506235607610564
Position 965: 0.0006465406442624978
Position 1672: 0.0006406340838458537
Position 607: 0.0006386134627247795
Position 4792: 0.0005952295338322797
Position 2709: 0.0005357996778626107
Position 304: 0.0005023088593424772
