Gene = Gpi1
index = 519
Annotated 5SS: [  245  1054  1409  3219  9494  9723 11306 12039 14381 22087 22480 22731
 24531 24769 26308 27522 27700]
Annotated 3SS: [  962  1339  3098  9409  9575 11233 11993 14326 22025 22435 22577 24400
 24691 26178 27445 27632 27786]
SMsplice 5SS: [  245  1054  1231  1409  3219  9494  9723 11306 12039 14381 17688 22087
 22480 22731 24531 24769 26308 27522 27700]
SMsplice 3SS: [  962  1128  1339  3098  9409  9575 11233 11993 14291 17603 22025 22435
 22577 24400 24691 26178 27445 27632 27786]
top_k =  1000
Partition function (log Z): 46.008820779886

Sorted 5' Splice Sites (High to Low Probability):
Position 9494: 0.994605466816185
Position 3219: 0.9924557234714935
Position 22731: 0.9890398350420075
Position 1409: 0.9889939770757596
Position 9723: 0.9806890975235831
Position 27522: 0.9637541097989627
Position 22480: 0.9619018177384073
Position 12039: 0.9483178937531813
Position 26308: 0.9342564272995133
Position 27700: 0.8891624040354827
Position 24769: 0.8663748743740426
Position 11306: 0.8215869494125844
Position 1054: 0.7885253785821082
Position 245: 0.6754198024161289
Position 24531: 0.5686256926943744
Position 19492: 0.5485798343069106
Position 22087: 0.5176391388570013
Position 1231: 0.46327452645208245
Position 14381: 0.45844015302047936
Position 24571: 0.4096554930762926
Position 17688: 0.38005572182925607
Position 15680: 0.3573065147064156
Position 3435: 0.3304043322323332
Position 17659: 0.3209352665935456
Position 4469: 0.29539947823205853
Position 797: 0.28623274883704025
Position 14455: 0.27747436922121715
Position 10743: 0.2566102465424134
Position 19618: 0.25182137714447894
Position 21463: 0.2378822954791234
Position 1030: 0.2055767122329149
Position 14450: 0.19842790559741058
Position 17675: 0.19351696503767274
Position 2561: 0.18203236786059476
Position 5891: 0.16891649960506064
Position 18371: 0.15927521883359272
Position 567: 0.13352512015005
Position 6788: 0.12499350023132788
Position 18257: 0.12496727129317425
Position 21473: 0.12397225142252444
Position 3425: 0.12088613050887895
Position 26605: 0.11682824607416248
Position 26609: 0.08570217220235626
Position 20651: 0.08085770250010157
Position 14645: 0.07606079242766202
Position 22128: 0.07262315615323285
Position 15561: 0.07221459748083738
Position 1821: 0.06288720094185435
Position 6776: 0.05837414048677832
Position 10760: 0.05804519608057687
Position 18267: 0.05736670122494188
Position 20805: 0.05395450287514891
Position 18394: 0.05126038094002028
Position 8648: 0.050096551294214094
Position 26769: 0.04983349698274127
Position 25497: 0.04917819415717797
Position 15635: 0.04251345128605903
Position 8317: 0.041948673805086774
Position 13604: 0.041544325955146656
Position 14712: 0.04151720262937053
Position 22083: 0.03843906178773924
Position 26613: 0.03617539037761527
Position 15926: 0.035500200551187924
Position 18484: 0.035208108617658954
Position 11339: 0.03452669677543593
Position 11660: 0.03188522496908602
Position 3603: 0.030925726969835404
Position 12947: 0.02884031813197222
Position 22133: 0.028448042980966846
Position 2629: 0.027863311324306684
Position 11344: 0.02655346778043666
Position 2616: 0.025911737127355797
Position 24755: 0.0239113885175202
Position 1214: 0.023415375767287697
Position 1254: 0.02186099463139237
Position 11330: 0.021690928007122096
Position 20308: 0.02041629323243824
Position 21500: 0.02038392534464869
Position 8421: 0.01987539473654403
Position 3835: 0.018970786252440322
Position 563: 0.018333995265877177
Position 15761: 0.01804716144560884
Position 39: 0.01783577720460729
Position 17827: 0.017572318433244978
Position 2693: 0.016659143648937478
Position 899: 0.016237482569280145
Position 26617: 0.015265976279727264
Position 21421: 0.015255403540351003
Position 10739: 0.014942663548876755
Position 15996: 0.01445147976721031
Position 19515: 0.012014156404372773
Position 6781: 0.011607253268489926
Position 7370: 0.01102824273219735
Position 20132: 0.011026882914839694
Position 18654: 0.010847976947447161
Position 7380: 0.010493170227313768
Position 17783: 0.010414679630149705
Position 18501: 0.010091559522444426
Position 258: 0.009807400132684049
Position 9635: 0.009579535809404393
Position 2769: 0.00955198387252548
Position 8776: 0.008797216157951104
Position 21688: 0.00838009533552815
Position 17488: 0.00835306275189997
Position 14608: 0.00809771238988562
Position 23952: 0.007878050433621869
Position 3180: 0.0073269865764132615
Position 1522: 0.007087446178401283
Position 21428: 0.0064447618795225705
Position 11437: 0.006327084376013256
Position 2845: 0.006086618843401991
Position 12891: 0.005887699840554978
Position 15991: 0.005847911558089851
Position 12670: 0.005774622315328045
Position 2208: 0.005653804736810778
Position 2972: 0.005600800726625333
Position 25367: 0.0051461062098754244
Position 27526: 0.005098211361816843
Position 20756: 0.00488760034501531
Position 7352: 0.004757061993691767
Position 11891: 0.004730196748298768
Position 22646: 0.004603020305226392
Position 10251: 0.00446861236633342
Position 14412: 0.0043167273745369555
Position 26086: 0.0041239605098311385
Position 22980: 0.004088879246719513
Position 18742: 0.004018719045981303
Position 17533: 0.0037395484045830924
Position 26621: 0.003689300081855325
Position 14385: 0.003679574101721519
Position 14227: 0.003616778262861896
Position 23049: 0.0035113103357442645
Position 21136: 0.0033863920778159544
Position 11384: 0.003198949972280832
Position 22505: 0.002937483156263792
Position 11313: 0.0029114827804234008
Position 23828: 0.00279214626060401
Position 12134: 0.0027890175238723144
Position 270: 0.002733142856189917
Position 25965: 0.0027133433637784427
Position 2282: 0.0026723979439984016
Position 3993: 0.0025936346943367995
Position 12808: 0.0025027394578791533
Position 22795: 0.002497324056578846
Position 1751: 0.0024371955558721266
Position 13533: 0.0023521372752359528
Position 26564: 0.0023363189868914297
Position 553: 0.0023072328851127455
Position 22666: 0.0022946614081826144
Position 13641: 0.0021597066602639043
Position 9857: 0.002113667495744316
Position 13889: 0.002044907364880731
Position 12851: 0.0017998314640195869
Position 23261: 0.0017809291487355808
Position 28016: 0.0017616478179177132
Position 26161: 0.001578705244830204
Position 3463: 0.001518459166455634
Position 23267: 0.0015135364603456349
Position 643: 0.0015097998297759823
Position 10594: 0.0014786653347358518
Position 2855: 0.0014369356507765252
Position 3958: 0.0014118308842422864
Position 25707: 0.0013578897319878986
Position 27560: 0.0013497542238626527
Position 23624: 0.0013460694156297625
Position 11713: 0.00132977656545781
Position 22029: 0.001311109306040385
Position 19587: 0.0012994255600332117
Position 2260: 0.0012540114610277416
Position 21087: 0.0012437351580731931
Position 1863: 0.0011705334181325877
Position 24610: 0.001170017098180885
Position 24555: 0.0011656557698050969
Position 12235: 0.0011432721175977441
Position 10819: 0.0011294216409466974
Position 10005: 0.001124983845056244
Position 1045: 0.0011089004544906202
Position 3973: 0.001077272950805631
Position 1146: 0.0010655741819410869
Position 11850: 0.0010063529737195534
Position 22898: 0.001004730256517707
Position 27191: 0.000961925869476807
Position 3325: 0.0009514430799078836
Position 5377: 0.0009415743980756791
Position 14063: 0.0008916736608167407
Position 789: 0.0008427489303608394
Position 22118: 0.0008035037217905575
Position 24498: 0.0007984227899236042
Position 27848: 0.0007654159235374151
Position 4064: 0.0007539169699114402
Position 12936: 0.0007209888973102901
Position 11146: 0.0007033076974085265
Position 10437: 0.000675238073016023
Position 9814: 0.0006686092290707413
Position 13791: 0.0006556858078759513
Position 10152: 0.0006377042222910782
Position 15107: 0.0006247031541064571
Position 24125: 0.0006130389107847624
Position 22957: 0.0005990455550210088
Position 682: 0.0005754463077606292
Position 14733: 0.0005745961545632342
Position 11377: 0.0005682973426197245
Position 12171: 0.0005594224157444515
Position 343: 0.000546783659926849
Position 113: 0.0005439545947506789
Position 1135: 0.0005323003336215002
Position 6317: 0.0005190474901278808
Position 11389: 0.0005028387489791922
Position 22772: 0.00046690412057858415
Position 11319: 0.0004608706983851081
Position 4751: 0.00044831354507990107
Position 1286: 0.0004418459506195507
Position 2408: 0.0004359912875330234
Position 4654: 0.0004210532377262128
Position 23012: 0.0004138812473605287
Position 1827: 0.0004116428531212844
Position 13446: 0.00041102328453764545
Position 23184: 0.00040058603367284265
Position 27721: 0.0004001144098444124
Position 4541: 0.00038686161325565514
Position 90: 0.00038627292265615894
Position 9622: 0.0003780531572207658
Position 3989: 0.0003655452019276045
Position 4315: 0.0003617949512483589
Position 688: 0.00035699563644247905
Position 5001: 0.0003528510429623005
Position 14955: 0.00034375552139110613
Position 4692: 0.0003379264562945793
Position 28567: 0.0003328441136024704
Position 1059: 0.00031937877412303357
Position 2289: 0.0003075650397896717
Position 2805: 0.00030467947652624563
Position 11333: 0.0003004531313196125
Position 14057: 0.000299410590984004
Position 9914: 0.00029397977613587084
Position 752: 0.0002902656639069217
Position 3510: 0.00026975711448333647
Position 9791: 0.00026306247516522856
Position 1018: 0.00025326539662950097
Position 26346: 0.00024071421686791235
Position 15308: 0.00023015127598028387
Position 102: 0.00022351511812083034
Position 1838: 0.00022061316120020657
Position 3841: 0.0002067532385008781
Position 9588: 0.00020376741135244526
Position 543: 0.00020137679649299565
Position 10276: 0.00019615883436168861
Position 4338: 0.00019363572250554107
Position 9531: 0.0001802956534601007
Position 5527: 0.0001786460157579335
Position 26374: 0.0001766561731698227
Position 11336: 0.00017418269780325083
Position 24561: 0.00016797240240174716
Position 15041: 0.00015967715149881815
Position 13323: 0.00015386726535204174
Position 4516: 0.00014670838281027166
Position 11310: 0.0001430663157494552
Position 3439: 0.00014285431073384475
Position 3458: 0.0001420637833087618
Position 24252: 0.00014097168850372342
Position 22760: 0.00013919250925829995
Position 2077: 0.0001378411013617257
Position 6267: 0.00013232198509800417
Position 11753: 0.0001318987882459435
