Gene = Dalrd3
index = 318
Annotated 5SS: [ 190  560  929 1086 1288 1634 1789 1979 2232 2412 2576]
Annotated 3SS: [ 263  677 1005 1158 1559 1726 1895 2054 2300 2506 2664]
SMsplice 5SS: [ 190  560 1086 1288 1634 1789 1979 2232 2412]
SMsplice 3SS: [ 302 1005 1158 1407 1726 1867 2071 2300 2664]
top_k =  1000
Partition function (log Z): 12.791024179462996

Sorted 5' Splice Sites (High to Low Probability):
Position 1086: 0.99476577456832
Position 1979: 0.9557501743560838
Position 190: 0.9339668378964846
Position 1288: 0.8661590358140897
Position 2412: 0.8549149349106657
Position 560: 0.8279598842904987
Position 1789: 0.7375751945522329
Position 1634: 0.6624884850201677
Position 2232: 0.6551514029726303
Position 929: 0.31977460788253625
Position 2576: 0.2149147928978613
Position 2173: 0.10427685530003959
Position 1441: 0.09853300330895645
Position 679: 0.06362832342470703
Position 543: 0.06343955031757634
Position 877: 0.054650962169654975
Position 194: 0.05084381719214881
Position 1482: 0.032679742505587764
Position 2012: 0.028457306188656616
Position 1679: 0.0282707929776443
Position 2361: 0.021935820444526848
Position 1831: 0.020261398519323202
Position 847: 0.02025037498284926
Position 2507: 0.016319379624618473
Position 703: 0.014934163312904333
Position 617: 0.013293443011612695
Position 537: 0.013069400215754081
Position 564: 0.011825269779896582
Position 2177: 0.009774919065259022
Position 1811: 0.007950874159413377
Position 2561: 0.007940400404080426
Position 2196: 0.007734448260321484
Position 2302: 0.007371157636436798
Position 397: 0.006478162585557326
Position 1821: 0.006219276069763588
Position 1743: 0.005338298342664565
Position 390: 0.0041703485434914376
Position 818: 0.0032644645115601323
Position 478: 0.0015821723612926219
Position 1638: 0.0012854327456623682
Position 1569: 0.0010889490637952346
Position 1521: 0.000798512366784247
Position 745: 0.0007634129879362612
Position 522: 0.0007616570290096951
Position 349: 0.0007550657116509314
Position 2596: 0.0006571810324276218
Position 797: 0.0006359144536278783
Position 272: 0.0006085118489912364
Position 1301: 0.0006003280259328522
Position 264: 0.0004402821293679962
Position 799: 0.00043209583899876225
Position 861: 0.0003842433237866166
Position 923: 0.00036363501917498756
Position 952: 0.00034805500763538804
Position 683: 0.00029797982508377574
Position 2397: 0.0002681168480866704
Position 2522: 0.00023145233611724172
Position 1207: 0.000215275885297164
Position 450: 0.00019518731186576397
Position 1292: 0.00016660583350051297
Position 570: 0.00016231256945978194
Position 643: 0.00016162013295286488
Position 1809: 0.0001614824323399757
Position 1625: 0.00015556222445401818
Position 863: 0.00015216648146518672
Position 2238: 0.00014970154827031516
Position 1457: 0.00014114511159783331
Position 89: 0.00014103387360834795
Position 378: 0.00012554683276701966
Position 204: 0.00011976747043447814
Position 1358: 0.00011323491430359097
Position 1673: 0.00010870606080739689
Position 550: 8.998045777775607e-05
Position 2722: 8.092736753974233e-05
Position 2495: 4.5740310655025303e-05
Position 46: 4.21346951275922e-05
Position 1050: 3.8063789292944206e-05
Position 685: 3.1195757412686445e-05
Position 304: 2.5046996356589414e-05
Position 79: 2.473657276394097e-05
Position 720: 2.4401665592688826e-05
Position 2114: 2.0833201059519933e-05
Position 283: 1.9968049897917574e-05
Position 1383: 1.8669858013659806e-05
Position 1344: 1.8076312248702996e-05
Position 511: 1.7103003112503045e-05
Position 133: 1.699352301822543e-05
Position 321: 1.687855289651287e-05
Position 1391: 1.5086533866278422e-05
Position 1090: 1.4925460245477706e-05
Position 2515: 1.3901067191442522e-05
Position 694: 1.3737652546079083e-05
Position 516: 1.3047495044702799e-05
Position 2609: 1.287133448559674e-05
Position 957: 1.1676453913508234e-05
Position 453: 1.0325863906544682e-05
Position 1596: 1.0230005998947096e-05
Position 288: 8.499695541369903e-06
Position 568: 6.275008924940266e-06
Position 2454: 5.6859874393316805e-06
Position 2242: 4.891436121430842e-06
Position 2203: 4.623177714819226e-06
Position 1396: 3.957978835639611e-06
Position 1374: 3.127511097395152e-06
Position 19: 2.5484439375168257e-06
Position 1460: 2.1693867660003354e-06
Position 687: 2.147681184563718e-06
Position 623: 1.9091930361408904e-06
Position 2236: 1.6888642319036903e-06
Position 1851: 1.5376753817850823e-06
Position 962: 1.3544482560587257e-06
Position 312: 1.3399959950674298e-06
Position 97: 1.2810367546115265e-06
Position 102: 1.2629908994890132e-06
Position 11: 1.0591720995158393e-06
Position 278: 8.583046954204771e-07
Position 1125: 8.470138518687542e-07
Position 1204: 5.711418071814046e-07
Position 131: 3.9647586294074543e-07
Position 1214: 3.7788002310566055e-07
Position 276: 3.180871743797632e-07
Position 99: 2.3528595333442435e-07
Position 1017: 1.8874640280576213e-07
Position 1002: 1.617221280778381e-07
Position 1195: 9.368633784218758e-08
Position 1136: 6.476243959111807e-08
Position 1180: 5.733278484729531e-08
