Gene = Kptn
index = 610
Annotated 5SS: [ 287  678  902 1030 3216 3379 3987 4138 4898 5954 6213]
Annotated 3SS: [ 594  816  974 3139 3304 3876 4059 4821 5817 6041 7222]
SMsplice 5SS: [ 287 3216 3987 4898 5954 6213]
SMsplice 3SS: [3139 3876 4821 5817 6041 7222]
top_k =  1000
Partition function (log Z): 13.70596638659629

Sorted 5' Splice Sites (High to Low Probability):
Position 5954: 0.9884042839431492
Position 287: 0.9752554512115517
Position 6213: 0.9659807141415523
Position 3987: 0.9482432642551278
Position 4898: 0.8919325555156401
Position 3216: 0.7767011718618402
Position 902: 0.648358546145856
Position 4138: 0.4138219365159116
Position 3379: 0.3410858923643595
Position 678: 0.3044239463598656
Position 7366: 0.30276452731645886
Position 1030: 0.27325893521485384
Position 3221: 0.18530635011502147
Position 4480: 0.13597409421646325
Position 1137: 0.13341673764695888
Position 5663: 0.10971233303555813
Position 3375: 0.10756775741044156
Position 5699: 0.08261749893935286
Position 1298: 0.06185798056380293
Position 1158: 0.02916013517196154
Position 4266: 0.02295503067232479
Position 144: 0.019695162567507352
Position 6418: 0.0188319736122575
Position 3010: 0.018581101616760434
Position 7077: 0.01837804216738672
Position 4508: 0.016351588342690786
Position 6407: 0.015479504577209877
Position 2199: 0.015400026663424058
Position 1574: 0.015008820832308555
Position 4560: 0.013696490642042994
Position 6636: 0.01266524043042741
Position 7379: 0.011467098707753774
Position 3800: 0.010161266122131767
Position 2746: 0.00910754637036557
Position 19: 0.008593188187953918
Position 7479: 0.006861884284855602
Position 522: 0.0050783527776877505
Position 3953: 0.004776059370794081
Position 2506: 0.004753472191194331
Position 6198: 0.004167332609685519
Position 6180: 0.004051074335025918
Position 2966: 0.00381221573127923
Position 5001: 0.0032316571538974575
Position 3993: 0.003231557939404951
Position 208: 0.0026744647146101507
Position 3822: 0.0025407616008428263
Position 6671: 0.00229264259185601
Position 6144: 0.0018224815400237852
Position 2473: 0.0017710494779076668
Position 1311: 0.001744994140331096
Position 6286: 0.0015211097859833473
Position 5129: 0.0014964641510593934
Position 2511: 0.0014587162201995581
Position 5756: 0.001258241553216345
Position 3784: 0.0012175337225996529
Position 7274: 0.0010817573980672762
Position 529: 0.0010561223171623082
Position 3585: 0.0009989519291475277
Position 5185: 0.0008527995243036092
Position 6780: 0.0008343148490320473
Position 2162: 0.0008285162043444245
Position 6275: 0.0007046730335689425
Position 7: 0.0006215236042027831
Position 4033: 0.0006181291578817299
Position 363: 0.0005563470271419829
Position 2644: 0.0004403206227563656
Position 6728: 0.0004178390264648607
Position 129: 0.0004100197759506525
Position 499: 0.00037425287139402426
Position 4107: 0.00036064147982122873
Position 6756: 0.0003266752107357442
Position 7313: 0.00031598357359711294
Position 5972: 0.00030507056878421006
Position 7423: 0.0002789002967239238
Position 302: 0.00027122481787833356
Position 1034: 0.00026525199483738666
Position 4462: 0.0002604393926531443
Position 1168: 0.00025512298750120596
Position 6872: 0.00021820184303556438
Position 836: 0.00019394636796734587
Position 5936: 0.0001888867475240055
Position 6059: 0.00017210856068287326
Position 654: 0.00017097456673152622
Position 142: 0.00015277495128284254
Position 6783: 0.00014388571908651454
Position 5930: 0.00012449261693079215
Position 538: 0.0001232530579211485
Position 4678: 0.00012223190294214617
Position 4633: 0.00012171272309866874
Position 7391: 0.00011689996900769327
Position 7425: 0.00011263256825686385
Position 484: 0.0001101555371870744
Position 6460: 0.00010983765368361109
Position 7368: 0.00010958567180507113
Position 6458: 0.00010807777343258197
Position 6360: 9.961357209230065e-05
Position 803: 9.827062982955021e-05
Position 7152: 9.792173141792885e-05
Position 4163: 9.503507435868609e-05
Position 4124: 9.455532759495564e-05
Position 3508: 8.647290496163684e-05
Position 7462: 8.113981126550082e-05
Position 6697: 7.707002801519592e-05
Position 879: 7.01418458705465e-05
Position 749: 6.906713909922782e-05
Position 7328: 6.620355954534035e-05
Position 5897: 6.401360261734272e-05
Position 5958: 5.7024992355409626e-05
Position 6879: 5.569439209756312e-05
Position 3968: 5.520830027410939e-05
Position 180: 4.9111895385179125e-05
Position 7488: 4.5185085206413846e-05
Position 6430: 4.089574605422268e-05
Position 291: 3.89470393458095e-05
Position 4976: 3.010826157133549e-05
Position 95: 2.945028545105635e-05
Position 738: 2.751737284419272e-05
Position 299: 2.4869220506967837e-05
Position 4947: 2.466606142736414e-05
Position 7481: 2.3297186546253733e-05
Position 421: 2.245829044365e-05
Position 391: 2.1356355532262017e-05
Position 5117: 2.1336133121502662e-05
Position 632: 1.936986477436542e-05
Position 470: 1.9277501020585407e-05
Position 609: 1.8720502128698146e-05
Position 4913: 1.2096151115158483e-05
Position 657: 1.1653756971980702e-05
Position 699: 9.825481198237113e-06
Position 7163: 9.295590233356927e-06
Position 857: 9.10634579215272e-06
Position 724: 8.942906449388668e-06
Position 329: 8.788038087584979e-06
Position 327: 8.325496035954459e-06
Position 474: 7.09648715736133e-06
Position 718: 7.019952589552421e-06
Position 322: 7.0142407151371364e-06
Position 5906: 5.292640336551042e-06
Position 1142: 5.169045029684112e-06
Position 5376: 5.050786770626582e-06
Position 1260: 4.491639932277878e-06
Position 906: 4.471116366842661e-06
Position 840: 4.334804564960497e-06
Position 1181: 3.4449139152586432e-06
Position 355: 3.0142257441842962e-06
Position 5220: 2.665088507884222e-06
Position 4892: 2.0014417746313484e-06
Position 5331: 1.9937963165133325e-06
Position 1286: 1.981224759722305e-06
Position 7266: 1.9174619467629057e-06
Position 467: 1.691496187318847e-06
Position 6462: 1.5923936029026556e-06
Position 6464: 1.521033699107335e-06
Position 6466: 1.4492456556478927e-06
Position 430: 1.314359985350969e-06
Position 253: 1.212516320691324e-06
Position 7250: 1.2069469992476629e-06
Position 6468: 1.061725164811612e-06
Position 1248: 1.0490315310064247e-06
Position 79: 8.818983701958539e-07
Position 3286: 8.808953674816241e-07
Position 571: 8.265017554964085e-07
Position 424: 7.997054283103253e-07
Position 404: 7.864502821660814e-07
Position 6470: 7.662678182880039e-07
Position 519: 7.079421192941856e-07
Position 369: 6.133852131408767e-07
Position 6472: 5.65627917378478e-07
Position 1186: 4.998344878334505e-07
Position 6474: 4.503922760077492e-07
Position 6440: 3.989168532040362e-07
Position 6321: 3.6357833303139884e-07
Position 6476: 3.5953990585026944e-07
Position 476: 3.5071492860693037e-07
Position 452: 3.0699810603587825e-07
Position 775: 2.793319851969004e-07
Position 2397: 2.0290205407167753e-07
Position 6478: 1.88097989088406e-07
Position 6301: 1.583368270957165e-07
Position 353: 1.506710235412438e-07
Position 6480: 1.326194738874183e-07
Position 347: 1.1145168188216649e-07
Position 401: 6.209408673021885e-08
Position 6101: 5.470717656202864e-08
Position 6620: 3.9689388538872564e-08
Position 925: 3.1848861333488467e-08
Position 3948: 7.264603599251117e-09
Position 552: 4.2499759710666024e-12
Position 535: 1.6367785900731828e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 6041: 0.9663314866944047
Position 3139: 0.9379474427596093
Position 7222: 0.9026475632408306
Position 3876: 0.7735796275030202
Position 4821: 0.7136358567216513
Position 5817: 0.5107954823175082
Position 5865: 0.42757920857314696
Position 3304: 0.42429730149933703
Position 974: 0.4112404822464619
Position 4059: 0.39273838093298125
Position 594: 0.3150734953518443
Position 7560: 0.30557510184255726
Position 816: 0.29889711300756033
Position 3919: 0.16249250239205174
Position 718: 0.14390453970866332
Position 749: 0.11323116682847557
Position 4759: 0.0864615415994375
Position 5572: 0.0790101760689102
Position 4379: 0.07512220659791642
Position 5500: 0.05823366106511606
Position 4740: 0.05543494311058263
Position 4423: 0.04711201974343617
Position 5783: 0.03903428144400843
Position 7196: 0.034279160551889405
Position 4330: 0.033529687536183045
Position 2945: 0.032925746755603995
Position 6568: 0.030034735398199345
Position 6335: 0.028912150426228047
Position 4061: 0.028897158733173726
Position 1258: 0.028035748311532608
Position 6109: 0.023253717824757054
Position 901: 0.02253390427631038
Position 4650: 0.020336258013716704
Position 738: 0.019208027294500662
Position 207: 0.0189873623254681
Position 6703: 0.015751628729701737
Position 7445: 0.015625266293948097
Position 4479: 0.01549400097172604
Position 5230: 0.015370194740938167
Position 5347: 0.015019223587538206
Position 3792: 0.013019200638369728
Position 1015: 0.012596261736135183
Position 3106: 0.012271225813673561
Position 823: 0.012104295703290626
Position 7059: 0.011066546180292392
Position 3943: 0.010812191794653408
Position 2551: 0.01043435897761224
Position 5526: 0.009802513224842586
Position 1000: 0.00902690111429899
Position 2008: 0.008870005369706528
Position 3310: 0.00865776187370673
Position 2390: 0.007130346505563049
Position 3146: 0.006962558177338307
Position 7365: 0.006719471186081824
Position 7497: 0.006542386857928142
Position 798: 0.006167992729444345
Position 1353: 0.006144758446395732
Position 389: 0.006080391228635774
Position 803: 0.006010587632557466
Position 6928: 0.005967349817668017
Position 677: 0.005930040866081923
Position 5833: 0.005772484695306715
