Gene = Ibsp
index = 554
Annotated 5SS: [  184  3020  3162  3330  6876 10279]
Annotated 3SS: [ 2952  3110  3251  6809 10104 10850]
SMsplice 5SS: [  184  3020  3162  3330  6876 11061]
SMsplice 3SS: [ 2952  3110  3251  6809 10850 11156]
top_k =  1000
Partition function (log Z): 4.09838279198244

Sorted 5' Splice Sites (High to Low Probability):
Position 3020: 0.9871801114618248
Position 3330: 0.9830454918249488
Position 6876: 0.9308522767174542
Position 184: 0.9161760584578005
Position 3162: 0.8742105021499158
Position 11080: 0.590797494479579
Position 10279: 0.5015625282395918
Position 9254: 0.48095663243771625
Position 8545: 0.3993035258124723
Position 2414: 0.14503905303194575
Position 10709: 0.13147225497070117
Position 7259: 0.10215609395495154
Position 2835: 0.09542017909820817
Position 2732: 0.08965514659753111
Position 8795: 0.07357040168254911
Position 2720: 0.0695099896813746
Position 11001: 0.06894737247517187
Position 8473: 0.06732305099264753
Position 7999: 0.04174341623181592
Position 7431: 0.038129171165501054
Position 518: 0.030389560549068266
Position 178: 0.027623020893340573
Position 4858: 0.02566203759865372
Position 2513: 0.024404162716836056
Position 21: 0.022436713736159023
Position 1920: 0.02139928086400654
Position 6698: 0.019507163964384587
Position 116: 0.01874614215734755
Position 2068: 0.01819074039233286
Position 9329: 0.016257598129398428
Position 3944: 0.012995342763179317
Position 1909: 0.012711708324591989
Position 4854: 0.012672150736696289
Position 5856: 0.012617605857001417
Position 1877: 0.012207727238074164
Position 10630: 0.011957670334533465
Position 2615: 0.01021166881349939
Position 10971: 0.010001563858175086
Position 3835: 0.00999855317834662
Position 11377: 0.009644751759240752
Position 2197: 0.009307009768796514
Position 2465: 0.009003901422374224
Position 2192: 0.008940421072138004
Position 9487: 0.008332354035028744
Position 5769: 0.007977811675203565
Position 5263: 0.007753015633078083
Position 4567: 0.007548730781910845
Position 1870: 0.0074866237617274385
Position 5759: 0.006626041464137825
Position 3831: 0.006281388971255276
Position 6139: 0.005268153730822218
Position 4265: 0.005185722810718439
Position 7011: 0.004401892910643387
Position 11270: 0.004366891268492581
Position 9011: 0.004201546648186194
Position 3816: 0.00417904273762498
Position 5801: 0.003756163696419475
Position 2487: 0.0034795182210152456
Position 8783: 0.003410215377429228
Position 8764: 0.0032726816297528405
Position 1915: 0.0029881910890031103
Position 391: 0.002803725441454301
Position 6169: 0.0022673884962430154
Position 10634: 0.0021896852583148845
Position 2501: 0.0016192077793831844
Position 4210: 0.0015683820533284756
Position 4996: 0.001559873623999192
Position 1886: 0.0013798309931036255
Position 11225: 0.0013671873339484064
Position 3900: 0.0012821610493771959
Position 5897: 0.001280229280202065
Position 10950: 0.0012003734933517484
Position 2504: 0.001193204252638214
Position 108: 0.0009829007171338567
Position 2175: 0.0009685041729797371
Position 3537: 0.000840066982099697
Position 895: 0.0008000208231983904
Position 4212: 0.0007475631622579635
Position 2199: 0.0007299140017291409
Position 7318: 0.0006996241247572354
Position 1862: 0.0006781969930062293
Position 1966: 0.0006702543269098139
Position 2405: 0.0006584387800988465
Position 2591: 0.0006335407659341664
Position 825: 0.0005773478367926496
Position 8748: 0.0005600038242162966
Position 3334: 0.0005097456809078043
Position 2550: 0.0004903531560488267
Position 4777: 0.00038925917063857
Position 811: 0.00036655247059834715
Position 6692: 0.00035245886158887906
Position 1769: 0.00033708287718868936
Position 2178: 0.0003313216684713426
Position 9290: 0.00029451198998692
Position 9298: 0.00029356540081777055
Position 9335: 0.00028313123144172613
Position 9226: 0.00027187703291941547
Position 1688: 0.00024302906455307973
Position 2647: 0.00022958312925243243
Position 4438: 0.00018401763813824965
Position 9741: 0.00017579035335392354
Position 1400: 0.00017089556466800683
Position 9667: 0.000169669514389085
Position 9737: 0.0001663485249771944
Position 2597: 0.00016628826409099653
Position 1654: 0.00015647669795757253
Position 9276: 0.00015189509993025465
Position 2511: 9.623971243859912e-05
Position 3053: 5.538399870970101e-05
Position 930: 5.212531399476618e-05
Position 7111: 5.2117569927748735e-05
Position 450: 4.0634095456311954e-05
Position 59: 4.028862043284261e-05
Position 2065: 3.709895983922152e-05
Position 248: 3.6120435462892836e-05
Position 334: 3.468778392850635e-05
Position 3024: 2.9815731341001832e-05
Position 509: 2.7942625949170553e-05
Position 41: 2.5870494888896113e-05
Position 684: 2.2779465365300433e-05
Position 1417: 2.2215839337878795e-05
Position 1945: 2.190777508150324e-05
Position 770: 2.1009845762955396e-05
Position 1714: 2.0505121303936037e-05
Position 244: 2.0226216853786744e-05
Position 1840: 1.963162528054395e-05
Position 69: 1.9574466959265034e-05
Position 1414: 1.8695973515486286e-05
