Gene = Epp13
index = 383
Annotated 5SS: [  183  3232  5921  6637  7835 11224 13636 14138 16098 17182 18696 20293
 21664 24832 26742]
Annotated 3SS: [ 3213  5914  6627  7825 11196 13578 14119 16091 17172 18686 20265 21636
 24709 26703 28757]
SMsplice 5SS: [  183 11224 18696 26616 26742]
SMsplice 3SS: [11196 18530 26505 26703 28757]
top_k =  1000
Partition function (log Z): -17.070441653508677

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.9848086221746255
Position 11224: 0.5054510675440915
Position 7835: 0.4810069112980477
Position 3946: 0.42105868462340656
Position 13636: 0.19738097105035254
Position 8306: 0.19178962799978663
Position 448: 0.13730146963195
Position 5808: 0.08342809123937076
Position 14138: 0.07610999669891953
Position 974: 0.06559630113401992
Position 6637: 0.06455257089292162
Position 5921: 0.06414476349573778
Position 887: 0.05732244084451212
Position 3232: 0.050710555819428016
Position 402: 0.049223270058116955
Position 8467: 0.049170197756052504
Position 8708: 0.04630681749572583
Position 3542: 0.04201029182948934
Position 2737: 0.04146111335564516
Position 3525: 0.039534856037357756
Position 5819: 0.03302631999248612
Position 4861: 0.031606615218209594
Position 1055: 0.02779375705973482
Position 3590: 0.026992435870175083
Position 426: 0.026874086510069357
Position 1026: 0.023617567493155446
Position 600: 0.023288363597058548
Position 3638: 0.021430312572096308
Position 1173: 0.02115926160088095
Position 2868: 0.020106617984982412
Position 1072: 0.018628061481412807
Position 7445: 0.012509112228708513
Position 5342: 0.011489428265430935
Position 29: 0.010743882919498586
Position 3477: 0.010103397825990798
Position 1154: 0.008773890950179157
Position 1114: 0.006404127502798799
Position 2074: 0.006210971312051863
Position 7472: 0.005250683522849527
Position 369: 0.004331608687739704
Position 2437: 0.0037854004623987594
Position 2846: 0.003444916486563596
Position 202: 0.003296581663290596
Position 7843: 0.0029677008247410265
Position 4830: 0.0023188343876628385
Position 3325: 0.0021513249336479858
Position 2390: 0.0009414333562758415
Position 5101: 0.000788630645807729
Position 477: 0.0007269431042136266
Position 6257: 0.0006119797989061352
Position 828: 0.0005072180427304808
Position 2281: 0.0004911905334816953
Position 212: 0.0004885177867464222
Position 220: 0.0004609158676738284
Position 2713: 0.0004341825700456467
Position 127: 0.00030363156080069604
Position 1957: 0.00023977081754990886
Position 845: 0.00023639206181510415
Position 2404: 0.00015311017520819594
Position 726: 0.00010727116092820258
Position 4466: 0.00010267625129905656
Position 4009: 6.908273188317719e-05
Position 730: 6.675579125301814e-05
Position 722: 6.559218676994362e-05
Position 134: 5.8985689690733695e-05
Position 4624: 5.798325916628698e-05
Position 100: 5.4844617344371294e-05
Position 739: 5.317897947238891e-05
Position 512: 5.2398356961757715e-05
Position 734: 3.4456005287327864e-05
Position 380: 3.1749924163649847e-05
Position 454: 2.7018994561127534e-05
Position 582: 2.618692317161251e-05
Position 550: 2.5642211073587105e-05
Position 761: 2.3038204139601316e-05
Position 2327: 2.185904852310526e-05
Position 855: 2.124000907310639e-05
Position 462: 2.040326868340458e-05
Position 2393: 1.9945012000684124e-05
Position 254: 1.994363203813878e-05
Position 695: 1.6748168143857537e-05
Position 137: 1.491353263071665e-05
Position 670: 1.3381421476869913e-05
Position 16: 1.037280860076246e-05
Position 177: 1.0114129338194016e-05
Position 473: 9.771288490810183e-06
Position 862: 9.702416251804483e-06
Position 672: 7.955712929229277e-06
Position 33: 7.490591054907418e-06
Position 566: 6.983940083069094e-06
Position 812: 6.765010834261197e-06
Position 71: 5.8879430460125315e-06
Position 501: 5.3840529272689955e-06
Position 247: 5.3541838337530034e-06
Position 384: 4.103286387566131e-06
Position 373: 2.120819489963457e-06
Position 361: 1.95617975462391e-06
Position 801: 1.6543440733132274e-06
Position 653: 1.5996373961538756e-06
Position 336: 1.3164208683919398e-06
Position 42: 8.148224681948883e-07
Position 728: 5.604861479995849e-07
Position 170: 5.379796288901536e-07
Position 47: 4.953021243179488e-07
Position 612: 4.7573600643422875e-07
Position 7: 3.220734034321664e-07
Position 326: 1.9701009739309623e-07
Position 2191: 7.043312128007458e-08
Position 516: 6.824680130167697e-08
Position 340: 5.061323523082998e-09
Position 280: 4.994399418448947e-09
Position 308: 3.0190410201683465e-09
Position 282: 3.010200098986437e-09
Position 333: 2.956603426898899e-09
Position 471: 2.2021472776606218e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 11196: 0.8673136387960451
Position 7555: 0.4905170640411111
Position 3830: 0.41138651812816973
Position 8230: 0.22186416021926958
Position 311: 0.19877754566312592
Position 13578: 0.19310266107603946
Position 14380: 0.17355811995285894
Position 16877: 0.1461129031821648
Position 928: 0.14283724767611555
Position 13542: 0.12356720365777447
Position 14119: 0.10019665377893493
Position 3213: 0.0633760443403063
Position 5705: 0.05471470591529529
Position 6412: 0.05366270041742765
Position 3267: 0.05348729604444414
Position 13850: 0.05162221662491578
Position 8660: 0.04251166222907054
Position 2501: 0.040460515012922485
Position 3430: 0.04030646166452454
Position 5790: 0.03892962067406506
Position 827: 0.03765724635209356
Position 4763: 0.03711687749452289
Position 12773: 0.03637314707870088
Position 5766: 0.03590021613809116
Position 759: 0.03181808021065404
Position 13486: 0.024701599216344433
Position 5616: 0.020127511690479685
Position 2594: 0.02000751563153904
Position 3128: 0.01946813141292632
Position 285: 0.018992854769624083
Position 8797: 0.01848391536707637
Position 7141: 0.0180041814586374
Position 5662: 0.01731349779495636
Position 8202: 0.013368585445480953
Position 3469: 0.011995758674809464
Position 5613: 0.011441974818880651
Position 352: 0.010837052089208918
Position 6627: 0.009375759797892715
Position 635: 0.009096854136649703
Position 11556: 0.007246126641142067
Position 5156: 0.006576053324791848
Position 13151: 0.006503353225570798
Position 726: 0.006314946979629547
Position 5197: 0.006026488238773593
Position 8630: 0.005523629496469298
Position 3834: 0.00525446840776938
Position 105: 0.005054512957076164
Position 8356: 0.004686215396594141
Position 1881: 0.004608103473606056
Position 3799: 0.004595144842934761
Position 8421: 0.004568182164177817
Position 3517: 0.004487020828248716
Position 2608: 0.0034911037323600083
Position 2340: 0.0034460223643364898
Position 492: 0.003213494683294385
Position 10831: 0.0024581118784420646
Position 5611: 0.00231393946799657
Position 313: 0.0021987154445024556
Position 586: 0.0021272235346267185
Position 2384: 0.001832419000973948
Position 6351: 0.0017665641644316057
Position 954: 0.0016824369032978008
Position 10736: 0.0014604728059318854
Position 2222: 0.001400198731999885
Position 11356: 0.001220875335482687
Position 425: 0.001117432577133496
Position 2678: 0.0009585794693489811
Position 4325: 0.0009551970682016828
Position 9314: 0.0006809594352684625
Position 6024: 0.0006119797989061352
Position 1849: 0.0005563866305338171
Position 7026: 0.000537418384199035
Position 943: 0.0004837457137817905
Position 264: 0.0004820223832671335
Position 3748: 0.0004685199119696061
Position 512: 0.00039920021059968477
Position 612: 0.0003446127639214355
Position 9078: 0.0003403852677082767
Position 1939: 0.0003231055381145889
Position 742: 0.0003029562304324791
Position 2014: 0.0002869267305059617
Position 10063: 0.0002858006533743255
Position 703: 0.00028474731098106074
Position 3582: 0.0002762202732289116
Position 2018: 0.000270498540043664
Position 2415: 0.0002701418326456283
Position 734: 0.0002677495543018728
Position 3366: 0.00026347527216088865
Position 6686: 0.00025248852112828434
Position 1887: 0.0002438586053105123
Position 1359: 0.00023918428419835648
Position 2720: 0.0002012899580632347
Position 445: 0.00018166069499806056
Position 3281: 0.00016811842814306774
Position 1778: 0.00014689183216586686
Position 766: 0.00012085870856492866
Position 681: 0.00011719366319976622
Position 380: 0.0001151728644328952
Position 4701: 0.00011342055732971297
Position 862: 0.00010969114046004188
Position 494: 7.255867401093922e-05
Position 1813: 7.22643461653484e-05
Position 4766: 7.151410703299428e-05
Position 1050: 6.141123243572925e-05
Position 543: 6.132024160725646e-05
Position 1046: 5.493880747162339e-05
Position 974: 5.1745497802962914e-05
Position 6669: 4.097086352341039e-05
Position 5136: 3.808845310745859e-05
Position 161: 3.3794782183151455e-05
Position 2278: 3.3791434368836204e-05
Position 4424: 3.098395888557145e-05
Position 2103: 3.0696950326457595e-05
Position 401: 3.0202148878448005e-05
Position 516: 2.5943720093812763e-05
Position 4261: 2.5377932597131815e-05
Position 2389: 2.1995433566322796e-05
Position 5390: 2.0237009324055254e-05
Position 2163: 2.0181079419485954e-05
Position 462: 1.9037044040566445e-05
Position 110: 1.6325672398896758e-05
Position 588: 1.5015999333179958e-05
Position 4638: 1.2020464744359274e-05
Position 2403: 1.195881599942631e-05
Position 2620: 9.022033988675348e-06
Position 2630: 8.790429031101694e-06
Position 642: 8.667712294131625e-06
Position 1316: 6.8687696321083535e-06
Position 698: 4.386178371860512e-06
Position 556: 4.331377200730752e-06
Position 1933: 4.041581929156393e-06
Position 566: 3.68636143836172e-06
Position 1413: 3.337381871323373e-06
Position 2122: 3.024320248959733e-06
Position 124: 3.0200789593098897e-06
Position 432: 2.797543009844246e-06
Position 447: 2.662164778280557e-06
Position 373: 1.8000394999733469e-06
Position 592: 1.3046388077131795e-06
Position 563: 1.1098564260062868e-06
Position 247: 1.1017989823663255e-06
Position 112: 9.418410022130646e-07
Position 126: 4.938691719340256e-07
Position 775: 2.979550747513695e-07
Position 3697: 2.898763526423402e-07
Position 2038: 2.7188183529042294e-07
Position 2187: 2.3012542712732125e-07
Position 2160: 1.9515610658698083e-07
Position 182: 1.5967094050707532e-07
Position 253: 1.3329227346655958e-07
Position 1101: 1.2404494126006823e-07
Position 590: 1.0382799559743413e-07
Position 163: 5.51799816230839e-08
Position 2035: 4.113176334253212e-08
Position 1865: 3.711931003967281e-08
Position 789: 2.1224774145444888e-08
Position 84: 2.068067686700444e-08
Position 205: 9.835454880470727e-09
Position 683: 8.400006533914256e-09
Position 326: 5.533752422895756e-09
Position 210: 4.414175940782918e-09
Position 187: 1.3771934026335525e-09
Position 845: 1.1382288256991212e-09
Position 243: 1.3010392828136602e-10
Position 71: 2.452029731039146e-12
Position 228: 2.855718840061203e-13
Position 219: 1.5916847696063474e-15
