Gene = Sct
index = 954
Annotated 5SS: [116 299 514]
Annotated 3SS: [196 408 609]
SMsplice 5SS: [116 299]
SMsplice 3SS: [196 609]
top_k =  1000
Partition function (log Z): -1.563213247304698

Sorted 5' Splice Sites (High to Low Probability):
Position 116: 0.9985944270808172
Position 299: 0.8779880511506623
Position 514: 0.21862300067601304
Position 314: 0.006262264962286551
Position 285: 0.003534564908896336
Position 559: 0.002080665627128199
Position 280: 0.0009078283988684976
Position 336: 0.0003004265567932136
Position 125: 0.00012494104315827605
Position 88: 7.392522168026419e-05
Position 546: 6.103170922010931e-05
Position 404: 3.163262973129497e-05
Position 399: 1.4961076671805865e-05
Position 393: 1.3915586492301838e-05
Position 563: 1.0324579015098407e-05
Position 518: 9.950829291094272e-06
Position 670: 8.931187652472342e-06
Position 362: 6.387257770998144e-06
Position 253: 5.27568526759287e-06
Position 580: 2.8618056113770393e-06
Position 451: 2.6675940189146086e-06
Position 487: 2.3757098512382643e-06
Position 68: 8.929598325717497e-07
Position 484: 7.727189404786719e-07
Position 221: 4.928320662005319e-07
Position 387: 3.335366562218503e-07
Position 684: 3.0554285238340194e-07
Position 591: 5.031737648965137e-08
Position 677: 2.476066004913175e-08
Position 691: 1.7435917084158932e-08
Position 136: 1.3341842087486258e-08
Position 625: 1.0395429986030079e-08
Position 13: 4.2015352803076126e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 196: 0.9882805416612545
Position 609: 0.9022088821764661
Position 434: 0.07045394694959313
Position 457: 0.04021009027060701
Position 441: 0.012205627743375585
Position 436: 0.011093375732641348
Position 621: 0.010994251832544303
Position 408: 0.010778175236350062
Position 415: 0.010073332522710714
Position 669: 0.009366705377871496
Position 422: 0.008278316064836524
Position 689: 0.008212791920396804
Position 591: 0.0062528995868364485
Position 205: 0.005207474738255717
Position 499: 0.005089331610037366
Position 508: 0.0021868746438725535
Position 464: 0.002168669531691336
Position 532: 0.0016132060765461924
Position 472: 0.0013955280894310832
Position 229: 0.0006350071703862226
Position 466: 0.00037140456238677347
Position 412: 0.0003062254923747674
Position 708: 0.00016414298445258354
Position 213: 0.0001540849376464627
Position 253: 0.00014806729309108248
Position 546: 0.000133585979901077
Position 787: 0.00013182037647602
Position 558: 0.00011767100867972215
Position 248: 8.081674762093678e-05
Position 233: 6.982207446166617e-05
Position 278: 6.193417204823885e-05
Position 717: 5.2301667565880124e-05
Position 554: 2.7607024949965252e-05
Position 691: 2.6682847598704093e-05
Position 739: 2.1786137162359146e-05
Position 756: 1.8748447368680628e-05
Position 730: 1.7803630189339208e-05
Position 722: 1.0127652742596133e-05
Position 346: 1.0099258563681021e-05
Position 732: 9.331876142258825e-06
Position 298: 5.456163867277143e-06
Position 238: 5.399085848507474e-06
Position 313: 3.897532679838702e-06
Position 327: 3.8032908263042e-06
Position 259: 2.437232932217848e-06
Position 753: 9.925214360470758e-07
Position 317: 6.609327920281464e-07
Position 266: 6.18501705464208e-07
Position 336: 3.9506328713933227e-07
Position 726: 2.803816930697666e-07
Position 293: 1.6273152254968546e-07
Position 518: 1.1802189776029618e-07
Position 303: 1.0969753314444042e-08
Position 115: 8.713890332831537e-13
Position 88: 3.835802636194646e-13
Position 120: 1.7062003121399163e-15
Position 123: 1.2878265470536062e-15
