Gene = Tchh
index = 1063
Annotated 5SS: [138]
Annotated 3SS: [1062]
SMsplice 5SS: [138]
SMsplice 3SS: [1062]
top_k =  1000
Partition function (log Z): -7.583949611828275

Sorted 5' Splice Sites (High to Low Probability):
Position 138: 0.9865149218679342
Position 987: 0.339774948008259
Position 1343: 0.25228748111176835
Position 1481: 0.027172888721330953
Position 1513: 0.010171057433799221
Position 6079: 0.008272403149802652
Position 3371: 0.00821410733985893
Position 689: 0.007711572639726353
Position 5179: 0.007529335928622443
Position 5665: 0.006989635197694372
Position 5639: 0.005356689434781082
Position 364: 0.004785438566712214
Position 3491: 0.004362384935381511
Position 3431: 0.004274052638088154
Position 3551: 0.003777947422577796
Position 492: 0.0036548533134228064
Position 3671: 0.0035667746864484298
Position 5789: 0.0026373236857756494
Position 4163: 0.0022239876257905866
Position 172: 0.002118247088337955
Position 2457: 0.0017365809762207064
Position 3299: 0.00159399436773875
Position 1129: 0.0012798183504053972
Position 5347: 0.0012414406255896744
Position 5597: 0.0011787997718420739
Position 5281: 0.0008839270000638539
Position 3611: 0.0007417937772866621
Position 404: 0.0005539466471578445
Position 3731: 0.0005464809947236965
Position 594: 0.0004094819985243767
Position 781: 0.00038940599648736837
Position 467: 0.00028780672930406987
Position 569: 0.00021385169563817056
Position 905: 0.00016598277879282167
Position 848: 0.00010293855924184421
Position 708: 7.449964792430838e-05
Position 287: 5.281267067101337e-05
Position 64: 5.1507847084710264e-05
Position 347: 4.559522102865222e-05
Position 942: 4.521314251153264e-05
Position 646: 3.9259530478827726e-05
Position 292: 3.265501873285076e-05
Position 967: 3.190383449701662e-05
Position 504: 2.584698607416601e-05
Position 301: 2.368032772579285e-05
Position 1152: 2.1211397571110975e-05
Position 274: 1.700820029928064e-05
Position 863: 1.622193715897571e-05
Position 1010: 1.1291723555528942e-05
Position 312: 9.873392174486631e-06
Position 705: 6.6102165061071634e-06
Position 129: 6.466713225573679e-06
Position 351: 5.677436839984295e-06
Position 3952: 5.13997154794412e-06
Position 999: 3.495952722259631e-06
Position 333: 3.439628922232723e-06
Position 991: 2.9767073169923885e-06
Position 693: 2.8834818497656133e-06
Position 860: 2.334462502008014e-06
Position 368: 1.9004189601941575e-06
Position 24: 1.7037829862448582e-06
Position 174: 1.5426661038408744e-06
Position 67: 1.4427118376468666e-06
Position 900: 1.2868197486379613e-06
Position 649: 1.103211717242862e-06
Position 1127: 9.27339542032035e-07
Position 39: 6.606993776065507e-07
Position 845: 6.515824651026751e-07
Position 785: 2.830969512882583e-07
Position 2113: 2.3744021197799476e-07
Position 792: 1.844287367843361e-07
Position 233: 1.246407597784155e-07
Position 362: 1.0918284548660733e-08
Position 408: 3.771814297820495e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1062: 0.6079248067122607
Position 5918: 0.3953556569256678
Position 805: 0.20426276565901097
Position 1164: 0.06805430634581262
Position 759: 0.057365268492113035
Position 6196: 0.037448378235038896
Position 839: 0.034115395999518315
Position 450: 0.026020539524263763
Position 5517: 0.025381030544884064
Position 5861: 0.019381992688205087
Position 2211: 0.01919120915141623
Position 883: 0.014333189149604058
Position 1262: 0.01234390088861097
Position 3222: 0.012300841344399106
Position 1197: 0.010082963055891982
Position 1204: 0.0071991111028083974
Position 5490: 0.007087790948737472
Position 5070: 0.0067977607534020195
Position 5953: 0.00671883327440611
Position 6219: 0.006672949679895556
Position 5178: 0.006589359714347899
Position 1239: 0.006379972480729935
Position 659: 0.005998731441968652
Position 5250: 0.005553892060257651
Position 827: 0.004638759461942615
Position 249: 0.004021996695600809
Position 2864: 0.0038839781501854693
Position 934: 0.0038455975576824754
Position 3415: 0.0033938910871062866
Position 1087: 0.003318699235470418
Position 636: 0.0032013866384519806
Position 3219: 0.002738282449313266
