Gene = Mphosph10
index = 690
Annotated 5SS: [  163  2822  3403  4820  6590  7967  9378 11339 13531 15101]
Annotated 3SS: [ 2136  3244  4650  6447  7898  9239 11227 13422 14872 15463]
SMsplice 5SS: [  163  3403  4820  9378 11339 13531 15101]
SMsplice 3SS: [ 3293  4650  9239 11227 13422 14872 15463]
top_k =  1000
Partition function (log Z): 10.556213715305297

Sorted 5' Splice Sites (High to Low Probability):
Position 163: 0.9823589100624733
Position 4820: 0.9304027038357164
Position 13531: 0.9047778198252403
Position 3403: 0.8323760476001009
Position 9378: 0.8272375158411611
Position 11339: 0.7567680729751766
Position 15101: 0.7427205606940722
Position 6128: 0.4875874147611889
Position 6590: 0.46386555585229816
Position 2822: 0.44019757513847707
Position 7967: 0.4248938360111247
Position 5015: 0.3178252935109059
Position 13213: 0.19020956454778576
Position 11343: 0.12769772291791215
Position 6165: 0.1106708140335633
Position 9325: 0.11049775700472907
Position 3463: 0.09509450529694746
Position 871: 0.08724112213072034
Position 7810: 0.061668057342116625
Position 13571: 0.05196017553210413
Position 12377: 0.05158622487374136
Position 15086: 0.05120166278393385
Position 13002: 0.042089618479292615
Position 1929: 0.04049446301980061
Position 7971: 0.037942324438461184
Position 1857: 0.03530883316259995
Position 2411: 0.0345421607049574
Position 12900: 0.034284385218008834
Position 9383: 0.02863656704799558
Position 14135: 0.0285895212173367
Position 15640: 0.027418938527618134
Position 12657: 0.026236724616888838
Position 13542: 0.024531031646947463
Position 9475: 0.024144653782818052
Position 13242: 0.023416117682251807
Position 13768: 0.022661817432325468
Position 14440: 0.020357178237803825
Position 3367: 0.01934253977553387
Position 9159: 0.016203979064810276
Position 15134: 0.013510039432205988
Position 2478: 0.013412701502383068
Position 12616: 0.013363089078355503
Position 14554: 0.012370259433372239
Position 13486: 0.010930302475723899
Position 2330: 0.010278690111126238
Position 3458: 0.009793841494282798
Position 12002: 0.009722331696980632
Position 7798: 0.009718610273935637
Position 449: 0.008975416558799083
Position 7068: 0.008083237092618507
Position 6340: 0.007719562368015954
Position 7773: 0.007403453142350387
Position 4852: 0.007241641942282095
Position 10301: 0.006630403636475589
Position 8093: 0.005775824547825218
Position 1992: 0.005206673382926873
Position 14615: 0.005139194408357546
Position 1525: 0.005121706891581289
Position 1828: 0.0051170720045780145
Position 9031: 0.004591194737979462
Position 1958: 0.004492973228434709
Position 179: 0.00424049525288929
Position 5689: 0.004198184362738913
Position 13772: 0.0037433696530036298
Position 1765: 0.0035324726502578567
Position 8129: 0.00309606512673565
Position 2342: 0.0027064814517584967
Position 6770: 0.002502342376181577
Position 2464: 0.0024710874701524884
Position 1864: 0.002405185022516978
Position 2334: 0.0023681631547185175
Position 10890: 0.002349735023973177
Position 6371: 0.002343351141990569
Position 14795: 0.00232234039383993
Position 15249: 0.0021999803300235365
Position 15610: 0.0021087105415058404
Position 6407: 0.0018498241123265679
Position 14223: 0.0017916595555683259
Position 5753: 0.0016831415842758772
Position 2925: 0.0016824676439774159
Position 264: 0.001671527448557063
Position 3822: 0.0016707776835148374
Position 10249: 0.0016498831469311161
Position 6211: 0.0015646067570214066
Position 15125: 0.0015301047661874874
Position 3474: 0.0015273956986296537
Position 1514: 0.0015154351218539188
Position 5612: 0.0014528926462315556
Position 1921: 0.0013768402650892412
Position 10217: 0.0013150895009810583
Position 13752: 0.001286783926524253
Position 14405: 0.0012048303970641622
Position 5936: 0.0011913323924051841
Position 10188: 0.0011591009816202264
Position 4113: 0.001121315818857772
Position 7982: 0.0011017980831363003
Position 6777: 0.001064389222937496
Position 4766: 0.0010583358662523868
Position 6075: 0.001027320995602922
Position 6580: 0.0010043591949105252
Position 14114: 0.0009998233095290226
Position 6595: 0.000979610382224136
Position 6207: 0.0009714136847968494
Position 6256: 0.0009517123553208809
Position 5019: 0.0008600433940266618
Position 12643: 0.00084428746068105
Position 4170: 0.0008225222967523899
Position 4564: 0.0008121915663710898
Position 4838: 0.0008038055901483077
Position 12945: 0.0007935105656806383
Position 3726: 0.0007900541249265779
Position 6175: 0.0007780492037442132
Position 4467: 0.0007194600599710981
Position 11462: 0.000702043637936965
Position 11359: 0.0007009139445865296
Position 1907: 0.0006660345592132638
Position 6733: 0.0006275573781929668
Position 15031: 0.0006261524373556749
Position 1974: 0.0006242578249863281
Position 4787: 0.0006184850129737585
Position 2475: 0.0006078739874891708
Position 15067: 0.0005525039023487467
Position 552: 0.000493914384569709
Position 7672: 0.0004894189074209028
Position 4990: 0.00047974129957879217
Position 15025: 0.00044523507662788296
Position 10039: 0.0004393766628649669
Position 1953: 0.0004133090602283579
Position 4928: 0.00039078783734548025
Position 15527: 0.0003760437016758098
Position 6381: 0.00035625873151976916
Position 9510: 0.00033785532907867167
Position 1505: 0.0003162395176345972
Position 6819: 0.0002973458477982753
Position 3945: 0.0002746466852557183
Position 209: 0.00026332422999552957
Position 6189: 0.00023912730891567432
Position 258: 0.00023734320822097317
Position 907: 0.0002360664233060684
Position 1156: 0.0002232396327658305
Position 672: 0.00022208456356167278
Position 1939: 0.00021773247545408975
Position 6344: 0.0002122279424127862
Position 153: 0.00019343658981648464
Position 167: 0.00019166676952167889
Position 2641: 0.00019004695557700847
Position 1192: 0.00018807363119281609
Position 5128: 0.00016352412897157443
Position 2730: 0.00016253197534751986
Position 15593: 0.00016010439416961548
Position 7715: 0.00015875252181775932
Position 4362: 0.00015542649002590688
Position 15630: 0.00015099511682767943
Position 4574: 0.00015000181602690125
Position 4755: 0.0001435011470974206
Position 3427: 0.00014182392973016012
Position 2201: 0.00014139752787999352
Position 2389: 0.00013643812815641797
Position 3811: 0.00013348562157932493
Position 3449: 0.0001279897600852376
Position 9400: 0.00012647892146540665
Position 3849: 0.00012499941485081143
Position 5029: 0.00011582367684912295
