Gene = Nhej1
index = 746
Annotated 5SS: [  139  1331 77845 78471]
Annotated 3SS: [ 1271 77726 78363 78870]
SMsplice 5SS: [  139 22428 69191 77845 78471]
SMsplice 3SS: [22284 69085 77694 78363 78870]
top_k =  1000
Partition function (log Z): -50.01178552520988

Sorted 5' Splice Sites (High to Low Probability):
Position 139: 0.9780404827303321
Position 1331: 0.49033321171666067
Position 7999: 0.41556989488948676
Position 1595: 0.09660300549414941
Position 7742: 0.0884319400652861
Position 13607: 0.06785623728377925
Position 4918: 0.03933189421650297
Position 2201: 0.023634805960417487
Position 1553: 0.023034922215238035
Position 1336: 0.020652948436941553
Position 11127: 0.020146692755143737
Position 342: 0.007521371173028434
Position 165: 0.006762327516380831
Position 8506: 0.006548272033929123
Position 1494: 0.005509091891654656
Position 1515: 0.005190001566971694
Position 949: 0.003106799806198634
Position 8599: 0.0023504772909838404
Position 57: 0.0015013120944712352
Position 5036: 0.001276116793548834
Position 246: 0.0011868201856255376
Position 2967: 0.0010606580281605096
Position 1213: 0.0009609729397210993
Position 2973: 0.000685900455830604
Position 2995: 0.0006232219899672955
Position 1560: 0.0005170693732768431
Position 1521: 0.0004711084582118167
Position 3421: 0.0003246500748527752
Position 4960: 0.00030855766799573543
Position 4378: 0.0002954467686275533
Position 33: 0.0002485331341109223
Position 118: 0.00023683681399752182
Position 356: 0.00019553832880862682
Position 1481: 0.00012756311869650732
Position 997: 9.491031016698286e-05
Position 126: 8.740137863084072e-05
Position 3590: 8.725032933194044e-05
Position 379: 8.718467357964333e-05
Position 409: 7.239555104604643e-05
Position 5251: 7.165915299975807e-05
Position 391: 6.156049283243299e-05
Position 31: 5.389570482638109e-05
Position 180: 5.349868953931303e-05
Position 1272: 4.817615347503902e-05
Position 172: 3.7328868457926835e-05
Position 1345: 3.094037913497546e-05
Position 205: 2.5242838014242485e-05
Position 242: 2.4950349294826746e-05
Position 280: 2.372204662957952e-05
Position 1318: 2.284989484464477e-05
Position 1411: 2.155841185003641e-05
Position 234: 1.905615044991134e-05
Position 303: 1.4193268028761352e-05
Position 1506: 1.3232863276806166e-05
Position 251: 1.2082204727014549e-05
Position 1020: 9.099970765226646e-06
Position 470: 4.609598466868795e-06
Position 1342: 4.4650845650147744e-06
Position 1093: 4.375895954706635e-06
Position 2572: 3.830163986575136e-06
Position 52: 3.0016310642879453e-06
Position 1219: 2.9910693916377566e-06
Position 1165: 2.933962358410111e-06
Position 555: 1.8467522778207837e-06
Position 888: 1.8064893054881909e-06
Position 1423: 1.698199385018967e-06
Position 311: 1.6654393460984733e-06
Position 1038: 1.662420101325633e-06
Position 925: 1.6180884002109574e-06
Position 905: 1.607372046598145e-06
Position 603: 1.402239670454506e-06
Position 1448: 1.3242900421749052e-06
Position 1472: 1.1026666981071206e-06
Position 698: 1.0904100576941904e-06
Position 1462: 1.0720409610382811e-06
Position 1083: 1.028509234073104e-06
Position 915: 9.76613786605243e-07
Position 746: 9.118938559468915e-07
Position 1485: 8.842366291464303e-07
Position 423: 7.802958490399926e-07
Position 794: 7.434507601883766e-07
Position 1006: 6.025026134365109e-07
Position 564: 3.8055968350816045e-07
Position 225: 3.4193387835240264e-07
Position 1100: 2.9677250106786327e-07
Position 651: 2.9283081618917555e-07
Position 612: 2.872256919497164e-07
Position 1159: 2.7384172140510734e-07
Position 842: 2.668484426450921e-07
Position 659: 2.5744317570374836e-07
Position 707: 2.4559884007356174e-07
Position 508: 2.3556933553964343e-07
Position 516: 2.0365923549211777e-07
Position 755: 1.7287769877661474e-07
Position 1113: 7.95511901618548e-09
Position 1036: 3.2305627591323193e-09
Position 1041: 2.9881676007585483e-09
Position 803: 5.404683116804205e-11
Position 881: 5.307333797401285e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1271: 0.450393990023648
Position 7910: 0.39894199073303294
Position 16215: 0.31629656163328135
Position 13501: 0.1360110742429757
Position 7466: 0.10428800947300285
Position 1410: 0.10301862100675145
Position 8661: 0.08465783016294086
Position 11716: 0.07304395381293619
Position 1190: 0.06267117397079901
Position 13662: 0.05918116939841236
Position 7659: 0.05534197987012692
Position 9875: 0.04306586076739278
Position 11891: 0.03526376139050757
Position 7601: 0.031069844251677477
Position 11009: 0.024478759687740985
