Gene = Ficd
index = 408
Annotated 5SS: [ 247 1370]
Annotated 3SS: [1017 2263]
SMsplice 5SS: [ 247 1370]
SMsplice 3SS: [1017 2263]
top_k =  1000
Partition function (log Z): -8.435682792109757

Sorted 5' Splice Sites (High to Low Probability):
Position 1370: 0.672159656183421
Position 2541: 0.6364371872129656
Position 247: 0.4453038286076163
Position 2859: 0.2627101640673437
Position 431: 0.17601781815415132
Position 53: 0.12930325990852123
Position 2811: 0.09653346811440239
Position 2575: 0.0849345511158872
Position 2851: 0.07033983669665421
Position 555: 0.05668058132457778
Position 176: 0.050256346821657145
Position 598: 0.033068549611810875
Position 114: 0.029952886324613893
Position 2752: 0.027918889577110296
Position 3224: 0.026927243241375926
Position 544: 0.020306928558254663
Position 1834: 0.0112441551719467
Position 4079: 0.010143420974069126
Position 3150: 0.009475877776181096
Position 3328: 0.00920640726631654
Position 2778: 0.008128878346171273
Position 3188: 0.00809656898915136
Position 2566: 0.00779329906435126
Position 3193: 0.005805730829883485
Position 1136: 0.005449290086226432
Position 1710: 0.005226067952050659
Position 2886: 0.005141579264536401
Position 2902: 0.003889415217078777
Position 614: 0.003754732815483362
Position 1997: 0.0035925436847597486
Position 1173: 0.0035738668030160696
Position 3232: 0.0035364911313517933
Position 2194: 0.003465070380788084
Position 1238: 0.0028278765481235604
Position 3778: 0.0027402487315173257
Position 1093: 0.0025064083083657968
Position 2908: 0.0024793087663416784
Position 229: 0.0018285445685132908
Position 204: 0.0016394435313754803
Position 17: 0.0014872531575472966
Position 161: 0.0014116371530587494
Position 2797: 0.0010606573104747362
Position 1089: 0.0010464055083999745
Position 3166: 0.001027929614234471
Position 3156: 0.0010060450271705743
Position 1416: 0.0009622021522888673
Position 643: 0.0009179563381473053
Position 753: 0.0008261945463681063
Position 3396: 0.0006392112468626222
Position 307: 0.0005747219730276149
Position 1204: 0.0005190227610884716
Position 2494: 0.0004793463028067446
Position 57: 0.0004770012689305093
Position 3267: 0.00046694383285122705
Position 1120: 0.000425556992088642
Position 1654: 0.0004078195391280808
Position 600: 0.00036376130960424636
Position 1143: 0.00032660004338373554
Position 540: 0.0003226287877905524
Position 305: 0.000279567893767443
Position 604: 0.00019768403439987021
Position 322: 0.00019302475134775783
Position 602: 0.00018446196968876493
Position 215: 0.0001755169974494607
Position 659: 0.00015431479115283981
Position 776: 0.00014661839959037264
Position 2580: 0.00011360309064315923
Position 2397: 9.754145753297876e-05
Position 779: 9.607048357998983e-05
Position 931: 9.453794355176434e-05
Position 282: 9.345933439553122e-05
Position 169: 9.146338793961109e-05
Position 951: 8.211868331751997e-05
Position 1761: 8.005850096434372e-05
Position 798: 6.581423793159492e-05
Position 624: 6.450985421900338e-05
Position 853: 5.503291236601948e-05
Position 723: 4.8632287665909625e-05
Position 645: 4.7400390128053953e-05
Position 909: 4.6483224241283964e-05
Position 1362: 3.306860519535473e-05
Position 1517: 3.2270843780689926e-05
Position 124: 3.141032429629052e-05
Position 343: 3.0205565281366647e-05
Position 1102: 2.8696476539420152e-05
Position 1391: 2.8203142722501783e-05
Position 595: 2.703016563839697e-05
Position 912: 2.7011358521377685e-05
Position 528: 2.4120772813753898e-05
Position 1126: 2.321888468337e-05
Position 669: 2.3002676972900966e-05
Position 451: 1.858375987818078e-05
Position 1290: 1.838061791326128e-05
Position 470: 1.6940823913827924e-05
Position 1650: 1.5164225746503155e-05
Position 415: 1.4492126966967003e-05
Position 1318: 1.4237625585446358e-05
Position 1931: 1.2577182980318924e-05
Position 701: 1.1012258059825894e-05
Position 933: 1.095149004749261e-05
Position 666: 7.614419502638457e-06
Position 3222: 4.705367041247588e-06
Position 478: 3.90696468237718e-06
Position 579: 3.20963557894825e-06
Position 946: 2.596533550526458e-06
Position 454: 2.155128966391711e-06
Position 944: 2.07263535580682e-06
Position 822: 5.782133011802472e-08
Position 971: 5.7007719406653414e-08
Position 413: 9.98873177685496e-09
Position 677: 6.03507533152582e-09
Position 1400: 5.929996427596946e-09
Position 1374: 5.4379032787476185e-09
Position 1228: 4.931895485104324e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4031: 0.49740535247151074
Position 1017: 0.48127920306282995
Position 2693: 0.3302402775243887
Position 2263: 0.2920431286902919
Position 3111: 0.20526867418236902
Position 2725: 0.16761290747411198
Position 2383: 0.13059076190496222
Position 2456: 0.09414119872154769
Position 2419: 0.0824685277070428
Position 2266: 0.07538087472065354
Position 2416: 0.0571057442245498
Position 4494: 0.041315260742490804
Position 1253: 0.03807026190022046
Position 2484: 0.03501875525508386
Position 1290: 0.031539172997737445
Position 3217: 0.031060927107895847
Position 2488: 0.0261358192201665
Position 1235: 0.023166483210952642
Position 4454: 0.02251080781624962
Position 2688: 0.0222857599251607
Position 462: 0.018395205509277212
Position 2242: 0.018066310450770375
Position 4392: 0.017713362683606796
Position 4603: 0.016655964582792084
Position 1328: 0.012716264087478798
Position 1102: 0.012190691472849995
Position 4290: 0.010684708146376272
Position 3433: 0.01028349683884939
Position 2364: 0.009973676052237668
Position 1710: 0.009314481720152895
Position 1309: 0.008849502242430234
Position 401: 0.008612265314163495
Position 1056: 0.008141166060876821
Position 4059: 0.007078366887565797
Position 1042: 0.007027069297516229
Position 4148: 0.006788287681979028
Position 4036: 0.0063131298889648945
Position 2983: 0.005371153704926069
Position 3141: 0.005309690212963535
Position 2949: 0.004702925158668058
Position 3007: 0.003944365796336907
Position 4490: 0.0038102427607945217
Position 1237: 0.003194329779085093
Position 1596: 0.0030765599477204615
Position 1758: 0.002759557559023915
Position 3666: 0.0024061390569566003
Position 1991: 0.0023674731668955075
Position 2664: 0.0023575089329806844
Position 2072: 0.002048632720995526
Position 1336: 0.0019260022719961522
Position 4634: 0.0017873553849763776
Position 4654: 0.001758238639003457
Position 3315: 0.0016948586174273899
Position 1063: 0.001636773688394443
Position 2526: 0.0016175455624173798
Position 3545: 0.0015704163450507662
Position 1561: 0.0015202172061589264
Position 1256: 0.001430529134446338
Position 3843: 0.0014108333422854177
Position 1539: 0.0012207920291575818
Position 1946: 0.001220627705073158
Position 2592: 0.0010245928667764871
Position 2952: 0.0008763802892458951
Position 2436: 0.0008506315906839961
Position 3399: 0.0008016187880491535
Position 430: 0.0007937431570753012
Position 351: 0.0007865975367884076
Position 2901: 0.000743089713080643
Position 2424: 0.0007300926158109283
Position 1204: 0.0007170175041172558
Position 118: 0.0007053047364273361
Position 3147: 0.0007020404936808618
Position 150: 0.0006663132030419568
Position 3267: 0.0006486592496956736
Position 1275: 0.0006265341177180623
Position 493: 0.0006134806789793268
Position 2730: 0.0005840980147472542
Position 1068: 0.0005809462561703221
Position 1024: 0.0005796488614285626
Position 1298: 0.000559396094647624
Position 1678: 0.0005473184333983948
Position 2103: 0.000536191444318779
Position 434: 0.0005260433988053752
Position 3694: 0.00044172897921442727
Position 3922: 0.0004275382390393252
Position 2732: 0.00042566920593585175
Position 322: 0.0003927607886996914
Position 269: 0.0003778273607016948
Position 782: 0.0003702581182709755
Position 1722: 0.0003415571968452721
Position 2958: 0.00031213599766887525
Position 1725: 0.0003080745687303612
Position 1673: 0.0002946620577685599
Position 2872: 0.0002766389254861574
Position 872: 0.0002647899173576267
Position 564: 0.0002424669055790653
Position 591: 0.0002379001752412274
Position 409: 0.00022993522343361285
Position 3144: 0.00021692519170411672
Position 4501: 0.00019932601079691194
Position 1680: 0.0001992759294989768
Position 1268: 0.0001905888036239685
Position 139: 0.00018874520165899935
Position 2612: 0.00018707678634985597
Position 2299: 0.00018228265714482922
Position 2846: 0.00016690334027827445
