Gene = Ap1ar
index = 126
Annotated 5SS: [  363 14247 14928 16752 20602 21916 24272 24978 25296]
Annotated 3SS: [14197 14900 16725 20504 21816 24215 24903 25166 28757]
SMsplice 5SS: [  363 14247 14928 20602 24978 25296]
SMsplice 3SS: [14197 14900 20504 24903 25187 29890]
top_k =  1000
Partition function (log Z): -1.7412928557320475

Sorted 5' Splice Sites (High to Low Probability):
Position 20602: 1.0000000000000004
Position 25296: 0.997468040538272
Position 14928: 0.97588670358236
Position 24978: 0.7874557445842776
Position 363: 0.7008418569814369
Position 14247: 0.5872331221865759
Position 21916: 0.5588885019046008
Position 24272: 0.43106663770903697
Position 28948: 0.4270553973554073
Position 28086: 0.3012707905301157
Position 7129: 0.2979192923994277
Position 477: 0.2583986418029462
Position 17296: 0.1864935620539591
Position 26138: 0.16383351971573124
Position 19011: 0.16340176099130402
Position 15252: 0.1509380104720867
Position 21562: 0.14999077580677067
Position 7105: 0.13153640450649765
Position 7062: 0.09291441039768665
Position 23195: 0.07779287987651093
Position 1376: 0.07736316840870994
Position 6248: 0.07640626930289267
Position 27636: 0.06875974945920679
Position 5031: 0.06720793923011119
Position 3065: 0.06297878119839867
Position 23707: 0.06040728920039128
Position 15732: 0.058938240724288785
Position 7233: 0.04875477717604473
Position 14436: 0.04776280896351789
Position 29617: 0.04479227205331212
Position 21095: 0.04097347165969813
Position 489: 0.039717068694526445
Position 719: 0.036689483112652084
Position 6176: 0.0351907217320893
Position 4448: 0.03467052332141532
Position 23836: 0.0341157302678173
Position 2648: 0.028448374873254974
Position 28200: 0.02840032173860517
Position 29176: 0.02477635227997135
Position 21663: 0.019073697451667183
Position 30112: 0.018780533468172454
Position 28668: 0.014611117313164548
Position 5236: 0.01285153932352403
Position 27454: 0.01227603681094753
Position 6410: 0.011904174427772618
Position 29815: 0.008478519262291387
Position 21724: 0.008275030600877226
Position 27091: 0.008253323841769878
Position 7913: 0.007894142046771201
Position 28939: 0.007639528489101035
Position 21641: 0.007525656646919334
Position 1558: 0.007416388017888953
Position 5894: 0.00731346973040415
Position 29267: 0.006713575763845137
Position 28134: 0.00612049799368433
Position 26835: 0.005956372467365155
Position 589: 0.003391570449943123
Position 29219: 0.003215756427166655
Position 338: 0.002819988398655877
Position 22122: 0.0018059538442834666
Position 29489: 0.0014813579463171939
Position 27926: 0.0011110520806330057
Position 672: 0.0010594086797402389
Position 24608: 0.0009491802242347236
Position 727: 0.0008940311158586336
Position 26169: 0.0008412724171334981
Position 144: 0.0007438654385657207
Position 29285: 0.0006615495999005187
Position 25956: 0.0006229896855293532
Position 842: 0.00043835890124650903
Position 29022: 0.000416115624213398
Position 24068: 0.00041035871690592947
Position 24955: 0.0004065027979725255
Position 25309: 0.0003772837142883492
Position 621: 0.00035551432534803906
Position 22138: 0.00026994498314414594
Position 4906: 0.00025686528939737905
Position 1687: 0.00024800777626036226
Position 4793: 0.00023013487896982412
Position 2746: 0.000202069998521052
Position 28858: 0.000182409097317403
Position 4294: 0.00016453071685068957
Position 2835: 0.00014263839051425087
Position 23811: 0.00014078102273141016
Position 48: 0.000127281342729512
Position 2673: 0.00012278904269465583
Position 3181: 0.00012181846571827202
Position 1510: 0.00011741009544225818
Position 1774: 0.0001171402169496427
Position 22275: 0.0001007437407221283
Position 21306: 9.621954679080467e-05
Position 28904: 8.510073741833585e-05
Position 26405: 7.21789798383749e-05
Position 416: 6.753265829181193e-05
Position 5399: 6.654789144215937e-05
Position 608: 6.59934813466119e-05
Position 1697: 6.467071586872147e-05
Position 25368: 5.113777893426582e-05
Position 1149: 4.9730708772691064e-05
Position 1571: 4.9146067549655465e-05
Position 21196: 4.169574623197892e-05
Position 5112: 4.0089101348690774e-05
Position 27446: 3.9242150167461854e-05
Position 3674: 3.828801021150716e-05
Position 26682: 3.210445104616872e-05
Position 851: 3.198713291810403e-05
Position 27235: 2.2613670518453795e-05
Position 25279: 1.933010997845153e-05
Position 425: 1.28009917649721e-05
Position 419: 1.2425717666635702e-05
Position 782: 1.2363350536245414e-05
Position 188: 1.2201356151192094e-05
Position 422: 1.206500493547536e-05
Position 1221: 1.1448532731158518e-05
Position 1230: 1.1355552249135592e-05
Position 2706: 1.1147949135324506e-05
Position 2886: 1.0597434865712225e-05
Position 660: 7.405867520277496e-06
Position 2258: 6.226203471530403e-06
Position 1369: 4.7948387576661e-06
Position 2263: 4.399943152824141e-06
Position 2398: 4.201759429092559e-06
Position 1211: 3.846506563989057e-06
Position 1156: 3.8083398271350274e-06
Position 29281: 2.9070072477863934e-06
Position 902: 2.657630691135109e-06
Position 548: 2.571361285922765e-06
Position 73: 2.324300754362727e-06
Position 561: 2.3091196506467096e-06
Position 440: 2.058962928443766e-06
Position 129: 1.919352108817613e-06
Position 835: 1.840850392224996e-06
Position 453: 1.462172965293709e-06
Position 893: 1.1568804487986844e-06
Position 26359: 1.1253232711706817e-06
Position 905: 9.507342627075338e-07
Position 28676: 2.3970193102382293e-07
Position 556: 1.6258424814853482e-07
Position 554: 1.5109105885325693e-07
Position 194: 8.698719281173578e-08
Position 179: 6.06017394842621e-08
Position 14: 5.395169292234931e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 20504: 1.0000000000000002
Position 14900: 0.9758867035823594
Position 24903: 0.6977716076030073
Position 25187: 0.6366748625228954
Position 14197: 0.6349959311500939
Position 21816: 0.49980655288668424
Position 6990: 0.4915008030327805
Position 28757: 0.44926600497158414
Position 25166: 0.3624030729404057
Position 29890: 0.2918966781837712
Position 28014: 0.25293876130839044
Position 24121: 0.22844886036144071
Position 29138: 0.18249700353403683
Position 18917: 0.16340176099130402
Position 24215: 0.1605749478905332
Position 21520: 0.15880158636673758
Position 29348: 0.13547586436430153
Position 17115: 0.12681037365754208
Position 15145: 0.10760771565185824
Position 27395: 0.09926950415669446
Position 29208: 0.08941682192987273
Position 6911: 0.07567522115062994
Position 30074: 0.07056347321125034
Position 24846: 0.06802712257052006
Position 1331: 0.06773081666660166
Position 6175: 0.06357612606244968
Position 23133: 0.06337040198260914
Position 17173: 0.05968318839641703
Position 15594: 0.05893824072428882
Position 2954: 0.05218436720307316
Position 26002: 0.050318045283459165
Position 23632: 0.050047142900324776
Position 27978: 0.04650926955689662
Position 4989: 0.04446014122250825
Position 29313: 0.04413541843267656
Position 15148: 0.04333029482022846
Position 26050: 0.041216819417088636
Position 28555: 0.03859870013337023
Position 24166: 0.032793940131224
Position 21702: 0.032580287014044244
Position 29744: 0.03007169318435164
Position 26067: 0.02993319919596693
Position 6151: 0.028888883387035054
Position 2616: 0.027152181190572375
Position 29852: 0.02669110066464529
Position 23706: 0.025415240906140286
Position 4342: 0.02504462877166607
Position 30363: 0.024282253209596146
Position 25944: 0.022940186968014455
Position 20916: 0.022479033442209057
Position 27964: 0.02086884841157259
Position 5949: 0.020117981549678282
Position 23660: 0.01889795742597744
Position 29700: 0.01874237254442931
Position 4859: 0.018028088407768907
Position 28319: 0.017551268639934524
Position 27576: 0.017016539644767206
Position 24908: 0.015678177944942914
Position 583: 0.014801149321166962
Position 23136: 0.014422477893901803
Position 27841: 0.014172921352682022
Position 28155: 0.014037372247420844
Position 21327: 0.011832019849246643
Position 26996: 0.011678032763862582
Position 445: 0.010804326715835304
Position 28268: 0.010316240667585996
Position 23908: 0.010142930743177896
Position 20990: 0.010041770002556495
Position 5149: 0.010019585875673196
Position 2910: 0.009888400376820403
Position 28799: 0.009638021100369291
Position 25924: 0.009073651130685294
Position 21820: 0.008731521100436228
Position 21611: 0.008620056758572074
Position 653: 0.008512159016760472
Position 5797: 0.00850862438808889
Position 7834: 0.0078941420467712
Position 1287: 0.007472896078584582
Position 1251: 0.0073785882366493956
Position 28820: 0.007338949687176171
Position 30299: 0.006758360301392469
Position 26012: 0.00669325958367286
Position 4287: 0.006606338105293579
Position 28441: 0.006533756301575752
Position 28782: 0.0065172338847871
Position 21438: 0.006382627331870689
Position 6199: 0.00613381230477761
Position 28603: 0.005480218427550491
Position 21653: 0.00540406691359049
Position 24939: 0.00539940199776545
Position 671: 0.005164801299170105
Position 26031: 0.005067118681334757
Position 21061: 0.004326747482561727
Position 21364: 0.004314567523671059
Position 28285: 0.004097657489131231
Position 6970: 0.0039488602962462665
Position 4593: 0.003845152191706587
Position 30441: 0.003782335633854908
Position 21035: 0.0037039482974813563
Position 26520: 0.0036764557732862644
Position 6302: 0.0035892075011293304
Position 4708: 0.003435891473144873
Position 26746: 0.0033790449881867146
Position 21558: 0.0030233035363058476
Position 4350: 0.002997876576479646
Position 28767: 0.0029427654864383245
Position 21543: 0.0029253995672815477
Position 620: 0.002563506686229424
Position 27763: 0.002434770895417773
Position 30096: 0.002073918481530607
Position 2567: 0.0016426139023856304
Position 27518: 0.0015999542319520559
Position 28795: 0.0015833056303318658
Position 28786: 0.0014731800249498702
Position 21873: 0.0013316735623945912
Position 26953: 0.0013156068712814424
Position 22021: 0.0013145639144386643
Position 635: 0.0012794084139953106
Position 588: 0.0011395263308395592
Position 25857: 0.0011379374679510639
Position 26295: 0.0010809972102246769
Position 607: 0.0010453882921438785
Position 1099: 0.0010404204713694712
Position 27812: 0.0010286016749473245
Position 24733: 0.0010208034646929389
Position 27089: 0.001014375740232756
Position 26633: 0.000934628007252666
Position 2975: 0.0009131248764912923
Position 27675: 0.0008636271367959999
Position 22000: 0.0008620786537110762
Position 26122: 0.0008187377875822809
Position 26017: 0.0007300055631257095
Position 26738: 0.000700285591818868
Position 5063: 0.000690231707996999
Position 27424: 0.0006869051748018914
Position 26486: 0.0005354201248269065
Position 26227: 0.0004925328945187627
Position 1369: 0.0004744304846759076
Position 1080: 0.0004735432309501172
Position 27789: 0.00046632122127437313
Position 24253: 0.0004654975238016979
Position 20711: 0.00046366818112146915
Position 27913: 0.00042533587043828714
Position 26080: 0.00035902670484042157
Position 542: 0.00033903903271342004
Position 1589: 0.00032098066512726225
Position 28038: 0.0003169361333787996
Position 23290: 0.00030345925849751024
Position 28359: 0.0002990590737949151
Position 638: 0.00028601062055716496
Position 26315: 0.00023997854230255262
Position 29141: 0.00022027685651076356
Position 1466: 0.00021723069790270896
Position 27443: 0.0001411515296510904
Position 25127: 0.00013970108530733663
Position 1397: 0.00011957977838701777
Position 4767: 0.0001074769445523645
Position 26709: 9.750462101269497e-05
Position 21176: 9.62195467908048e-05
Position 27402: 8.81634377229296e-05
Position 27336: 7.28877281274737e-05
Position 25212: 7.285266110839855e-05
Position 2647: 6.742900650532758e-05
Position 5235: 6.654789144215952e-05
Position 26038: 6.474491873931789e-05
Position 25466: 6.39215833365439e-05
Position 30030: 6.153480218671569e-05
Position 4197: 6.084079592915764e-05
Position 3905: 5.540996911121611e-05
Position 27579: 4.871302691573688e-05
Position 3109: 4.595380352519692e-05
Position 2672: 4.3908175156082625e-05
Position 4144: 3.413925391879959e-05
Position 27844: 2.6669408085378666e-05
Position 27882: 2.4858844332620094e-05
Position 2781: 2.432925688396672e-05
Position 25910: 2.397944454980581e-05
Position 28086: 2.2092008938157704e-05
Position 25941: 2.161573950162279e-05
Position 3505: 2.1603634146922985e-05
Position 25099: 2.158873877675914e-05
Position 28103: 2.0843171329469326e-05
Position 4071: 2.074723442235812e-05
Position 2705: 1.907160734814401e-05
Position 2459: 1.8138244495146793e-05
Position 26921: 1.7725182372239645e-05
Position 25058: 1.7046930169520617e-05
Position 3577: 1.6684376064584192e-05
Position 4322: 1.5073331445177193e-05
