Gene = Pdcd1
index = 801
Annotated 5SS: [  139 11398 11844 12462]
Annotated 3SS: [11037 11681 12426 13014]
SMsplice 5SS: [   78 11398 11844]
SMsplice 3SS: [11125 11681 13014]
top_k =  1000
Partition function (log Z): -9.162239592779748

Sorted 5' Splice Sites (High to Low Probability):
Position 11844: 0.8732923333037003
Position 11398: 0.71532439073567
Position 78: 0.6057012445593528
Position 6504: 0.45212744338994404
Position 4032: 0.2820691351100053
Position 4262: 0.23858581963575645
Position 139: 0.22658275712225975
Position 12462: 0.2126296825804806
Position 6632: 0.18722587666121968
Position 292: 0.10795577532554562
Position 7874: 0.05613310656549698
Position 412: 0.04999996190922237
Position 4788: 0.030572261327305103
Position 4004: 0.023227614643570153
Position 12523: 0.019587201327957018
Position 305: 0.019354073958729633
Position 469: 0.01843894772427673
Position 11835: 0.0159410772886596
Position 65: 0.015666807448377812
Position 7416: 0.01493844247497248
Position 5956: 0.010389322226982876
Position 13299: 0.010253623687915362
Position 12868: 0.00947131085346182
Position 3777: 0.009009631801204206
Position 13658: 0.00892364251537791
Position 3977: 0.008703124061630403
Position 12842: 0.008484260408100783
Position 3458: 0.008044950033989808
Position 7728: 0.007383576704624258
Position 12814: 0.007233637235592819
Position 2246: 0.007086514399949972
Position 1787: 0.006858490458947461
Position 9551: 0.0062601922272327555
Position 4663: 0.00407983337208196
Position 1178: 0.003995693922163542
Position 862: 0.003754109988024938
Position 6538: 0.003677109559102938
Position 69: 0.0032529897666459637
Position 173: 0.0030428627205132753
Position 1767: 0.0027347056913861064
Position 5530: 0.002687646295980275
Position 3758: 0.0026568142853701875
Position 6233: 0.002544688070164214
Position 5463: 0.0018926211199095425
Position 10724: 0.0016466752174179476
Position 86: 0.0013297550449917527
Position 12847: 0.0011800446311117682
Position 3987: 0.0011045585972986702
Position 1185: 0.0008594223723837177
Position 1315: 0.0007484542722641009
Position 2785: 0.0006912827373143564
Position 11760: 0.0006778103407927502
Position 1200: 0.0006615898191847086
Position 5708: 0.0004739574572832643
Position 4166: 0.0004460082033673557
Position 4269: 0.0004344928602254162
Position 110: 0.00041639190387772614
Position 7410: 0.0003127502251828344
Position 501: 0.00014541261871912046
Position 416: 0.00013688883167049646
Position 1976: 0.00013421570133425684
Position 3750: 0.00013266026914470196
Position 2750: 0.0001174439962881398
Position 272: 2.2422030571019786e-05
Position 158: 1.1199117744162535e-05
Position 243: 9.888150912118174e-06
Position 128: 8.833959250575285e-06
Position 143: 6.7363671195058255e-06
Position 252: 5.714743361488799e-06
Position 177: 5.4582980379132534e-06
Position 2923: 4.489154229744738e-06
Position 102: 3.2624763432152166e-06
Position 374: 3.0242028537612292e-06
Position 203: 3.0190937388674485e-06
Position 214: 2.0861085351827422e-06
Position 666: 1.74457701325398e-06
Position 245: 1.0434405564463501e-06
Position 296: 9.902085014595923e-07
Position 539: 8.422386769141925e-07
Position 563: 4.931310553659068e-07
Position 627: 4.5082928819967e-07
Position 600: 4.341765707721312e-07
Position 659: 4.2052348439311656e-07
Position 754: 3.9555804217669633e-07
Position 1003: 2.0470274729643674e-07
Position 1031: 1.152703903757507e-07
Position 683: 1.0722463166136415e-07
Position 968: 8.688670065221313e-08
Position 1379: 7.61563396551582e-08
Position 1136: 4.773960612332103e-08
Position 575: 4.2669602156296435e-08
Position 1038: 3.991897838543399e-08
Position 378: 3.665965065292952e-08
Position 389: 1.907106503695292e-08
Position 401: 1.279952317287594e-13
Position 391: 4.453269616301702e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 11681: 0.8436211092285805
Position 6414: 0.6159922193143488
Position 11125: 0.413022971178509
Position 11037: 0.3123243433116
Position 3888: 0.2754318659491448
Position 13014: 0.25188736480659546
Position 4125: 0.18366417278034294
Position 12685: 0.16689112810092754
Position 12426: 0.14961626232520953
Position 12585: 0.09006445187008684
Position 13252: 0.0867649250312024
Position 13972: 0.07860504983414683
Position 12178: 0.07326399137776102
Position 11656: 0.07274638914829933
Position 12618: 0.05807880555921767
Position 7843: 0.04625025579709873
Position 351: 0.039375970183112154
Position 3920: 0.036929998609478334
Position 12621: 0.03482325855296082
Position 12376: 0.03360637264058298
Position 13540: 0.032986946860160064
Position 13864: 0.03111209897145831
Position 4165: 0.024180113593651992
Position 4107: 0.02233693014099187
Position 6537: 0.021855941730265237
Position 4621: 0.018124402085218427
Position 7218: 0.016417984933516486
Position 3632: 0.016346132299679253
Position 14109: 0.014022901795265903
Position 13017: 0.013977536153041144
Position 13046: 0.013580942196182407
Position 12148: 0.01343204924764314
Position 13020: 0.011319216240447428
Position 12729: 0.011176373059204237
Position 4629: 0.01063977316253696
Position 5819: 0.010153061134835988
Position 7548: 0.009789574536909266
Position 13147: 0.008562225413397236
Position 7710: 0.008444380321119063
Position 6371: 0.008078914315128454
Position 11079: 0.007571061573501178
Position 12593: 0.006905335222766191
Position 13311: 0.005879600090137271
Position 13197: 0.005462042897453741
Position 1072: 0.005050946882902307
Position 5417: 0.004565648777877894
Position 12113: 0.004484670903130983
Position 9291: 0.004195672310705536
Position 3404: 0.003948777546996397
Position 13886: 0.003806987362491643
Position 1559: 0.003578939414191779
Position 2118: 0.0033728498646514037
Position 7647: 0.003352193206573112
Position 9422: 0.003068033820626875
Position 712: 0.003060165224040674
Position 2153: 0.0029821106010629555
Position 1615: 0.002863354258995237
Position 4241: 0.0027910007843189033
Position 4347: 0.0026584151469957427
Position 6191: 0.0026198542349060456
Position 12522: 0.0023676904430675553
Position 406: 0.0023458813612731826
Position 3715: 0.002271939646993016
Position 189: 0.002134188230516342
Position 153: 0.002005747057284273
Position 14215: 0.0019790512544577096
Position 4504: 0.0019587750028412887
Position 10536: 0.0019266266786789508
Position 12510: 0.0019109612828175858
Position 4052: 0.0018131558454780783
Position 11987: 0.001724115150195983
Position 11592: 0.0016927570852175258
Position 3254: 0.001502723704954687
Position 304: 0.0015026517058229787
Position 280: 0.001471318921198489
Position 8209: 0.0014332803091187947
Position 11911: 0.0013928055600012958
Position 12018: 0.0013771245433433295
Position 378: 0.0013298060783962537
Position 3358: 0.0012990082900397155
Position 7441: 0.0012967826002630006
Position 1677: 0.0011508207485589953
Position 4680: 0.001031166314564485
