Gene = Sprr2h
index = 1021
Annotated 5SS: [40]
Annotated 3SS: [927]
SMsplice 5SS: [40]
SMsplice 3SS: [927]
top_k =  1000
Partition function (log Z): -8.150972982457608

Sorted 5' Splice Sites (High to Low Probability):
Position 40: 0.9778774279324693
Position 640: 0.03670870711612291
Position 723: 0.018024581391330466
Position 142: 0.010763449158724805
Position 224: 0.003941344169001487
Position 1039: 0.002846555464428548
Position 1311: 0.002074891707180387
Position 1275: 0.0020219383026547997
Position 808: 0.0011792834339959465
Position 494: 0.0009785221917196006
Position 10: 0.0008418560805417511
Position 1093: 0.0007714113548883064
Position 194: 0.0007287640429502526
Position 460: 0.0006241767446141143
Position 599: 0.0005263237223342487
Position 644: 0.0005179104974370014
Position 1012: 0.0004999182666165159
Position 1120: 0.0004897373168509854
Position 1066: 0.00047986824769765107
Position 323: 0.0003865641248792333
Position 1324: 0.0003349183362300546
Position 819: 0.00029971486969420914
Position 995: 0.0002862218121194518
Position 562: 0.0002191504816090434
Position 443: 0.000218641649577072
Position 1147: 0.0002100327507360466
Position 1252: 0.00018678328673375788
Position 231: 0.00015255943932430225
Position 166: 0.00014860863618199716
Position 630: 0.000122516547191745
Position 107: 0.00010412022088698916
Position 727: 9.450678781240901e-05
Position 399: 9.008754273223615e-05
Position 718: 8.838176990613802e-05
Position 137: 8.017425328595076e-05
Position 589: 7.51228717315603e-05
Position 130: 7.315179457115627e-05
Position 793: 7.152020670137426e-05
Position 1387: 6.76631607931844e-05
Position 755: 5.647175842693659e-05
Position 516: 5.2441694141878154e-05
Position 380: 4.56459624081818e-05
Position 1437: 3.5640957607471385e-05
Position 44: 3.4261065464364604e-05
Position 1174: 3.2884339941412577e-05
Position 403: 3.118264122823597e-05
Position 997: 3.1017359995568184e-05
Position 1416: 2.513004869275981e-05
Position 358: 2.4984204030223577e-05
Position 827: 2.2407756018543776e-05
Position 1026: 2.1899055506424342e-05
Position 671: 2.147530088602483e-05
Position 612: 1.8765161700836353e-05
Position 825: 1.814992662833568e-05
Position 1254: 1.4836649120645874e-05
Position 66: 1.3867750578303818e-05
Position 363: 1.3448112659433859e-05
Position 128: 1.2948330934682199e-05
Position 1410: 1.143630910652507e-05
Position 1053: 7.87494992969885e-06
Position 406: 6.57304164189774e-06
Position 705: 5.762942512910907e-06
Position 110: 6.987121362305649e-07
Position 200: 6.576674282862772e-07
Position 206: 5.168365022349614e-07
Position 355: 3.6654766225533326e-07
Position 1080: 3.335777469726001e-07
Position 1107: 6.40094822492304e-08
Position 397: 3.7589345912413496e-08
Position 682: 2.985582168733718e-08
Position 690: 1.6232251960619172e-08
Position 353: 1.164009433616857e-08
Position 914: 8.077633812976449e-09
Position 383: 4.3231276375797484e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 927: 0.40911922615729335
Position 402: 0.28821297851961486
Position 1249: 0.03740141972607455
Position 1174: 0.03207902460867219
Position 1210: 0.03150265121313133
Position 1207: 0.023166121020951985
Position 961: 0.0225217895925191
Position 1335: 0.022222569487339874
Position 549: 0.020709732977964426
Position 1360: 0.015157327193098551
Position 589: 0.014920103512520242
Position 1465: 0.01392238822586047
Position 1093: 0.013146641356165698
Position 1505: 0.012803520867378246
Position 1147: 0.012551978303143904
Position 1012: 0.009361166114869434
Position 636: 0.008561062045494021
Position 1066: 0.0076748947046996275
Position 1120: 0.007599443631234711
Position 191: 0.007499949483792719
Position 1039: 0.0072368428232776755
Position 703: 0.006410159189412085
Position 264: 0.0061157253886987865
Position 1551: 0.00564818495374644
Position 509: 0.005185546440327793
Position 964: 0.005024360930440382
Position 1462: 0.004361964278297954
Position 206: 0.0022219892793093215
Position 141: 0.0013811629077895547
Position 1395: 0.0009002800067473239
Position 1586: 0.0008333693526235145
Position 1252: 0.0008216714761339818
Position 379: 0.0007648096709183345
Position 967: 0.0006768843942131334
Position 522: 0.0006705704020150789
Position 935: 0.0006119512959200373
Position 350: 0.0005390281246504903
Position 677: 0.0005045549398322159
Position 1432: 0.00047580209636510957
Position 1154: 0.00041982750742794813
Position 1489: 0.00036412432764175174
Position 1100: 0.0003604304161116767
Position 705: 0.0003226685841500186
Position 1127: 0.00026690659752597875
Position 837: 0.00024765247569465674
Position 128: 0.00021092453784135257
Position 1046: 0.00020573039753371002
Position 1621: 0.0002041377087226127
Position 193: 0.00019879949065227106
Position 1019: 0.0001928389449883489
Position 1589: 0.00017490200453575572
Position 438: 0.0001705388996078025
Position 755: 0.00015241172926176992
Position 640: 0.00014578366465359784
Position 276: 0.0001430211271849418
Position 739: 0.00011936970579079716
Position 1264: 0.0001182740458891769
