Gene = Eloc
index = 372
Annotated 5SS: [   63  8930 11199]
Annotated 3SS: [ 8876 11054 13405]
SMsplice 5SS: [   23 11199]
SMsplice 3SS: [11054 13405]
top_k =  1000
Partition function (log Z): -11.137726273014728

Sorted 5' Splice Sites (High to Low Probability):
Position 11199: 0.8301095160252615
Position 9558: 0.5382857515654816
Position 23: 0.4579757161891556
Position 63: 0.2798602528414852
Position 8930: 0.16746696586060122
Position 10360: 0.11988528977148524
Position 269: 0.09272147503218488
Position 589: 0.08699281095113578
Position 8945: 0.058586240996831566
Position 11203: 0.05433106644374719
Position 9286: 0.04998203691638762
Position 2585: 0.046604785902570084
Position 6290: 0.04311122883183126
Position 2646: 0.04277983970592874
Position 13498: 0.03640682269988278
Position 3533: 0.02658792134820664
Position 10588: 0.026405944482099156
Position 503: 0.0263824945044171
Position 298: 0.02530160957083636
Position 111: 0.024854354835896597
Position 5472: 0.016374505122389298
Position 2650: 0.016319314503741095
Position 3232: 0.016188145822082427
Position 3287: 0.016049275791844602
Position 3856: 0.014313824091082644
Position 3870: 0.014191331008493312
Position 8811: 0.013706276384196041
Position 2533: 0.012421889116720417
Position 80: 0.009977816742070326
Position 8383: 0.008383001173042592
Position 11929: 0.007927238332458357
Position 13916: 0.007171201292396692
Position 7723: 0.006857685451849261
Position 9634: 0.004900494596454674
Position 12933: 0.0033635209300050236
Position 7125: 0.0033207759140685845
Position 2492: 0.0032455244705766966
Position 12670: 0.0031832852416238525
Position 8801: 0.0026388889312090255
Position 9571: 0.002627554368369594
Position 11101: 0.0022908309297847585
Position 11212: 0.0011750902436242052
Position 44: 0.0007386047776665105
Position 792: 0.0007119356632176293
Position 1222: 0.0006405784399366592
Position 392: 0.0006028991883353795
Position 10345: 0.0005539611677409735
Position 10450: 0.0005422288726667802
Position 522: 0.0004780587491457841
Position 2758: 0.00024072695175782446
Position 1880: 0.00022514074105642383
Position 3236: 0.00015244109984701262
Position 3254: 0.000152125059488457
Position 2073: 0.0001489869745066526
Position 1553: 0.00013001776859656767
Position 1466: 0.00012596325763320856
Position 2577: 0.00010084443870019232
Position 869: 9.581696237496068e-05
Position 115: 8.59460434072224e-05
Position 194: 4.2899484127786746e-05
Position 273: 4.180523503344488e-05
Position 913: 3.7129745910745466e-05
Position 1540: 3.560374752307266e-05
Position 1897: 3.468604182748949e-05
Position 3647: 3.4640759857876185e-05
Position 1892: 3.221360920096262e-05
Position 69: 3.1923267850118474e-05
Position 636: 2.9603041633595366e-05
Position 1934: 2.6696276100844786e-05
Position 1740: 2.3031601326630224e-05
Position 10621: 2.041297202195766e-05
Position 32: 1.9883734206606583e-05
Position 345: 1.9403499437436934e-05
Position 340: 1.9147335773399128e-05
Position 1218: 1.8568046446537625e-05
Position 862: 1.48795063385772e-05
Position 1047: 1.2882252367386313e-05
Position 876: 1.2300116349308325e-05
Position 3355: 1.2109861983670384e-05
Position 1034: 1.1734757477475876e-05
Position 1648: 1.1243722628497174e-05
Position 3037: 1.0010037548268012e-05
Position 67: 8.959314581304059e-06
Position 414: 6.8931162843823036e-06
Position 3321: 5.141401521120764e-06
Position 2453: 4.869414576212373e-06
Position 376: 1.5093272757346307e-06
Position 846: 8.625105860270949e-07
Position 27: 4.184924308911315e-07
Position 239: 2.848961632430887e-07
Position 139: 1.0968274018393707e-07
Position 400: 1.02363694055402e-07
Position 164: 8.156101054307309e-08
Position 17: 2.6416883486773417e-08
Position 481: 2.1834574483588464e-08
Position 424: 1.6406173513624028e-08
Position 1686: 1.4848489829125278e-08
Position 2239: 1.4709432892285307e-08
Position 2259: 1.1984657230501598e-08
Position 1665: 8.768275312263124e-09
Position 2139: 8.30674195657372e-09
Position 609: 8.058287888099835e-09
Position 594: 5.354837908099589e-09
Position 2019: 4.160275174797744e-09
Position 406: 7.941655755803369e-10
Position 692: 7.660845664623593e-11
Position 648: 4.7350913819327257e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11054: 0.8935501474868491
Position 13405: 0.7895370375796961
Position 9473: 0.5517565757275535
Position 8718: 0.17150376689237085
Position 10275: 0.1409661187230879
Position 2388: 0.1071722608229983
Position 8876: 0.07260345830445936
Position 14433: 0.048760829623231985
Position 8991: 0.041008318839205235
Position 6200: 0.037869720887719345
Position 11741: 0.028837289976895764
Position 3719: 0.02670506608055307
Position 3485: 0.02322362420717831
Position 3171: 0.017614482141825653
Position 3146: 0.016667189187592947
Position 12130: 0.015149463563688188
Position 9830: 0.014305924319799265
Position 10476: 0.01363792605289975
Position 13676: 0.012603801260100626
Position 5309: 0.011896680743850929
Position 11605: 0.010948218623012795
Position 2491: 0.010310148466423655
Position 9026: 0.009839339442773142
Position 13744: 0.009659512395339643
Position 13497: 0.009223663414362098
Position 13944: 0.008976098480342748
Position 8159: 0.008834125267668263
Position 11772: 0.008165428926704224
Position 13047: 0.007886568178084717
Position 13915: 0.007283756908502112
Position 7633: 0.007005003126038735
Position 13218: 0.0069689506016039
Position 12781: 0.006399612022120469
Position 13747: 0.0057202249405478136
Position 6204: 0.005335702892095506
Position 11980: 0.005185102474685532
Position 12528: 0.005098498197197075
Position 9991: 0.004639794335843033
Position 13410: 0.00446173953728562
Position 11542: 0.0039888131120987625
Position 11877: 0.002718780307668516
Position 2574: 0.0026878499950976683
Position 3502: 0.00258543704181735
Position 424: 0.002571935996570104
Position 11952: 0.0021254014654617966
Position 13260: 0.0019996622782604044
Position 14104: 0.001844011767479267
Position 5369: 0.0018435862003850735
Position 460: 0.0016828928218785367
Position 9633: 0.00151807668457854
Position 466: 0.001403721964580575
Position 2393: 0.001361085794021329
Position 11909: 0.0012542215289810623
Position 3499: 0.0012241748033442444
Position 11824: 0.001202983838660289
Position 5312: 0.0012007981103786033
Position 6909: 0.001138179622117503
Position 14878: 0.0010326970951988347
Position 5329: 0.0010249456550334027
Position 323: 0.0010056480550641612
Position 2520: 0.001005139129962188
Position 6748: 0.0009881898457474159
Position 11842: 0.0008888437301143817
Position 12419: 0.0007568580639557775
Position 3730: 0.000749064650198373
Position 12760: 0.0007060557315215809
Position 6792: 0.0006630116188526534
Position 13633: 0.0006581279183409936
Position 7106: 0.000568712878645815
Position 5414: 0.0005331736480372786
Position 13514: 0.0004969033890479685
Position 212: 0.0004726106417139564
Position 11920: 0.0004523428700328688
Position 9665: 0.00044693260498316446
Position 2851: 0.0004328678026690775
Position 3414: 0.00039618467139819057
Position 1833: 0.00028823445573308994
Position 431: 0.0002630911436735427
Position 571: 0.00016821627739312586
Position 106: 0.0001346067753400306
Position 8475: 0.00011987973434514652
Position 1365: 9.568075705422158e-05
Position 2691: 9.431741362218842e-05
Position 1707: 8.370948553602863e-05
Position 8126: 7.774327480377798e-05
Position 690: 7.228074911009052e-05
Position 1781: 7.136501968096583e-05
Position 1620: 6.797122100482953e-05
Position 4550: 5.755771944542901e-05
Position 7297: 5.4683058927720876e-05
Position 5130: 5.1288532179132604e-05
Position 2865: 4.640802434882141e-05
Position 4446: 4.345364874457696e-05
Position 4893: 4.05299519751333e-05
Position 437: 3.999574802054172e-05
Position 1357: 3.8688569286258094e-05
Position 4408: 3.598004729629142e-05
Position 1428: 3.248467092127823e-05
Position 2934: 3.060528976446961e-05
Position 1018: 2.9983635680294696e-05
Position 7960: 2.9529861965513422e-05
Position 178: 2.8083728409705496e-05
Position 1726: 2.756201042519679e-05
Position 4787: 2.6283581443584387e-05
Position 4897: 2.427652425712727e-05
Position 4004: 2.392621292369643e-05
Position 1031: 1.9945697414504815e-05
Position 1799: 1.8471795764187756e-05
Position 139: 1.846033045290175e-05
Position 7357: 1.742683277766094e-05
Position 1793: 1.717719277525722e-05
Position 779: 1.7078839381219365e-05
Position 1046: 1.6698999021284936e-05
Position 4941: 1.574230622258606e-05
Position 661: 1.530754972401309e-05
Position 1212: 1.3490113180026958e-05
Position 2931: 1.303894591492734e-05
Position 2983: 1.2593594361440598e-05
Position 6448: 1.2250739821648011e-05
Position 5163: 1.1900481420280944e-05
Position 2533: 1.1855049618864248e-05
Position 4912: 1.1470197419058752e-05
Position 6542: 1.1079813206200551e-05
Position 4096: 1.0577288375984151e-05
Position 7603: 1.0001480540714311e-05
Position 1255: 9.937086713788017e-06
Position 2435: 9.917323704746622e-06
Position 5917: 9.606063223422121e-06
Position 913: 8.885079572599934e-06
Position 259: 7.945417530857969e-06
Position 829: 7.922863431674458e-06
Position 2438: 7.781075285514817e-06
Position 2500: 7.500693476341711e-06
Position 1504: 7.29170414120235e-06
Position 4051: 7.227862938606467e-06
Position 4255: 7.188471297289626e-06
Position 2644: 6.324343350365408e-06
Position 695: 5.5341789153577225e-06
Position 1842: 5.488121742660958e-06
Position 2003: 5.001373859508437e-06
Position 236: 4.661947457836539e-06
Position 1277: 4.5381743042091985e-06
Position 954: 4.157036319502543e-06
Position 1038: 3.3224713227825787e-06
Position 620: 2.6275402355688845e-06
Position 3363: 2.603871690031898e-06
Position 3922: 2.5766267871504617e-06
Position 737: 2.504450372484271e-06
Position 1442: 2.3544616496787823e-06
Position 444: 1.4437814956067589e-06
Position 481: 1.4340138588535255e-06
