Gene = Mrpl46
index = 707
Annotated 5SS: [ 283 1690 2652]
Annotated 3SS: [1502 2477 7363]
SMsplice 5SS: [ 283  983 1690 2652]
SMsplice 3SS: [ 889 1502 2543 5307]
top_k =  1000
Partition function (log Z): -0.9173385200217572

Sorted 5' Splice Sites (High to Low Probability):
Position 283: 0.983806168148682
Position 1690: 0.9608220696602693
Position 983: 0.7173778152185101
Position 2652: 0.48590426746246734
Position 5002: 0.4289870132752107
Position 2750: 0.2904812717584015
Position 3660: 0.2426325379625303
Position 5438: 0.15804305951157518
Position 3378: 0.14126687596682108
Position 1039: 0.09398894892408198
Position 6025: 0.07484874120708149
Position 4963: 0.07230501374273367
Position 660: 0.05906554506292864
Position 4438: 0.04481274150356722
Position 2062: 0.03516697816897843
Position 4349: 0.031417209324991514
Position 3246: 0.031177704824436343
Position 5442: 0.031001938703160616
Position 134: 0.028334249629931266
Position 6551: 0.027276523488151506
Position 2068: 0.02641664952116368
Position 2693: 0.0232255884716261
Position 4985: 0.022523013099750997
Position 757: 0.01799800267445195
Position 3637: 0.016157820160930477
Position 3395: 0.014346546819243782
Position 5419: 0.01110456511629828
Position 7192: 0.009080258782470417
Position 5517: 0.009078006032130692
Position 810: 0.008471890413047307
Position 73: 0.00575633838489291
Position 123: 0.005727656736319138
Position 38: 0.005149476000140767
Position 6858: 0.00502949198382548
Position 306: 0.003110525799698403
Position 6271: 0.0028055925848741083
Position 1298: 0.002738044550266186
Position 2954: 0.002683998480758419
Position 5433: 0.002668301010196577
Position 1664: 0.0026640562820506317
Position 1509: 0.00265596962602495
Position 6240: 0.0025018378387936437
Position 750: 0.002492387779784592
Position 2085: 0.002450330812553539
Position 7060: 0.0024437194013148585
Position 6259: 0.002288106859992288
Position 1144: 0.002228028051818448
Position 1799: 0.0020484687461507743
Position 1007: 0.0018689026227292067
Position 3216: 0.0017869657615814081
Position 6367: 0.0017622573053959498
Position 362: 0.001717762004181776
Position 1643: 0.0016428997372043234
Position 3852: 0.0015503368506625914
Position 1431: 0.0014162901507175005
Position 7588: 0.0011914743912820804
Position 6210: 0.00112065631996584
Position 3898: 0.001119860266591626
Position 5455: 0.0010965494158227983
Position 459: 0.001093503524506246
Position 4370: 0.0009334777411547602
Position 729: 0.0009168269354142161
Position 7541: 0.0008558541378932153
Position 890: 0.0008417462827041529
Position 3895: 0.0008215667582970285
Position 444: 0.0006818238337451504
Position 432: 0.0006163667209827272
Position 80: 0.0005958784134477945
Position 2368: 0.0005385209246389313
Position 2762: 0.0005212095826142283
Position 2072: 0.0005186931284730407
Position 1822: 0.000472955279211454
Position 1694: 0.0004402830398097791
Position 3692: 0.00042636673702976075
Position 975: 0.00032868113073074984
Position 2588: 0.0002849941143564898
Position 629: 0.00022752983306788553
Position 1758: 0.0001796517671516358
Position 338: 0.0001654274719546271
Position 1115: 0.00016067924952974636
Position 327: 0.0001587999405620153
Position 1287: 0.00014807247896662262
Position 830: 0.00013998733817439878
Position 269: 0.00013820243911244208
Position 665: 0.0001380561876007273
Position 2158: 0.00013222423179433626
Position 1278: 0.00012577398851556856
Position 3576: 0.00012511245329370824
Position 502: 0.00011303402263937866
Position 3963: 0.00010916668098747413
Position 908: 9.705539515679299e-05
Position 814: 9.672243249159257e-05
Position 740: 6.858126204787835e-05
Position 1232: 6.643370765965241e-05
Position 9: 6.407738739236049e-05
Position 623: 6.239993345063554e-05
Position 713: 5.975274280613888e-05
Position 864: 5.356344445362705e-05
Position 1249: 5.080599054943393e-05
Position 426: 5.051749051728654e-05
Position 1392: 4.291832619797896e-05
Position 1369: 4.271037699736336e-05
Position 635: 4.11822859500891e-05
Position 2825: 3.9750574492955985e-05
Position 536: 3.722683132777687e-05
Position 718: 2.7969938654744978e-05
Position 4757: 2.5235068816528263e-05
Position 2375: 2.5150115282142188e-05
Position 371: 1.964479965662306e-05
Position 45: 1.7604481514283933e-05
Position 693: 1.5543705980573385e-05
Position 2988: 1.4492071375543638e-05
Position 387: 1.2761137304958082e-05
Position 1043: 1.2257577474927389e-05
Position 470: 1.1259610452701377e-05
Position 180: 1.086670068715459e-05
Position 1399: 1.0598878558751397e-05
Position 1896: 9.911746118590638e-06
Position 1065: 8.828636583940025e-06
Position 1097: 8.406099281701899e-06
Position 1224: 8.285610194589848e-06
Position 1309: 7.694320540817708e-06
Position 1289: 7.4926793928785215e-06
Position 715: 6.0402767169234415e-06
Position 611: 5.378328241271502e-06
Position 2854: 3.51298542832842e-06
Position 3648: 3.3504563779858726e-06
Position 291: 3.3133346600732493e-06
Position 407: 3.0942052559472785e-06
Position 602: 3.08451915805722e-06
Position 783: 2.8113410616531957e-06
Position 143: 2.691830641856526e-06
Position 1014: 2.6443506704797874e-06
Position 925: 2.452668356258178e-06
Position 606: 2.402240035274458e-06
Position 3607: 2.3155058671439383e-06
Position 3697: 1.881293957630327e-06
Position 6863: 6.892079496425826e-07
Position 6187: 6.805948539228157e-07
Position 137: 6.711039486171254e-07
Position 3670: 6.245328501568071e-07
Position 439: 4.562409140258444e-07
Position 461: 2.846011103914271e-07
Position 165: 2.6949048708527015e-07
