Gene = Insc
index = 580
Annotated 5SS: [   241  23267  45532  46533  48328  58827  65963  83440  89166  96424
  99407 100763]
Annotated 3SS: [ 23165  45185  46479  48203  58712  65836  83267  88986  96356  99250
 100685 104049]
SMsplice 5SS: [   241    567  21349  23267  41995  45308  46533  48328  50452  58827
  65963  83440  89166  96046  96424  99407 100763 103394]
SMsplice 3SS: [   462  21146  23165  41819  45185  46418  48203  50226  58712  65836
  83267  88986  95933  96356  99250 100685 103297 104049]
top_k =  1000
Partition function (log Z): -62.65312738517694

Sorted 5' Splice Sites (High to Low Probability):
Position 567: 0.7491618027780297
Position 241: 0.6355925973361405
Position 10949: 0.4304552805424036
Position 3123: 0.29141418116357976
Position 6948: 0.2659013295204674
Position 3269: 0.2442703766216708
Position 2672: 0.19738932700302236
Position 4284: 0.07250447338659999
Position 574: 0.05981242639871004
Position 245: 0.05869198441697665
Position 4159: 0.058050248039829264
Position 3245: 0.052939370477582536
Position 7411: 0.04153873062795233
Position 56: 0.028554703208066256
Position 333: 0.022832807618970802
Position 182: 0.022187754368666417
Position 369: 0.020564828042984838
Position 4374: 0.01586734736747578
Position 4187: 0.015355445754450265
Position 11743: 0.014568358604099968
Position 476: 0.013904660195625067
Position 8141: 0.012942623419829324
Position 349: 0.012729718151110488
Position 359: 0.012396551525655644
Position 12515: 0.011174989339605968
Position 1573: 0.009665033121590033
Position 779: 0.006970886061375904
Position 581: 0.0067759134020286965
Position 2360: 0.006120624730991138
Position 925: 0.0047975975504694806
Position 1629: 0.004267932618461762
Position 1900: 0.0021250642924466835
Position 1602: 0.0013047885535987839
Position 787: 0.0007120912883234808
Position 2232: 0.0005975343844828219
Position 2848: 0.00043869007904788775
Position 1280: 0.00042963528543585707
Position 85: 0.0003931396234738778
Position 93: 0.00030144581854302667
Position 463: 0.0002798398246105428
Position 363: 0.00025574650136486624
Position 375: 0.0002147994040042456
Position 230: 0.00019886753585544132
Position 1830: 0.00018920380251361016
Position 343: 0.00017893186527440818
Position 355: 0.00013284208390481844
Position 311: 0.00013054490710450906
Position 1423: 8.985200347889455e-05
Position 335: 5.491345383399476e-05
Position 170: 5.186091487390473e-05
Position 1295: 3.239023210549321e-05
Position 389: 3.167745377994383e-05
Position 225: 2.624857208678805e-05
Position 431: 2.4351254114048916e-05
Position 903: 2.4256784917834474e-05
Position 314: 2.2245761441636006e-05
Position 1472: 2.1701950002517307e-05
Position 3460: 2.0502843058278696e-05
Position 128: 1.1356893325120497e-05
Position 379: 5.698694701822658e-06
Position 549: 5.069620935013135e-06
Position 1418: 4.4214278087096076e-06
Position 1399: 4.1158114042287835e-06
Position 674: 3.9250284012566075e-06
Position 373: 3.841530052151755e-06
Position 2062: 3.300804024999696e-06
Position 433: 3.2409329427298803e-06
Position 341: 3.192392274847519e-06
Position 347: 2.8767920589689857e-06
Position 625: 2.86286195334887e-06
Position 746: 2.330283216687631e-06
Position 1104: 2.1772999039522387e-06
Position 1101: 2.1181578076160113e-06
Position 1536: 1.2933230081584223e-06
Position 26: 1.1012578436564643e-06
Position 123: 8.869352646420654e-07
Position 398: 7.503531677434621e-07
Position 46: 7.268092326000479e-07
Position 1365: 5.270593548404186e-07
Position 435: 4.782271632677295e-07
Position 437: 4.4547636749475077e-07
Position 1489: 2.8415871582849285e-07
Position 423: 2.5854183931814233e-07
Position 406: 2.0139788212043706e-07
Position 584: 1.9561855598843517e-07
Position 1767: 1.7067290958852598e-07
Position 439: 1.1040492175915919e-07
Position 3159: 7.035275410411372e-08
Position 1391: 5.5576161617378693e-08
Position 3225: 5.299645766038008e-08
Position 3101: 4.722176682827623e-08
Position 1208: 1.7663256771205353e-08
Position 1241: 1.5841520706812367e-08
Position 1076: 1.5350640529924423e-08
Position 678: 6.001589975878897e-13
Position 441: 2.6981104407760323e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 10700: 0.5620687167818501
Position 462: 0.43815027182502897
Position 3018: 0.38372975766091527
Position 6830: 0.30548987492260415
Position 11624: 0.13198694039927195
Position 2537: 0.11059231864938229
Position 14353: 0.10350768944994379
Position 12186: 0.10194715799081397
Position 2948: 0.09078993705937892
Position 475: 0.07537656272628573
Position 14004: 0.07008210634772137
Position 7103: 0.06624885120921081
Position 4179: 0.0659358832013441
Position 3122: 0.06474017736518085
