Gene = Flad1
index = 413
Annotated 5SS: [  80  706 3442 4455 6009 6283 8468]
Annotated 3SS: [ 482 2696 4306 5909 6092 8393 8561]
SMsplice 5SS: [  80 4455 8468]
SMsplice 3SS: [4306 8393 8561]
top_k =  1000
Partition function (log Z): -6.446088047302803

Sorted 5' Splice Sites (High to Low Probability):
Position 4455: 0.8690069466925113
Position 8468: 0.5902429206999882
Position 3442: 0.4305437970670267
Position 80: 0.402249539610341
Position 706: 0.3310959920164445
Position 6009: 0.3175435946921344
Position 9464: 0.2981193477827096
Position 303: 0.24472671419705275
Position 118: 0.19594592773270628
Position 6283: 0.1437150964626521
Position 822: 0.12345117815954404
Position 8694: 0.08371644400185539
Position 5755: 0.07857882802730162
Position 6093: 0.07539641250820046
Position 2760: 0.06055468250038868
Position 1007: 0.054188122623870426
Position 3412: 0.04836295832539025
Position 507: 0.04761471614199622
Position 6143: 0.04249524421596996
Position 191: 0.0415269272060227
Position 3176: 0.03374962503126709
Position 239: 0.017805869899935402
Position 441: 0.016488862162595506
Position 8473: 0.013842272269682872
Position 8562: 0.012941626312887233
Position 46: 0.012791601895976792
Position 8490: 0.011515017713821291
Position 2811: 0.011344729353009826
Position 6931: 0.011052880671430735
Position 8756: 0.010909748458610083
Position 1330: 0.010541563793300991
Position 211: 0.010362440042146497
Position 765: 0.009479366945125592
Position 4034: 0.007978525408138953
Position 4684: 0.006439629612507168
Position 4566: 0.005910626070699397
Position 5761: 0.005081225641728656
Position 394: 0.004546171398016511
Position 3990: 0.00440194685831656
Position 3793: 0.0038499630040532288
Position 375: 0.0035525787058786748
Position 8760: 0.003025648030340015
Position 8645: 0.002704375717375946
Position 7237: 0.002532835339029452
Position 133: 0.0017765895997013538
Position 122: 0.001650177627957404
Position 3607: 0.001642272244974792
Position 3019: 0.001534450772762499
Position 6122: 0.0015181284627559914
Position 6336: 0.001470986520244537
Position 2332: 0.0014356983808817845
Position 110: 0.0013298863861665776
Position 5139: 0.0012121953562319408
Position 9302: 0.0010389125087592926
Position 1228: 0.001027296306652811
Position 400: 0.0007616038319435111
Position 9703: 0.0006433619061557061
Position 8824: 0.0006130482785660441
Position 2790: 0.0006085489780415344
Position 6843: 0.0005056182702124132
