Gene = Pif1
index = 816
Annotated 5SS: [  92 1235 1978 2181 2445 2668 2895 4700 5071 6190 6443 7419]
Annotated 3SS: [ 423 1844 2054 2290 2552 2787 4559 4963 6101 6296 7226 7620]
SMsplice 5SS: [ 139 1235 1978 2181 2445 2668 2895 4700 5071 6190 6443 7419]
SMsplice 3SS: [1102 1844 2054 2290 2552 2787 4550 4963 6101 6296 7312 7620]
top_k =  1000
Partition function (log Z): 20.272793567260127

Sorted 5' Splice Sites (High to Low Probability):
Position 5071: 0.9952375292532137
Position 6190: 0.9813552941994589
Position 2668: 0.9749890128978034
Position 1978: 0.970281953821674
Position 2895: 0.9692994623357407
Position 7419: 0.8892365528431292
Position 2445: 0.8747074336930414
Position 2181: 0.8124686259850149
Position 1235: 0.7607669739138536
Position 4700: 0.7428034217940522
Position 139: 0.7023052894796908
Position 6443: 0.6265684552995833
Position 840: 0.5457744523396816
Position 390: 0.4411341585033859
Position 5498: 0.29826516117282403
Position 92: 0.1648158649305961
Position 5458: 0.1194002818004886
Position 586: 0.11398272473909221
Position 5965: 0.08983593649714915
Position 7046: 0.07590904728695344
Position 4739: 0.07093549938847267
Position 2206: 0.04055118384106588
Position 6594: 0.03896414637914302
Position 5476: 0.028168286875507934
Position 4827: 0.026689658103919153
Position 7784: 0.025220570112541564
Position 2886: 0.02415915075244057
Position 189: 0.02152069979149286
Position 8197: 0.016208418511388024
Position 2449: 0.01543679582279996
Position 6365: 0.014206400711486407
Position 3289: 0.013884345578528896
Position 4609: 0.013515756741854344
Position 1230: 0.011882633227297861
Position 6462: 0.011589783089384634
Position 6308: 0.010518704979458051
Position 749: 0.009281848544234262
Position 1518: 0.008149437441775797
Position 149: 0.007212180937590213
Position 4002: 0.006438446687425383
Position 2348: 0.005495066438204316
Position 3138: 0.005281348544922696
Position 5465: 0.005064988763506886
Position 2187: 0.00458254958523539
Position 153: 0.004341006615690208
Position 3064: 0.0039852215808224584
Position 4435: 0.003955236818760555
Position 1301: 0.003883311230782293
Position 1412: 0.003751692587877827
Position 2109: 0.0030787565431975826
Position 356: 0.0030293294790964278
Position 6162: 0.0026302877676039394
Position 5940: 0.0023726791020325616
Position 8077: 0.0021322875576626024
Position 2881: 0.002023311278810388
Position 742: 0.0020231470285207095
Position 1380: 0.002000474693796205
