Gene = Mlec
index = 680
Annotated 5SS: [ 377 7364 7972 8111]
Annotated 3SS: [ 7184  7794  8052 10034]
SMsplice 5SS: [ 377 5894 7364 7724 7972 8111]
SMsplice 3SS: [ 5793  7184  7610  7794  8052 10034]
top_k =  1000
Partition function (log Z): 1.493644056728305

Sorted 5' Splice Sites (High to Low Probability):
Position 7972: 0.9775949202417619
Position 7364: 0.9084710473280156
Position 377: 0.8747268583983168
Position 8111: 0.8504615460771078
Position 7724: 0.8419285900814053
Position 13257: 0.8021483921360003
Position 5894: 0.47317015004275575
Position 12216: 0.345199452752915
Position 13606: 0.33425741092913364
Position 12090: 0.24832600160318558
Position 9790: 0.23056701105035984
Position 1020: 0.13149414533631254
Position 5877: 0.13020560439717205
Position 8155: 0.12135212962625902
Position 5590: 0.11667051525489257
Position 10261: 0.10173502348593949
Position 7683: 0.08413991609835957
Position 3089: 0.0826148589930289
Position 890: 0.07731742077697533
Position 10145: 0.07649728081795869
Position 367: 0.06394117102016451
Position 11904: 0.054066990513970785
Position 12627: 0.0433679028729891
Position 11823: 0.04095548807405238
Position 12367: 0.036700247031446025
Position 13911: 0.03326949440204252
Position 12623: 0.03161471501245861
Position 62: 0.031145432514635182
Position 1045: 0.03111775534134505
Position 12965: 0.02996333114006014
Position 1015: 0.027783875076200063
Position 7286: 0.026881292118471952
Position 7337: 0.02607196375499993
Position 977: 0.02305336974645665
Position 7258: 0.017909552183175394
Position 14167: 0.017593353353807153
Position 9847: 0.01738894913125335
Position 13629: 0.01719920208963207
Position 10803: 0.012596210316453414
Position 3352: 0.012448605195643954
Position 7606: 0.009659848723271663
Position 11552: 0.008749830729815018
Position 5460: 0.008169244755326766
Position 14617: 0.008008230380411185
Position 1005: 0.007957519152192068
Position 111: 0.007809598576251238
Position 9600: 0.00684121243069694
Position 6612: 0.006678919360016019
Position 8296: 0.006598554634842343
Position 5796: 0.006385562987563764
Position 7930: 0.006057861294564344
Position 727: 0.005773590524270336
Position 14003: 0.004736725509540892
