Gene = Rbm48
index = 890
Annotated 5SS: [ 620 1331 4916 6363]
Annotated 3SS: [ 1139  4769  5781 11777]
SMsplice 5SS: [ 250 1331 4916]
SMsplice 3SS: [ 1139  4769 11777]
top_k =  1000
Partition function (log Z): -3.5502812591109447

Sorted 5' Splice Sites (High to Low Probability):
Position 4916: 0.9871920713889241
Position 250: 0.8109601507773531
Position 1331: 0.6441705067738855
Position 6363: 0.5027178451673386
Position 620: 0.28792567587041973
Position 5694: 0.23111966087366437
Position 7459: 0.17688461561563515
Position 4405: 0.15949581809771962
Position 5872: 0.14729148321402366
Position 77: 0.10203925885070304
Position 6289: 0.07181426226418527
Position 4077: 0.06943423115364993
Position 5136: 0.0575424866054938
Position 3161: 0.055921753468661496
Position 11879: 0.054432882285415034
Position 7395: 0.053078800168131
Position 1663: 0.05085797676144226
Position 4567: 0.047711684521904614
Position 9253: 0.04092152491342286
Position 1237: 0.030540193844991573
Position 9259: 0.022392276470780036
Position 5689: 0.021090894299526357
Position 6787: 0.019447780785333976
Position 882: 0.018978758879799367
Position 11989: 0.01682012542330611
Position 7984: 0.014886723770921319
Position 9712: 0.013842269440083169
Position 769: 0.010092741716593816
Position 8637: 0.008806875576678303
Position 8082: 0.006537005122256284
Position 7979: 0.006463020964318908
Position 5845: 0.006178808925068452
Position 4458: 0.006017374129262681
Position 4241: 0.0056780170953119385
Position 794: 0.00567415786623353
Position 206: 0.004891338094846398
Position 5235: 0.004601313055786752
Position 670: 0.004295839318897066
Position 8025: 0.004122201447173188
Position 4925: 0.004072261927304334
Position 5657: 0.003875104061486306
Position 886: 0.003208251040880647
Position 4434: 0.0026142787218280963
Position 3725: 0.0026091265078003662
Position 6256: 0.0025298348982452697
Position 778: 0.002322298671768952
Position 836: 0.002196241600890163
Position 6657: 0.0018425085257156536
Position 1341: 0.001561091909396359
Position 4140: 0.0015491029152786336
Position 1140: 0.0014984709107842902
Position 7936: 0.0014586954924922682
Position 6368: 0.0014520489973631674
Position 3924: 0.001445865046326984
Position 3595: 0.0014123382001813558
Position 5221: 0.0011339747264007337
Position 1589: 0.0009496950747877011
Position 2072: 0.0008544346067667464
Position 566: 0.0007836571062005866
Position 614: 0.0007643450502736335
Position 35: 0.0007308869402307617
Position 11872: 0.0007006842428115157
Position 1232: 0.000688366031091846
Position 11883: 0.0005723759650166739
Position 6264: 0.000568933038347485
Position 2990: 0.000529658697660048
Position 3698: 0.0005032641173089371
Position 2142: 0.0004369863735004061
Position 2518: 0.00043520378902929226
Position 625: 0.0004305372622686509
Position 5637: 0.0003981789533440186
Position 1953: 0.000396471202935157
Position 7: 0.000371722652946571
Position 429: 0.00035111374641967375
Position 1019: 0.0003070792898817899
Position 5076: 0.0003012273507407568
Position 119: 0.0002868868382623951
Position 1795: 0.00026399538076560855
Position 6040: 0.0002524899606788477
Position 3876: 0.00022923289789166074
Position 4243: 0.00022903429440316797
Position 245: 0.00022041938293517634
Position 398: 0.00021880561491112875
Position 985: 0.00018236158549187902
Position 1250: 0.0001757201741410376
Position 2442: 0.00016953019729637654
Position 3091: 0.0001649822547999735
Position 554: 0.00015082837241694067
Position 132: 0.00014845103959703362
Position 3065: 0.00014682911082480486
Position 1772: 0.00014549059415286175
Position 539: 0.00013119738887393286
Position 5662: 0.00012022964819857502
Position 4927: 0.00010790894420149437
Position 570: 8.894806560871188e-05
Position 2152: 6.830207607412523e-05
Position 389: 5.751871639848007e-05
Position 1409: 5.1167881520434264e-05
Position 5671: 4.942342995167892e-05
Position 1215: 4.806713590959038e-05
Position 258: 3.3610536067024875e-05
Position 5239: 3.2035762959283426e-05
Position 5046: 2.9194510691419873e-05
Position 5500: 2.8598983844085685e-05
Position 534: 2.8517961997732015e-05
Position 1010: 2.7569421438640574e-05
Position 4967: 2.523594006822505e-05
Position 5104: 2.5002602844696253e-05
Position 952: 2.486636633932936e-05
Position 5628: 2.2704776886071243e-05
Position 5229: 2.0474093451326383e-05
Position 50: 2.0099322789440375e-05
Position 519: 1.7813906479644487e-05
Position 1073: 1.654640986796675e-05
Position 354: 9.350028887178818e-06
Position 230: 7.96797253178257e-06
Position 44: 7.835951620807957e-06
