Gene = Fam185a
index = 396
Annotated 5SS: [  619  4876  8826 13881 22400 30920 34336]
Annotated 3SS: [ 4765  8732 13741 22357 30823 34200 55373]
SMsplice 5SS: [  378   597  1332  4876  8826 13518 13881 22253 22493 34336 44071 50347
 55574]
SMsplice 3SS: [  473  1269  4765  8732 13387 13741 22189 22357 34200 43880 50236 55373
 55655]
top_k =  1000
Partition function (log Z): -27.19771966062819

Sorted 5' Splice Sites (High to Low Probability):
Position 4876: 0.9874144117924234
Position 13518: 0.8014883094145332
Position 378: 0.7545238034475856
Position 8826: 0.6716173634801326
Position 13881: 0.6338974007673938
Position 597: 0.5712321870873932
Position 1332: 0.4707251810378411
Position 8209: 0.2523037909606365
Position 2327: 0.2272257838168838
Position 16220: 0.19023663829911727
Position 3788: 0.15159739491319624
Position 22493: 0.12787246960225185
Position 1389: 0.12473133894939181
Position 1870: 0.11910306968804454
Position 6841: 0.09965927650379701
Position 16771: 0.08392574424505697
Position 9270: 0.06572189006869197
Position 8474: 0.060215879528235774
Position 11: 0.05657660206825513
Position 7800: 0.05288806418445111
Position 3806: 0.048532634807651055
Position 1406: 0.047353100668798206
Position 12967: 0.04645774537628389
Position 16791: 0.03372044009075747
Position 3508: 0.03367605938521261
Position 1240: 0.02607282589960085
Position 623: 0.02530553061333856
Position 22400: 0.019976874793310027
Position 2369: 0.017705050395359443
Position 939: 0.01675001231756722
Position 638: 0.014354226818687586
Position 14799: 0.013954586944981572
Position 14535: 0.013373248453678443
Position 587: 0.013330445482496919
Position 18786: 0.01121348211317684
Position 931: 0.010957542527640037
Position 530: 0.010476432381482614
Position 3064: 0.010233628982885452
Position 7236: 0.010064132605000041
Position 591: 0.009182287935847395
Position 14023: 0.008835756201634293
Position 6411: 0.007988234338627194
Position 1339: 0.007890223741300755
Position 16806: 0.007295516233663237
Position 1497: 0.006610608101718951
Position 1366: 0.006505648617850969
Position 4534: 0.006261492176707354
Position 8321: 0.006223918690728816
Position 6019: 0.005348063032467609
Position 6539: 0.005051596984868036
Position 2390: 0.004284607224793227
Position 474: 0.003968076578662018
Position 3058: 0.003520244376002983
Position 2043: 0.003366231776281982
Position 4065: 0.0030244451533861507
Position 628: 0.00253652011677504
Position 7048: 0.002032548213904793
Position 7619: 0.0018356648644407068
Position 525: 0.0017306114846040962
Position 6202: 0.0015313664606558378
Position 1193: 0.0013947534895759064
Position 480: 0.0013608332015062018
Position 7044: 0.0013065187987183727
Position 243: 0.0011133825443973263
Position 8213: 0.00108671184372597
Position 7736: 0.0010013399645061936
Position 7658: 0.0009777448257408169
Position 13745: 0.0008594981707673071
Position 4890: 0.0007944818030151385
Position 8514: 0.0007162507511375624
Position 14254: 0.0006271805346856989
Position 212: 0.00047318663971470667
Position 132: 0.0003904523110770658
Position 1167: 0.0003272900723758642
Position 349: 0.0003017333119619475
Position 72: 0.00029528043949248497
Position 644: 0.0002857998261590938
Position 1577: 0.0002587163546415053
Position 426: 0.0002321328133278124
Position 261: 0.00018381047013026213
Position 1052: 0.00018323194433059935
Position 1284: 0.00018002070744893003
Position 236: 0.00015015463439665104
Position 943: 0.00012925323277336248
Position 1169: 0.00012592151705506953
Position 790: 0.00012031507626526807
Position 969: 0.00011247721063444888
Position 156: 0.00010659793933636678
Position 295: 9.921018650473332e-05
Position 609: 9.376421244493646e-05
Position 1293: 8.321456528994178e-05
Position 1646: 7.908322160779913e-05
Position 165: 7.468325981193716e-05
Position 1010: 5.499734071969695e-05
Position 123: 5.449451337333272e-05
Position 153: 5.446600345132766e-05
Position 817: 5.294833664830082e-05
Position 5: 3.5971939542024196e-05
Position 17: 3.50170872134166e-05
Position 498: 2.9691368065525643e-05
Position 114: 2.807572244488622e-05
Position 784: 2.8019175789215684e-05
Position 563: 2.5295430878261162e-05
Position 777: 2.3023629067323612e-05
Position 1336: 2.2777977229239447e-05
Position 67: 2.2345962374484994e-05
Position 482: 2.1416688266838094e-05
Position 661: 1.9432219314984284e-05
Position 1039: 1.5121442045468245e-05
Position 1130: 1.3643889080352291e-05
Position 812: 9.65806130629411e-06
Position 38: 9.644881922612121e-06
Position 468: 9.222697467205597e-06
Position 1071: 8.970263401134116e-06
Position 195: 8.564142884089387e-06
Position 162: 7.382198477712228e-06
Position 765: 6.27638541436058e-06
Position 386: 5.636205648158301e-06
Position 77: 4.943893632550465e-06
Position 732: 3.1634167105363657e-06
Position 715: 2.3861435598470694e-06
Position 365: 2.133957085524772e-06
Position 840: 2.021596865681195e-06
Position 95: 1.55740190838344e-06
Position 674: 1.3103809370384347e-06
Position 4804: 3.4294675320413347e-07
Position 5218: 1.7468698795567063e-07
Position 489: 2.613910517502266e-08
Position 5146: 1.8361587657562389e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4765: 0.9403909916030458
Position 22357: 0.8852399149442775
Position 13387: 0.8024437179392337
Position 8732: 0.6707375371166785
Position 1269: 0.6385419553571905
Position 13741: 0.43195366528790463
Position 473: 0.3566797652830616
Position 8125: 0.2578022461088431
Position 13613: 0.2166450363656476
Position 3698: 0.1901927226752468
Position 2284: 0.17996117092073963
Position 16074: 0.17346969491892644
Position 23239: 0.12957326543347142
Position 16671: 0.12361502887464275
Position 6563: 0.0637282158175579
Position 1787: 0.058132714836033335
Position 8320: 0.05491490388956698
Position 12879: 0.04655226181876722
Position 524: 0.04638461935751097
Position 9117: 0.03915388665441977
Position 1092: 0.03853448328701548
Position 1665: 0.03705801599968065
Position 2228: 0.03674188563320485
Position 14445: 0.03422501042890083
Position 3351: 0.028991435179230217
Position 4618: 0.028652122993508382
Position 517: 0.0274049408821477
Position 15853: 0.026776705854490563
Position 7704: 0.026086311747910984
Position 548: 0.02499277415785899
Position 20644: 0.01950464697696849
Position 23266: 0.0182760789620907
Position 4638: 0.018168912088329124
Position 7529: 0.017665614592792197
Position 6723: 0.01444308727091549
Position 2232: 0.013624505855674549
Position 19743: 0.01290698217277771
Position 9143: 0.01232723209516064
Position 18861: 0.012042882289811558
Position 18701: 0.01121348211317684
Position 1232: 0.010845069154270791
Position 7176: 0.010093845602082357
Position 9083: 0.009702663519451859
Position 15654: 0.009584586885098724
Position 14568: 0.00944971772584288
Position 2841: 0.0092213297169187
Position 1700: 0.008634706785547338
Position 1626: 0.0063192090884039665
Position 7707: 0.006299100159541404
Position 3716: 0.006280508057523666
Position 18401: 0.005992621752180495
Position 6736: 0.00589346071490169
Position 1953: 0.005687979259960793
Position 6252: 0.005629960390271398
Position 809: 0.005163370913759976
Position 2129: 0.005043285041088075
Position 177: 0.004930209470732471
Position 111: 0.004617085213202317
Position 2880: 0.004532617261469678
Position 4475: 0.004431463134787079
Position 6598: 0.004427515559448184
Position 8155: 0.004348583806732701
Position 19258: 0.003746475501402972
Position 1712: 0.0036242831623304475
Position 6706: 0.0035981584636565578
Position 8549: 0.0035882638067043825
Position 851: 0.0035479445856474424
Position 686: 0.003513585796068945
Position 2117: 0.0034953104508060476
Position 930: 0.0034710640802656178
Position 6372: 0.0034583897661502176
Position 3754: 0.0034264384666137272
Position 9177: 0.003308472004706013
Position 2047: 0.0032108926758244133
Position 863: 0.003133265725836363
Position 16596: 0.0030402679145931973
Position 7635: 0.0030343164744899885
Position 6814: 0.0028889722995349195
Position 14691: 0.0028583135456430766
Position 584: 0.0027981776067398404
Position 1644: 0.002645982244247457
Position 6288: 0.0026130675694012186
Position 4353: 0.0025742371472287973
Position 7617: 0.00257264403535023
Position 5865: 0.002435860288668255
Position 295: 0.002283772006860552
Position 3406: 0.0021189315354816396
Position 1827: 0.002073367364066939
Position 14386: 0.002033561140129322
Position 15182: 0.002028751624419333
Position 6750: 0.002027610793632671
Position 494: 0.001762688104296042
Position 6776: 0.0017599896514205573
Position 13656: 0.0017201910687925075
Position 8344: 0.001688351949620253
Position 3167: 0.0016130219172118929
Position 13991: 0.0015155964195899027
Position 1062: 0.0014816073757513712
Position 1793: 0.0014656458190599822
Position 430: 0.0013909874495363138
Position 1243: 0.0013743433906478048
Position 145: 0.0012570434732537673
Position 1124: 0.0012347688043599118
Position 2072: 0.0012235956865085827
Position 6911: 0.0012067992359133493
Position 6234: 0.0011939342171065057
Position 14174: 0.0011876396128529304
Position 3950: 0.0011868030377882761
Position 243: 0.0011774590785629789
Position 3618: 0.0011610566234356438
Position 6674: 0.0011408775202643578
Position 6926: 0.0011337496887487922
Position 551: 0.00111212638145647
Position 1920: 0.001103916866288121
Position 6127: 0.0010219751918900868
Position 5889: 0.0009245015837114662
Position 8142: 0.0009106077089200559
Position 4035: 0.0008871995517809315
Position 3409: 0.0008712646272218625
Position 6792: 0.0008298143584676746
Position 5947: 0.0007471609786043431
Position 8027: 0.0007221807362908146
Position 7533: 0.0006769543706885476
Position 15767: 0.0006680723027173059
Position 17381: 0.0006533373480082179
Position 5686: 0.0005946204147217511
Position 2054: 0.0005212256070282344
Position 5931: 0.0005010481216341212
Position 6111: 0.00047752236614086467
Position 149: 0.0004534445484523294
Position 820: 0.00043799175707091246
Position 7622: 0.0004078540756279676
Position 12539: 0.0004053171370233643
Position 10010: 0.000389324438682504
Position 14136: 0.0003658555512950291
Position 7964: 0.00030555442577715917
Position 9965: 0.0002834672169664188
Position 4550: 0.0002720006193812838
Position 789: 0.0002572591403276964
Position 5570: 0.00024059387333527554
Position 1365: 0.00021680701341766386
Position 377: 0.00021492864263963603
Position 10302: 0.00020960566475855
Position 11977: 0.00019205982897302462
Position 12200: 0.0001802440714350917
Position 4983: 0.00017696929691598067
Position 6457: 0.00016866488100288556
Position 1513: 0.00014572023334123623
Position 11302: 0.00013406534589084664
Position 202: 0.0001225729059978985
Position 9942: 0.00010483588001384867
Position 1630: 0.00010127957151818406
Position 3200: 0.00010088517303194661
Position 782: 0.00010066260182945734
Position 873: 9.951467643509728e-05
Position 530: 8.693318560136846e-05
Position 311: 7.45728878005974e-05
Position 1128: 7.326948976011895e-05
Position 305: 6.917112679954572e-05
Position 1162: 6.268701105099559e-05
Position 10648: 5.885314773360218e-05
Position 757: 5.783967729001894e-05
Position 1445: 5.488555188001735e-05
Position 1274: 5.372778608277041e-05
Position 5891: 4.392690926067454e-05
Position 9361: 4.2711072096280035e-05
Position 1993: 4.251065337100999e-05
Position 7149: 4.24919045428983e-05
Position 882: 4.21506777788232e-05
Position 10175: 3.75207506228353e-05
Position 689: 3.5707297774752015e-05
Position 8915: 3.422507819501549e-05
Position 11794: 3.344403797507896e-05
Position 9986: 3.142660997295863e-05
Position 1592: 3.0399022534779874e-05
Position 267: 2.9330425430584345e-05
Position 181: 2.8720110992139043e-05
Position 400: 2.8529859614863036e-05
Position 10806: 2.1587452879734065e-05
Position 5474: 2.0905088462082027e-05
Position 700: 2.0791125753147205e-05
Position 1930: 1.9866132063062945e-05
Position 10694: 1.668222244313932e-05
Position 206: 1.629381499237751e-05
Position 10522: 1.5711628228536537e-05
Position 10951: 1.4973622379415294e-05
Position 10026: 1.3769361161370467e-05
Position 10346: 1.3414879406226825e-05
Position 765: 1.08416866610072e-05
Position 361: 1.076068382362212e-05
Position 1896: 8.520597547245181e-06
Position 1722: 8.116061809996433e-06
Position 772: 8.014471922309453e-06
Position 1491: 7.958576805693685e-06
Position 186: 7.932579757299219e-06
Position 4961: 7.853898205483592e-06
Position 208: 7.618899591249485e-06
Position 732: 7.100070546838553e-06
Position 5496: 6.53364293098522e-06
Position 962: 6.26567587211311e-06
Position 10527: 5.824731293989297e-06
Position 5073: 5.55429296230799e-06
Position 5258: 4.705724121724646e-06
Position 5513: 4.472554229695337e-06
Position 7279: 4.311894999071381e-06
Position 1518: 4.013057924004665e-06
Position 8760: 3.602060551697394e-06
Position 193: 3.462602015760177e-06
Position 1182: 2.5653566740752794e-06
Position 382: 2.370842590991472e-06
Position 365: 2.156668915257887e-06
Position 318: 1.374546274721158e-06
Position 3556: 1.3091666861668845e-06
Position 5537: 9.293908882547749e-07
Position 7225: 8.713365685095906e-07
Position 5328: 7.960877724193831e-07
Position 5116: 6.524776049432025e-07
Position 5479: 3.3829392688543085e-07
Position 4985: 2.499306862887582e-07
Position 667: 1.8456802124246756e-07
Position 659: 1.5946079915242653e-07
Position 1289: 1.110852253882847e-07
Position 750: 1.5280445692148445e-08
Position 596: 1.2678139837366223e-08
Position 1039: 2.4203287807587666e-09
Position 623: 1.1622276038615656e-09
Position 72: 1.7519272979841487e-10
Position 711: 7.438300570443998e-11
