Gene = Pts
index = 876
Annotated 5SS: [  95 1782 3390 3929 6123]
Annotated 3SS: [1701 3366 3871 6051 6314]
SMsplice 5SS: [  95 1782 3499 3929 6123]
SMsplice 3SS: [1701 3366 3871 6051 6314]
top_k =  1000
Partition function (log Z): -0.0271733886354959

Sorted 5' Splice Sites (High to Low Probability):
Position 6123: 0.9483390491894822
Position 1782: 0.9294569435994481
Position 3929: 0.7169020797387382
Position 95: 0.5956447698398402
Position 3499: 0.5235822905594835
Position 3618: 0.3165080528763409
Position 885: 0.13169026684621607
Position 3390: 0.13132757879156742
Position 3021: 0.1256035269547282
Position 216: 0.11877852652060004
Position 961: 0.07986648575095794
Position 843: 0.07948300168330068
Position 322: 0.07940547225364375
Position 506: 0.07802848824345025
Position 362: 0.07569468700198084
Position 2780: 0.044770835347017326
Position 2106: 0.04022933006824203
Position 110: 0.03271773386511012
Position 3267: 0.032254742913057834
Position 256: 0.031857278305321125
Position 5467: 0.03119382883219191
Position 2960: 0.026193070141203836
Position 1043: 0.021547582254723262
Position 4029: 0.020929065063340215
Position 4351: 0.02007848713271217
Position 3631: 0.01930655087479228
Position 5702: 0.019276246266035805
Position 4967: 0.017309900905741818
Position 3450: 0.01677396585406373
Position 3025: 0.016079992515392237
Position 657: 0.013805308910338446
Position 3776: 0.012988628161692545
Position 1404: 0.012739446156245999
Position 847: 0.012415755824452014
Position 4033: 0.011912494761121627
Position 3284: 0.009082412089498813
Position 6118: 0.007185351701789775
Position 1088: 0.006598424169936606
Position 5519: 0.00639331022743404
Position 4977: 0.005679178759301916
Position 6388: 0.005437459493683226
Position 100: 0.0052527448259559045
Position 676: 0.004520199607916397
Position 3261: 0.0037921644976478693
Position 6575: 0.0035762252258745722
Position 1301: 0.003574181437269063
Position 633: 0.0032142751126501773
Position 4400: 0.002622512905769662
Position 3981: 0.0025471341498215384
Position 3455: 0.0021936733352265563
Position 1201: 0.002081873683995568
Position 1543: 0.0019467169746472225
Position 628: 0.0017545586017120541
Position 6185: 0.0017002038141353654
Position 305: 0.0016871206739731861
Position 6418: 0.001595970446369202
Position 350: 0.0014568753177358654
Position 170: 0.001326162717476828
Position 5227: 0.0012821580109189264
Position 683: 0.0012631222902999343
Position 210: 0.0011322746219967368
Position 965: 0.0011239660124438564
Position 5706: 0.0010764302026762278
Position 4270: 0.0010338199350389669
Position 2933: 0.0010282049839196988
Position 6638: 0.0009711514080631924
Position 1508: 0.0009428405226750249
Position 6646: 0.000910401396595241
Position 6217: 0.0008938435782862627
Position 2692: 0.0008651661350374236
Position 6191: 0.0007974676908441594
Position 3591: 0.0007803066706666806
Position 1153: 0.0007711068239700184
Position 5126: 0.0007663919590121314
Position 2450: 0.0007626979620352593
Position 6174: 0.0007142352799012749
Position 470: 0.0006687348027405983
Position 6439: 0.000654648763179049
Position 5382: 0.0006213835078704771
Position 291: 0.0006199356718941709
Position 1305: 0.0005669638643346305
Position 2346: 0.0005231327544458953
Position 6570: 0.0004839794059679687
Position 5729: 0.00048043690650191096
Position 3944: 0.00046843286686440786
Position 1861: 0.00045105781931047205
Position 391: 0.0004469345935469048
Position 28: 0.0004174485804601822
Position 1358: 0.00034510402542583586
Position 3955: 0.00033492293371247266
Position 1280: 0.0003147131712928816
Position 53: 0.00030641764009185904
Position 1524: 0.00030635239054206556
Position 3996: 0.0003045838222552234
Position 4023: 0.00026834176968613775
Position 130: 0.0002609668931847235
Position 4544: 0.0002573327200569896
Position 2271: 0.000247614109573969
Position 4420: 0.00023912870384488707
Position 664: 0.0002236817705215205
Position 2431: 0.00021364591896738973
Position 3206: 0.00021102386667485944
Position 3195: 0.00020012656193940334
Position 869: 0.00018118507302225696
Position 693: 0.00018036005487080992
Position 2552: 0.00017749831416506788
Position 3480: 0.0001769463672540092
Position 652: 0.00017626181691862206
Position 2627: 0.00017248769148726112
Position 174: 0.00017104419864334895
Position 2695: 0.00014640268468096892
Position 1372: 0.00014448809680497212
Position 3461: 0.00013759009258816992
Position 6021: 0.00012066344903285476
Position 63: 0.00011655771288328035
Position 102: 0.0001128359939639494
Position 3567: 9.297505569227592e-05
Position 3607: 9.211445905436798e-05
Position 879: 8.707142056428054e-05
Position 3474: 8.111352236766539e-05
Position 3532: 7.909346993180713e-05
Position 820: 5.962453659401662e-05
Position 623: 5.1712054811538875e-05
Position 6618: 5.0550225243290676e-05
Position 562: 4.565076499558863e-05
Position 3105: 4.3371748624735576e-05
Position 1912: 4.108271942171992e-05
Position 2895: 3.40674775298069e-05
Position 2514: 3.063094656543874e-05
Position 3569: 2.9394458599185547e-05
Position 4: 2.5833799566808323e-05
Position 37: 2.1191035495166835e-05
Position 112: 1.9121289564262557e-05
Position 474: 1.4387056031583109e-05
Position 527: 1.4153890745248264e-05
Position 618: 1.3038927163036309e-05
Position 65: 1.196129307859767e-05
Position 135: 1.1822847746486733e-05
Position 491: 8.033734775493782e-06
Position 158: 7.063379278451144e-06
Position 114: 2.5870024938856534e-06
Position 6394: 1.7032788304416353e-06
Position 145: 8.336400232172874e-07
Position 429: 8.0969812323684e-07
Position 365: 6.922022096641324e-07
