Gene = Tiprl
index = 1084
Annotated 5SS: [  214  8676  9439 14415 16845 19161]
Annotated 3SS: [ 8495  9338 14282 16748 19097 21062]
SMsplice 5SS: [  214  8676  9439 11129 14415 16845 19161]
SMsplice 3SS: [ 8495  9338 10993 14282 16748 19097 21062]
top_k =  1000
Partition function (log Z): -5.260045345130706

Sorted 5' Splice Sites (High to Low Probability):
Position 19161: 0.939298976961997
Position 16845: 0.9350930706078343
Position 9439: 0.877337503717134
Position 11129: 0.7680488511704122
Position 14415: 0.7207517715623035
Position 8676: 0.5163901690934902
Position 8672: 0.3949338837894441
Position 214: 0.33289272881899434
Position 945: 0.319909828805948
Position 272: 0.3080318673767952
Position 9170: 0.2572327754384798
Position 277: 0.24082096207251197
Position 21187: 0.17804947770375545
Position 862: 0.14922449778117533
Position 2112: 0.09267690492880083
Position 9925: 0.08388058892279052
Position 13478: 0.08355268007054302
Position 10268: 0.060067995554915946
Position 13039: 0.058739122202850574
Position 325: 0.05808500835913075
Position 1257: 0.05780346684547677
Position 15928: 0.04228616180934858
Position 14467: 0.041059545668810975
Position 5807: 0.03732933646751608
Position 16865: 0.03580351197914156
Position 10273: 0.03182118549990694
Position 836: 0.03029565188812597
Position 566: 0.026718342696189504
Position 21510: 0.02570976923478104
Position 23595: 0.02419238287715649
Position 997: 0.01985721119150768
Position 15822: 0.018024125259923356
Position 12372: 0.01580242780959354
Position 1209: 0.015751595231217167
Position 24102: 0.014803324292730078
Position 21210: 0.014696689628924536
Position 22164: 0.013881993012277728
Position 15810: 0.012735538499711822
Position 10504: 0.012350333739892019
Position 7094: 0.011465601784051531
Position 18997: 0.011361918503841575
Position 16916: 0.011104677928951054
Position 85: 0.010408142972955963
Position 14799: 0.010354775599191053
Position 894: 0.009755700032874003
Position 2879: 0.00915415264765252
Position 310: 0.0074321295074708926
Position 23635: 0.0069894326660936675
Position 16583: 0.006957966551694381
Position 975: 0.0067985224340896015
Position 15373: 0.00637363833590052
Position 20131: 0.00631865691839052
Position 17058: 0.006143910409265759
Position 14787: 0.006018520847476359
Position 21266: 0.005801366404079852
Position 4969: 0.0056611693373855455
Position 14135: 0.0054612054739066876
Position 10599: 0.00511257319397229
Position 14472: 0.005067477677549381
Position 16026: 0.004851126116586098
Position 14740: 0.004526837733549669
Position 2917: 0.004440310261984651
Position 12: 0.00434834802739846
Position 3395: 0.0043314298967164514
Position 14455: 0.00425118019036212
Position 12058: 0.003940507658694337
Position 14391: 0.003934515874002861
Position 11112: 0.003905469522283764
Position 658: 0.0038443847613341864
Position 11802: 0.003656375828073543
Position 12176: 0.003581987934317726
Position 13506: 0.0033518291574854225
Position 707: 0.0031670706780462118
Position 14283: 0.002599126048464448
Position 11453: 0.002567518679029127
Position 11093: 0.0025121982095970747
Position 19010: 0.002506989750427918
Position 21495: 0.002262682905274811
Position 379: 0.0019476468443543774
Position 13212: 0.0019387610873917687
Position 15438: 0.001927715759383174
Position 304: 0.0018473196499385165
