Gene = Anapc13
index = 115
Annotated 5SS: [  51 3593]
Annotated 3SS: [3466 7717]
SMsplice 5SS: [ 146 3091 3282 3593]
SMsplice 3SS: [3008 3205 3466 7717]
top_k =  1000
Partition function (log Z): -4.63680025922851

Sorted 5' Splice Sites (High to Low Probability):
Position 3593: 0.9502783586277339
Position 3091: 0.8203537639736724
Position 3282: 0.47925989531870417
Position 146: 0.29439597425253755
Position 5612: 0.26367608842176116
Position 291: 0.19532059561064224
Position 4683: 0.1941552124250427
Position 623: 0.17632542166953938
Position 51: 0.16571656812630586
Position 3345: 0.14464490047290085
Position 2890: 0.13196934076157818
Position 392: 0.10548830391037395
Position 4690: 0.07780865014147298
Position 939: 0.06616998951616768
Position 700: 0.06172481386823453
Position 977: 0.055952602810657844
Position 252: 0.053366037064204744
Position 4020: 0.04939450064320876
Position 3996: 0.04396625315588335
Position 2339: 0.03417668859727014
Position 5087: 0.03334900019805959
Position 3772: 0.031209871302500088
Position 4059: 0.03007433276203441
Position 2620: 0.028052059897168403
Position 5659: 0.028028475483883097
Position 3626: 0.027610019871500593
Position 586: 0.016273150014465373
Position 337: 0.01375460835862734
Position 3642: 0.012858313085517546
Position 3386: 0.01164547584680377
Position 4148: 0.01098113584464205
Position 3163: 0.007833838391233618
Position 6597: 0.0072746223009512966
Position 1036: 0.006913852996038999
Position 6477: 0.006279143434347544
Position 6714: 0.005899296560525279
Position 4055: 0.005132888800663659
Position 3380: 0.004805830277659659
Position 3255: 0.004433274142261664
Position 3828: 0.004032479750326772
Position 1452: 0.0035124814413631596
Position 4112: 0.0030897643744809827
Position 412: 0.0023449755852119353
Position 3506: 0.0023205389917809586
Position 7558: 0.002187488667631183
Position 504: 0.0018638122192311162
Position 704: 0.0015736611946169006
Position 5037: 0.0015465005690978347
Position 3147: 0.0015365474151003609
Position 4158: 0.0013482180851800433
Position 5631: 0.001328889089566492
Position 396: 0.0012868986079892734
Position 1395: 0.0011380386397128876
Position 6172: 0.0011361398660865616
Position 6589: 0.0010637355944690039
Position 352: 0.0009372182554503651
Position 249: 0.0009115848923699831
