Gene = Ecrg4
index = 356
Annotated 5SS: [ 362 6646 8116]
Annotated 3SS: [ 6597  7957 11642]
SMsplice 5SS: [ 362 6665 8116]
SMsplice 3SS: [ 6597  7957 11642]
top_k =  1000
Partition function (log Z): -4.992394477074027

Sorted 5' Splice Sites (High to Low Probability):
Position 362: 0.9502300068813113
Position 6665: 0.6972662972266348
Position 8116: 0.45920656846438096
Position 1062: 0.3721368038431677
Position 8981: 0.32515012407837013
Position 8068: 0.2811736139584666
Position 6646: 0.14361565179628757
Position 10426: 0.1332470328489382
Position 8631: 0.1042262065043271
Position 2950: 0.08397085179293048
Position 4342: 0.07721585393421519
Position 6683: 0.0603092453606185
Position 2004: 0.053920802091083665
Position 11411: 0.0496954262089027
Position 508: 0.046528273645729375
Position 10304: 0.04362303874703456
Position 2784: 0.03824935319587866
Position 8627: 0.0342910308860678
Position 11257: 0.03410848896993106
Position 9644: 0.0332448727830811
Position 6807: 0.030061863638209164
Position 5585: 0.029544866600919924
Position 4428: 0.027096679953950868
Position 3650: 0.024903777821345625
Position 6783: 0.023976324025178762
Position 1935: 0.019878887189589682
Position 7391: 0.017657718514567402
Position 10282: 0.011721084226753367
Position 5459: 0.009654862225831014
Position 2074: 0.009202222634051793
Position 5016: 0.007878451454775724
Position 2830: 0.007024483036314664
Position 11008: 0.006718472659512547
Position 8054: 0.006353793794534494
Position 10343: 0.0061935093734539585
Position 11390: 0.00528494529574161
Position 179: 0.005151690262846694
Position 4248: 0.004442898493002135
Position 11482: 0.00357522887459889
Position 9017: 0.00344170029869565
Position 6534: 0.0026899551703321103
Position 5388: 0.00257951707433466
Position 9104: 0.0024984330705094503
Position 11226: 0.0023839364537777213
Position 5861: 0.002202920567667603
Position 8985: 0.002067288506830885
Position 1705: 0.0018950107821903513
Position 1406: 0.0015252935380557098
Position 8079: 0.001419171663231649
Position 10311: 0.0013631463220416958
Position 9855: 0.001266870855106019
Position 5639: 0.0012517945559187874
Position 9771: 0.0011860753567771334
Position 3170: 0.0011428359598773781
Position 1055: 0.0011350852209529197
Position 1289: 0.0009279100700076242
Position 9253: 0.0008567320692776172
Position 4837: 0.0008176155856599236
Position 1880: 0.0006747551100209601
Position 599: 0.0006720389731232065
Position 11704: 0.0005766058714438106
Position 2352: 0.0005357304810958037
Position 7401: 0.0002864738309823169
Position 167: 0.0002823429201140292
Position 8120: 0.00022993180524826228
Position 846: 0.00022946719238230975
Position 112: 0.0002245057375087942
Position 122: 0.0002078347492263989
Position 11815: 0.00020576097476138696
Position 9367: 0.00020156350534013975
Position 183: 0.0001627515886313208
Position 27: 0.00015946917336603618
Position 1480: 0.0001400988492742686
Position 1687: 0.0001071693430291136
Position 2770: 0.00010598379248403971
Position 2494: 9.961616670606215e-05
Position 1228: 7.364186865237806e-05
Position 423: 6.504153749477908e-05
Position 659: 5.618094823812882e-05
Position 396: 5.527559013337339e-05
Position 780: 5.4254419941209843e-05
Position 539: 4.91387539460186e-05
Position 2302: 4.906509716368201e-05
Position 1527: 4.5868221553869416e-05
Position 978: 4.1625313214880886e-05
