Gene = Maip1
index = 658
Annotated 5SS: [ 895 3656 5522 7060]
Annotated 3SS: [3583 5394 6911 9327]
SMsplice 5SS: [ 220 2227 5522 7060]
SMsplice 3SS: [2026 5394 6911 9327]
top_k =  1000
Partition function (log Z): -7.156683731215732

Sorted 5' Splice Sites (High to Low Probability):
Position 5522: 0.872084638068283
Position 2227: 0.5564787787512321
Position 895: 0.5082781382476889
Position 7060: 0.32247498883589415
Position 2653: 0.30511692158321746
Position 220: 0.28732783158164693
Position 538: 0.2710150788112954
Position 7119: 0.26695787012929023
Position 3656: 0.2535818663701288
Position 12: 0.24221732404169752
Position 5227: 0.16001744847063942
Position 6169: 0.1125664899820348
Position 2152: 0.09973106887063131
Position 109: 0.0825650224833711
Position 224: 0.08163128759449358
Position 7004: 0.0783040231789576
Position 6972: 0.04573071559250073
Position 135: 0.04158523737055133
Position 5579: 0.0388068084015255
Position 6160: 0.03853577491644711
Position 2462: 0.03624754477768644
Position 8578: 0.030646756608916276
Position 3075: 0.023703092875456487
Position 2313: 0.015536826245428343
Position 3834: 0.015205161647851491
Position 3245: 0.014937606365766727
Position 863: 0.011193608845060021
Position 5610: 0.011010393205077382
Position 7830: 0.010571774856530086
Position 5223: 0.009250165278825757
Position 1318: 0.008874683313533542
Position 1003: 0.00818507774250637
Position 1732: 0.00786289048442156
Position 1262: 0.007339949619900945
Position 808: 0.006786017759565483
Position 214: 0.006748358576901794
Position 1272: 0.004780930821646077
Position 527: 0.004640562281264078
Position 2399: 0.004608416439365915
Position 178: 0.004573274961176963
Position 3773: 0.004276013186013806
Position 1904: 0.004249690291324069
Position 7064: 0.004073517642010511
Position 1450: 0.0038961622292133704
Position 6595: 0.003831103463089459
Position 6296: 0.0037032833767476625
Position 4921: 0.0036249179547160676
Position 1652: 0.0033879982176768107
Position 258: 0.003337025788911607
Position 429: 0.0027028815452881097
Position 1437: 0.002436450693544192
Position 3983: 0.0022783449940156097
Position 6150: 0.002184972983304913
Position 679: 0.002162340551350667
Position 3290: 0.0018881795940144512
Position 7104: 0.0016726043390319374
Position 251: 0.0015425050469977854
Position 5566: 0.0015022533438567329
Position 7639: 0.0013972097032809501
Position 990: 0.0012105741915556221
Position 8650: 0.0012044819628182254
Position 8061: 0.0011703210166499145
Position 8648: 0.0009948707724148818
Position 1059: 0.0008967704850766687
Position 5251: 0.0007742491373455183
Position 8169: 0.0006292610606504558
Position 4954: 0.0005932867796723115
Position 408: 0.000573463662647193
Position 1169: 0.0005149148211674275
Position 1498: 0.0004256427008739642
Position 1936: 0.00038961199806020707
