Gene = 0610040J01Rik
index = 0
Annotated 5SS: [  233 64137 84121]
Annotated 3SS: [64086 84066 85591]
SMsplice 5SS: [  233  2359 64137]
SMsplice 3SS: [ 2261 64086 85591]
top_k =  1000
Partition function (log Z): -50.85227541369977

Sorted 5' Splice Sites (High to Low Probability):
Position 233: 0.9570120139641888
Position 2359: 0.906260301484338
Position 3096: 0.30230480573030016
Position 12000: 0.30149032445846496
Position 6353: 0.12203109630685206
Position 10996: 0.07939687108793882
Position 36: 0.07568654752141142
Position 4455: 0.07258118643704728
Position 466: 0.06677742824951029
Position 4559: 0.053406944839954194
Position 9875: 0.04474046473476321
Position 1628: 0.03393585581354448
Position 11743: 0.033226209836029925
Position 434: 0.025109721975810392
Position 859: 0.010732301876791792
Position 2631: 0.009846117355356327
Position 2041: 0.009841280397288729
Position 242: 0.009426836642664351
Position 688: 0.009287557508717164
Position 6890: 0.0070458041086694685
Position 237: 0.0061405952841260564
Position 6772: 0.005070741691344933
Position 461: 0.0043079130354863006
Position 1607: 0.00390378390068291
Position 5097: 0.003736441777965426
Position 540: 0.0037214557767770605
Position 1463: 0.0032543731886426393
Position 455: 0.0027532778821170237
Position 9451: 0.0018717884408140518
Position 2351: 0.0015541136906332999
Position 2821: 0.0015385119508304953
Position 5359: 0.0009670027097706153
Position 1192: 0.0007421366635792708
Position 787: 0.0007021380005354811
Position 749: 0.0005673187363359331
Position 1055: 0.0005203963084656148
Position 2048: 0.00048470130836382913
Position 1487: 0.0003050510593370646
Position 817: 0.00029591361841392475
Position 1219: 0.0002522325245441219
Position 1555: 0.0002130606971732711
Position 1747: 0.00018941733878227352
Position 2101: 0.0001706022138758403
Position 1207: 0.0001592894910940867
Position 2382: 0.00012070274142206243
Position 1236: 0.00011821153300991905
Position 2093: 0.00011795755120585555
Position 2700: 0.00011250790893288952
Position 1023: 0.00010997309917734407
Position 1213: 9.90298474513195e-05
Position 694: 9.331086573662554e-05
Position 474: 9.276593771469703e-05
Position 6455: 8.872375538192335e-05
Position 1154: 8.69165021468919e-05
Position 2559: 8.470727570190244e-05
Position 2966: 7.411681820245943e-05
Position 3747: 7.275694979710938e-05
Position 417: 6.341305875627752e-05
Position 1538: 6.0279547240866056e-05
Position 2035: 5.7968284570852286e-05
Position 1408: 4.478440304905884e-05
Position 3060: 3.817408848954793e-05
Position 1515: 3.801396221601222e-05
Position 2823: 3.7366493008519196e-05
Position 7: 2.8743535136323374e-06
Position 4411: 2.474788221403377e-06
Position 82: 2.471311906547439e-06
