Gene = Nkpd1
index = 752
Annotated 5SS: [ 129  984 2414 4228]
Annotated 3SS: [ 864 1963 4095 5132]
SMsplice 5SS: [ 129  984 4228]
SMsplice 3SS: [ 864 4095 5132]
top_k =  1000
Partition function (log Z): 2.0258797697000257

Sorted 5' Splice Sites (High to Low Probability):
Position 984: 0.997573555231872
Position 129: 0.9590470405322371
Position 4228: 0.6182124636876671
Position 4170: 0.22490337970790306
Position 6180: 0.18589292190091014
Position 6101: 0.11862576177420248
Position 4477: 0.08702207913588085
Position 5326: 0.0863377801933228
Position 5291: 0.062173209120750784
Position 5985: 0.049655970748617266
Position 4419: 0.044106995614530575
Position 4232: 0.04127142382688825
Position 133: 0.03912161298984621
Position 5204: 0.036639896118740405
Position 2414: 0.028883464976322833
Position 2776: 0.021185125912140106
Position 1213: 0.02026624387291053
Position 5718: 0.01584071793373618
Position 2785: 0.013657609914980695
Position 5756: 0.013266682655007772
Position 2798: 0.013118650327350712
Position 1306: 0.01310643113644284
Position 2183: 0.012483795294920011
Position 3186: 0.012134639392425275
Position 1508: 0.010581012133868636
Position 5360: 0.00987019095402607
Position 3950: 0.008646945337390044
Position 3695: 0.006836529460630378
Position 795: 0.006815756139838371
Position 4251: 0.005824149224486198
Position 5160: 0.00570045561776565
Position 3207: 0.0050641179007761185
Position 2925: 0.004264602812705109
Position 2718: 0.0031341728327942344
Position 2902: 0.0031192419280451147
Position 402: 0.0030681066805916825
Position 3553: 0.002814815562346716
Position 5219: 0.0027600135070368656
Position 4255: 0.0026800006724085695
Position 3720: 0.002455677955962884
Position 6316: 0.0023261784474748067
Position 1522: 0.0022237364830083655
Position 418: 0.0019413244188863279
Position 6264: 0.0019409786004573684
Position 2188: 0.0016499638599930214
Position 2281: 0.0016164356264244766
Position 5373: 0.0014319589147257553
Position 1973: 0.0014145839497935163
Position 1006: 0.0012322243791052067
Position 1029: 0.00111734945172788
Position 5840: 0.0010680124964557863
Position 3538: 0.0009511519285717748
Position 2825: 0.0009463444088448769
Position 1491: 0.0008369406270226097
Position 2069: 0.000816148511411469
Position 279: 0.0008022916708838649
Position 215: 0.0007361689654012517
Position 3452: 0.0006924384302642734
Position 1980: 0.0006209467148326664
Position 1343: 0.0005775848948978326
Position 3956: 0.0005763653213186274
Position 465: 0.0005756485653663154
Position 1430: 0.0005624888754685165
Position 2088: 0.0005429864746174482
Position 4830: 0.0005205113983443183
Position 2912: 0.0005132858484670624
Position 3011: 0.0004848578763707766
Position 2208: 0.0004545079270587113
Position 670: 0.0004534305994479874
Position 4784: 0.000409261894518734
Position 4362: 0.00039336946239637436
Position 5199: 0.00028553082129009137
Position 3512: 0.00026150973951806906
Position 3624: 0.0002538533947225109
Position 455: 0.0002286493049415905
Position 4461: 0.00022235245771164724
Position 4211: 0.0002097221003138435
Position 165: 0.00020787293295170426
Position 319: 0.00018794131289670492
Position 5535: 0.00016587899637980627
Position 4413: 0.0001609865382267113
Position 1223: 0.00015490850238771708
Position 739: 0.0001540957627260397
Position 1164: 0.00014674558345225203
Position 2917: 0.00013666506805512475
Position 1468: 0.00012823666721515194
Position 5236: 0.00012267008684498776
Position 2081: 0.00012251648555172676
Position 422: 0.00011712147996885445
Position 349: 0.0001164648300007965
Position 2090: 0.00011486014907874956
Position 426: 9.599792786847214e-05
Position 2615: 9.273029062558371e-05
Position 503: 8.801402691806117e-05
Position 703: 8.063305469008482e-05
Position 3747: 7.890766415152635e-05
Position 430: 7.361365323820061e-05
Position 788: 6.612280711483965e-05
Position 370: 5.997833318769769e-05
Position 434: 5.3111220816035054e-05
Position 4401: 3.8769940523775283e-05
Position 4372: 3.767247379331915e-05
Position 1993: 3.1448895335529763e-05
Position 775: 2.8416663531753926e-05
Position 1482: 2.6738359646135888e-05
Position 4174: 2.6488963394485594e-05
Position 5027: 2.4839932566619244e-05
Position 594: 2.1231350016702962e-05
Position 517: 1.895759105088778e-05
Position 4198: 1.7707233523057616e-05
Position 4523: 1.6290362272412665e-05
Position 4152: 1.5186637481848106e-05
Position 4431: 1.3153380141798564e-05
Position 5183: 9.732216080248354e-06
Position 727: 8.999990720713297e-06
Position 475: 8.486123256691344e-06
Position 4274: 8.030250092098917e-06
Position 2446: 7.769894223834633e-06
Position 1478: 7.052366818033752e-06
Position 264: 6.9806229630393134e-06
Position 2025: 6.949721981440605e-06
Position 2543: 6.546605580568941e-06
Position 1788: 6.297368270923962e-06
Position 5243: 5.687853302257281e-06
Position 2528: 5.264008397709073e-06
Position 555: 5.136156966669177e-06
Position 438: 4.892011648762365e-06
Position 967: 4.868228468439654e-06
Position 1532: 4.51765580295577e-06
Position 1170: 4.149262893286033e-06
Position 563: 3.9752394717118365e-06
Position 526: 3.954266095440384e-06
Position 1557: 3.924839868335061e-06
Position 1362: 3.6990617593155322e-06
Position 2534: 1.960702520635531e-06
Position 2584: 1.4348964623525437e-06
Position 4281: 1.374733495372971e-06
Position 2260: 1.3215092064816766e-06
Position 203: 1.2278675423094587e-06
Position 5245: 1.2272674597861161e-06
Position 5233: 1.0846831061718116e-06
Position 473: 1.0300474158925422e-06
Position 2505: 9.443076227528758e-07
Position 1676: 9.405113287555722e-07
Position 2563: 9.108432480234682e-07
Position 4505: 8.180955393198447e-07
