Gene = Dspp
index = 349
Annotated 5SS: [  57 3372 4271 5367]
Annotated 3SS: [3295 4183 4424 6146]
SMsplice 5SS: [  57 3372 4271 4497]
SMsplice 3SS: [3202 4183 4424 9003]
top_k =  1000
Partition function (log Z): -4.422362822349244

Sorted 5' Splice Sites (High to Low Probability):
Position 57: 0.964576801326549
Position 4271: 0.9183985765603903
Position 3372: 0.8261449297499928
Position 4497: 0.6705217991244969
Position 4698: 0.39996928602608117
Position 3095: 0.35236383579625674
Position 5367: 0.2065714646611838
Position 8292: 0.15644342363843874
Position 2424: 0.12960348417217646
Position 2551: 0.09099028376471853
Position 2939: 0.08515265273683101
Position 8794: 0.06705831073332372
Position 2568: 0.055265479617868096
Position 6709: 0.05442799577838816
Position 5050: 0.04897416916155721
Position 8644: 0.03858741269440235
Position 128: 0.02768813648462637
Position 627: 0.022667186584664673
Position 3974: 0.01910852741241399
Position 2883: 0.01591763020577754
Position 3216: 0.014759142313678565
Position 2686: 0.01443684828954442
Position 2624: 0.012133473090505185
Position 1644: 0.011695721250021005
Position 4978: 0.01007932773736209
Position 1459: 0.008612183626136678
Position 2482: 0.008415941781894283
Position 2643: 0.00748466065049877
Position 3946: 0.0068307767400588556
Position 2155: 0.006486099101118759
Position 4785: 0.00512553206047461
Position 1604: 0.004123897268986688
Position 4480: 0.003797849679164299
Position 6328: 0.0035360866925293042
Position 159: 0.00342440057934908
Position 5714: 0.0031848068190036445
Position 272: 0.0024799508075743545
Position 8736: 0.0021730003222142085
Position 6220: 0.002111269381738913
Position 4551: 0.0019743106956709713
Position 585: 0.0019514611683518232
Position 6640: 0.0019238510491106794
Position 1388: 0.0018096888143999915
Position 6658: 0.001783657416634245
Position 2065: 0.0016858674489826275
Position 1812: 0.0016318524418522165
Position 6352: 0.0015576250773327487
Position 1070: 0.0014377506237562563
Position 3751: 0.0013355412688660312
Position 3691: 0.001255434365629267
Position 3707: 0.001222288780067028
Position 4950: 0.0011997434856154
Position 8825: 0.001125450560486939
Position 6616: 0.0011248752435961554
Position 4192: 0.0009885546254570915
Position 3235: 0.0008957637440484133
Position 90: 0.0008875026930472486
Position 6448: 0.0007598408076356997
Position 97: 0.0007205250415700757
Position 3148: 0.0007184892805873305
Position 279: 0.0006906843793029941
Position 593: 0.0006638354159653379
Position 1887: 0.0005941605567658647
Position 2597: 0.0005717312452752009
Position 6529: 0.0005429554036929512
Position 6059: 0.00047572336422370057
Position 691: 0.00039969514662460616
Position 1871: 0.0003694565866829201
Position 4293: 0.0003681749190538638
Position 1442: 0.00036161656779846806
Position 3581: 0.0003587114189608526
Position 8078: 0.00034555191627257966
Position 4184: 0.00023879248227024198
Position 3435: 0.0001523231300515663
Position 1610: 0.00014659478081110067
Position 2953: 0.0001365652927735965
Position 958: 0.00011505780377868022
Position 6457: 9.488543713817819e-05
Position 4139: 9.087568089925503e-05
Position 5314: 8.418765060972144e-05
Position 2015: 7.846186980522511e-05
Position 2178: 6.187241104585875e-05
Position 548: 5.962603719375938e-05
Position 1185: 5.278406130639678e-05
Position 1022: 5.110577765749271e-05
Position 1621: 4.907957582287628e-05
Position 1347: 3.721243786806034e-05
Position 1652: 3.246535055679468e-05
Position 550: 3.130700863473397e-05
Position 1654: 2.9118155587971975e-05
Position 447: 2.8493931365855238e-05
Position 353: 2.773092326833985e-05
Position 1650: 2.7632377508930223e-05
Position 1212: 2.6885709885499323e-05
Position 1648: 2.66940193664876e-05
Position 201: 2.5360644838234284e-05
Position 1656: 2.436341622388896e-05
Position 1694: 2.21376656309399e-05
Position 1646: 2.206060530179723e-05
Position 4308: 2.146701103975601e-05
Position 143: 2.0755971421807947e-05
Position 2775: 2.0745896497843584e-05
Position 1641: 2.0660608986637162e-05
Position 1658: 1.925138246608523e-05
