Gene = Ecsit
index = 357
Annotated 5SS: [   82  1416  7291  9211 10848 11756 12013 12457]
Annotated 3SS: [ 1229  7172  8792 10623 11697 11863 12350 12857]
SMsplice 5SS: [   82  9211 11756 12457]
SMsplice 3SS: [ 9110 11650 12350 12857]
top_k =  1000
Partition function (log Z): -1.395280629154858

Sorted 5' Splice Sites (High to Low Probability):
Position 9211: 0.9742281451494614
Position 11756: 0.9331690768143841
Position 82: 0.8917597735185135
Position 12457: 0.7760170577656925
Position 1416: 0.6298909784980993
Position 10848: 0.5400875407589774
Position 12013: 0.5262796621421773
Position 736: 0.2786765045708447
Position 7291: 0.26492140609671216
Position 3960: 0.11953657475911254
Position 3617: 0.10216075309826406
Position 11138: 0.09618873053113178
Position 90: 0.09024023407684492
Position 11479: 0.03587713185502777
Position 6010: 0.032918311903087326
Position 10833: 0.029872226673714218
Position 11193: 0.02202679759347913
Position 12638: 0.021293002115312255
Position 11752: 0.020347794743141866
Position 10526: 0.019741263943361426
Position 270: 0.0139418597672553
Position 11475: 0.013340801359362072
Position 12467: 0.01165308216720605
Position 10446: 0.011523323576992199
Position 11042: 0.00994980653730704
Position 86: 0.009055468017168127
Position 5088: 0.008559592563861095
Position 5014: 0.0081196218409195
Position 10295: 0.007407748651845662
Position 1143: 0.004287248595930782
Position 9426: 0.00280147999438515
Position 12689: 0.0027480785660005964
Position 6276: 0.0025606382532884276
Position 5059: 0.002409462279062102
Position 3413: 0.002387708349795735
Position 12700: 0.002061420898241999
Position 556: 0.0020262574838510244
Position 981: 0.00189457649582154
Position 243: 0.0017576696009008205
Position 9730: 0.0015035370795455567
Position 12974: 0.0014113476348967704
Position 754: 0.0012115640488093255
Position 848: 0.0011549204070135939
Position 66: 0.0009335333056663375
Position 1151: 0.0009067831513557186
Position 1080: 0.0008490737444307242
Position 12128: 0.0008336607775352223
Position 1948: 0.0007640362206385656
Position 455: 0.0007590500317017079
Position 1040: 0.0007540192373521591
Position 9931: 0.0006339929033942459
Position 12818: 0.0006219460068101179
Position 9734: 0.0005940582737742349
Position 12541: 0.0005818527124786516
Position 7598: 0.0005048191395401039
Position 11277: 0.0004946631334028664
Position 1378: 0.00040389805284374536
Position 405: 0.0002703444557754603
Position 1048: 0.0002205990502854096
Position 990: 0.00021463236251997617
Position 11290: 0.0002044088603628934
Position 4274: 0.00016491042263188174
Position 12831: 0.00016106294644979772
Position 153: 0.00014096238454110443
Position 2183: 0.00011768792880635586
Position 2770: 0.00011220528899880202
Position 740: 9.958200118259503e-05
Position 1663: 8.379648219048835e-05
Position 3197: 7.853488510423733e-05
Position 108: 7.194153754872468e-05
Position 933: 6.319627600361174e-05
Position 604: 6.007770932019129e-05
Position 202: 5.251848667203788e-05
Position 215: 5.177495540177691e-05
Position 12991: 4.231666733116244e-05
Position 743: 4.150285846278587e-05
Position 94: 3.779897450149888e-05
Position 368: 3.734729516678255e-05
Position 451: 3.137083011935627e-05
Position 231: 3.07484280246114e-05
Position 421: 2.8860636787195986e-05
Position 477: 2.66102070690673e-05
Position 1816: 2.587277809849494e-05
Position 771: 2.4324485910408985e-05
Position 1119: 2.4281617873593456e-05
Position 3506: 2.067495272166768e-05
Position 707: 1.1706953615293964e-05
Position 459: 1.1570803251139315e-05
Position 317: 9.922366389053985e-06
Position 651: 9.31188433778109e-06
Position 101: 7.557249709307197e-06
Position 46: 6.753954467920347e-06
Position 2378: 5.8375128444118105e-06
Position 191: 4.016760861200969e-06
Position 4164: 3.1203115670446595e-06
Position 5: 2.1366601618525425e-06
Position 1469: 1.4920426412478267e-06
Position 1459: 5.216218590899693e-07
Position 136: 4.1725069436611356e-07
Position 38: 3.3057947997528517e-07
Position 1455: 2.3672195841933623e-07
Position 274: 2.0008118300602244e-07
Position 1401: 1.944961987630779e-07
Position 313: 1.7533692269468103e-07
Position 426: 1.0228771893005143e-07
Position 120: 7.442704360572833e-08
Position 469: 7.078650920703278e-08
Position 2210: 5.2333554655168914e-08
Position 441: 4.973969634733029e-08
Position 20: 3.61100786531844e-08
Position 1329: 3.59864597430991e-08
Position 499: 6.2684357010222656e-09
Position 1477: 5.085223741134787e-09
Position 660: 1.7447172770672628e-09
Position 1131: 1.4945458787253246e-09
Position 622: 1.4003304403975337e-09
Position 610: 8.052320703713389e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9110: 0.911971601573693
Position 12857: 0.7172506162048162
Position 12350: 0.5512076760159671
Position 11650: 0.526688181704529
Position 11697: 0.44779024458971706
Position 11863: 0.4247534469803706
Position 1229: 0.36036723617797056
Position 7172: 0.21171727624873024
Position 12346: 0.20977176242116966
Position 10623: 0.18458501904945393
Position 10664: 0.16394172588383166
Position 12587: 0.13118604427686925
Position 1319: 0.12313120595359853
Position 429: 0.1015733641417553
Position 3777: 0.095962488594692
Position 10927: 0.0808081207539846
Position 1281: 0.07975175979861107
Position 11834: 0.07529784752898257
Position 10772: 0.06462201489727999
Position 3505: 0.05924366832657901
Position 10733: 0.054054712423787205
Position 12395: 0.051089454472763945
Position 7110: 0.050898369208320755
Position 11844: 0.046303391897472276
Position 10956: 0.045024860029300236
Position 660: 0.04441963521677941
Position 641: 0.0441896639962868
