Gene = Pgghg
index = 814
Annotated 5SS: [  63  985 1616 2132 3184 3502 3769 3947 4182 4433 4622 4848 5133]
Annotated 3SS: [ 703 1404 1695 3063 3369 3656 3873 4044 4298 4525 4749 4920 5207]
SMsplice 5SS: [  63 1616 3184 3502 3769 3947 4182 4433 4848 5133]
SMsplice 3SS: [1404 3063 3369 3656 3873 4044 4298 4749 5032 5207]
top_k =  1000
Partition function (log Z): 14.017853895524018

Sorted 5' Splice Sites (High to Low Probability):
Position 3184: 0.9886080871869306
Position 63: 0.9805127087927196
Position 1616: 0.9662672901553891
Position 4182: 0.9087361536157921
Position 5133: 0.8939576792855657
Position 3502: 0.8828996921286004
Position 4848: 0.8598085917839565
Position 3769: 0.7874178694101691
Position 4433: 0.6731877524293765
Position 3947: 0.5922294778130075
Position 985: 0.33994454748548925
Position 4622: 0.2805229760306599
Position 823: 0.18667587490572318
Position 5401: 0.1417714594783516
Position 2859: 0.10749910014180902
Position 2132: 0.09682098827895576
Position 4687: 0.09314276604975971
Position 4935: 0.08965984024833731
Position 3517: 0.07298078817686536
Position 859: 0.07145005189475098
Position 4488: 0.06049915544604162
Position 486: 0.05874106468293539
Position 804: 0.048547805417931536
Position 1350: 0.028788846205227966
Position 829: 0.024214874555304834
Position 5700: 0.02098946303411508
Position 479: 0.019824977916633978
Position 2280: 0.01869107974214582
Position 5406: 0.01563820781853251
Position 2091: 0.015561919615624212
Position 4189: 0.010864240022032423
Position 1632: 0.010679123532881538
Position 5641: 0.010446266948301825
Position 3412: 0.008363338409078649
Position 649: 0.008145006021827071
Position 781: 0.007617637793483791
Position 1093: 0.0069777452130655405
Position 2761: 0.006861575950255517
Position 2019: 0.005166144607637939
Position 2865: 0.0051388747717487065
Position 300: 0.005129122876039559
Position 2260: 0.004991517828914303
Position 5251: 0.004949548606743203
Position 4673: 0.004019419425555232
Position 3696: 0.0038031381842424943
Position 1839: 0.0032837143955666893
Position 2701: 0.002848735051628141
Position 1696: 0.00283749537624395
Position 1104: 0.002667856062941743
Position 1642: 0.0022501624882310493
Position 4833: 0.0018718686532709719
Position 4465: 0.001805323354201203
Position 5039: 0.0017660552027588755
Position 4109: 0.001631061590650266
Position 3202: 0.001480736311459767
Position 2918: 0.0014803155661879139
Position 4307: 0.001425002254157335
Position 1835: 0.0013856003407502866
Position 769: 0.0013389814268019735
Position 3230: 0.0013020660660804056
Position 256: 0.0012931809315305232
Position 763: 0.0012383256667549832
Position 2314: 0.0011827674909769888
Position 1319: 0.0010368884177239773
Position 3137: 0.001021549983973517
Position 5051: 0.0009435253699127599
Position 3024: 0.0008290140596728146
Position 833: 0.000809335611586179
Position 355: 0.000794756050495744
Position 1283: 0.00079337578976398
Position 5797: 0.0007352103511198921
Position 4336: 0.0007272773113191092
Position 1078: 0.0007007887094798754
Position 3936: 0.000697617588565249
Position 1822: 0.0006960473955920863
Position 4449: 0.0006765669466475875
Position 372: 0.0006413122451367763
Position 1468: 0.0006254779600218066
Position 3133: 0.0006222347125564865
Position 3008: 0.0005120252833066698
Position 240: 0.00048051982500883143
Position 3308: 0.0004551713011173524
Position 280: 0.00044353345604401253
Position 5216: 0.00043072634734340207
Position 3785: 0.0004184635386402135
Position 1172: 0.00041357868620240263
Position 1832: 0.0004094334969725477
Position 2409: 0.00034921524884872586
Position 4028: 0.00033735491706640973
Position 655: 0.0003004604972513067
Position 4577: 0.00028989339669771715
Position 2418: 0.0002869433707408037
Position 3616: 0.00026009895262261426
Position 283: 0.00021300691833426403
Position 490: 0.00021159868245693993
Position 3483: 0.00020513553837670631
Position 1751: 0.00020288936812254865
Position 4593: 0.00020216579364827037
Position 581: 0.00020152763400224226
Position 4989: 0.00019823696015949539
Position 1063: 0.00019428073697335606
Position 918: 0.00018048501008443736
Position 4080: 0.00017033111379474402
Position 1366: 0.00016194452359669543
Position 1906: 0.000154917468656349
Position 1495: 0.00015440466367970009
Position 2962: 0.00015150607674077526
Position 3930: 0.00014408966223022852
Position 1772: 0.00012830224564776583
Position 5285: 0.00012627908051159617
Position 5282: 0.00010761052281445363
Position 3378: 8.665603135982121e-05
Position 831: 7.841131882667092e-05
Position 4711: 7.748997211760945e-05
Position 3755: 6.810776623584165e-05
Position 3512: 6.767765423589359e-05
Position 4218: 5.160949450543083e-05
Position 2863: 4.899371653435901e-05
Position 121: 4.842499625152315e-05
Position 2527: 4.810586009788865e-05
Position 634: 4.5302861358565814e-05
Position 335: 4.2073147737668455e-05
Position 693: 3.872046957379268e-05
Position 4179: 3.7150389107336014e-05
Position 4186: 3.352071417606776e-05
Position 4724: 3.2353222113275065e-05
Position 3893: 3.136312798035166e-05
Position 4400: 3.114672604834253e-05
Position 863: 2.7697547871137542e-05
Position 3825: 2.4960681850516907e-05
Position 1143: 2.1312195082349694e-05
Position 3463: 1.964890067119982e-05
Position 3721: 1.9473685233762647e-05
Position 1257: 1.8402298437168452e-05
Position 772: 1.4183961297993636e-05
Position 5414: 1.2505385419083392e-05
Position 5298: 9.646524594723447e-06
Position 67: 8.726687730439201e-06
Position 686: 7.766719405652032e-06
Position 619: 7.1357402336390015e-06
Position 1003: 6.955703291198647e-06
Position 898: 6.710673804566969e-06
Position 5323: 6.61853806055688e-06
Position 3392: 6.257108139491439e-06
Position 5313: 6.107507570967463e-06
Position 3574: 4.791075740389859e-06
Position 156: 3.536989168286877e-06
Position 48: 3.5002816695408696e-06
Position 4773: 3.438303051786344e-06
Position 436: 2.9805057467186058e-06
Position 505: 2.338676846307663e-06
Position 140: 2.306286830921404e-06
Position 1590: 1.179108421558252e-06
Position 533: 7.198884783772077e-07
Position 552: 5.286376664957232e-07
Position 1497: 2.6406129170591384e-07
Position 876: 1.3042579813789123e-07
Position 1482: 9.844484875024193e-08
Position 642: 4.69445168413038e-08
Position 671: 4.522272940536603e-08
Position 4937: 3.989591048771611e-08
Position 1488: 3.7403145191358875e-08
Position 4976: 3.664391634215953e-08
Position 4452: 2.8625110028782585e-08
Position 1499: 2.807569758712754e-08
Position 653: 2.316027783997837e-08
Position 680: 2.1928636242521035e-08
Position 3918: 2.0690395861790328e-08
Position 992: 1.8958904664797866e-08
Position 3519: 1.229053586567361e-08
Position 1027: 9.739672530766107e-09
Position 3682: 9.489515195246668e-09
Position 3249: 5.930084035115185e-09
Position 861: 5.392928623630773e-09
Position 661: 4.021570169612564e-09
Position 3729: 1.4335486526407959e-09
Position 4750: 1.097891055340274e-09
Position 3788: 7.207440064999455e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4749: 0.9261649119204225
Position 3063: 0.8750108227005798
Position 3369: 0.8285433971751456
Position 3656: 0.8170621481008511
Position 5207: 0.8106050170895932
Position 4298: 0.6905411363023076
Position 4044: 0.6814918517268455
Position 703: 0.5808086700666845
Position 3873: 0.5466829097419712
Position 1404: 0.5149777790468801
Position 5032: 0.4999803279068891
Position 1521: 0.36978822326241917
Position 4525: 0.34424906708729597
Position 4961: 0.29816586844504517
Position 5554: 0.2226685574546662
Position 4072: 0.11355572648385838
Position 2679: 0.10588278115176311
Position 1495: 0.07974243871553056
Position 3103: 0.07091774320670154
Position 5234: 0.06603063654874462
Position 3333: 0.059237045389534886
Position 2019: 0.05682001691425976
Position 3294: 0.056807631602142236
Position 4099: 0.05299355274261197
Position 156: 0.05269343668151165
Position 3981: 0.0526544132549064
Position 3106: 0.04544559884302054
Position 923: 0.04072129137128219
Position 4920: 0.03399995354373172
Position 5011: 0.03257642777016093
Position 4974: 0.029971192151769212
Position 4343: 0.02957211970180445
Position 1987: 0.02919100398127336
Position 822: 0.021980954786736315
Position 4709: 0.02149130828826154
Position 4374: 0.01908474297302067
Position 5821: 0.016715503078734255
Position 2131: 0.015781275839820565
Position 1695: 0.015157956232714558
Position 1073: 0.014009014915933126
Position 5212: 0.013820748974634561
Position 3480: 0.013622773278364477
Position 898: 0.012854472789573855
Position 1922: 0.011392454047223553
Position 5771: 0.010455368756351797
Position 1196: 0.01037533524509222
Position 3565: 0.010279844582510524
Position 5295: 0.009544877707356047
Position 3311: 0.009407115956009234
Position 4414: 0.009190041210874005
Position 579: 0.008879227834320835
Position 984: 0.007950607989875414
Position 240: 0.007198312436322154
Position 256: 0.006733155425109838
Position 3876: 0.006515473911443804
Position 4569: 0.006331852721595556
Position 929: 0.006267529226957444
Position 2160: 0.006067080532526639
Position 4818: 0.005958290458169822
Position 1451: 0.005784144045722829
Position 5971: 0.005540517273743361
Position 2655: 0.0055169627906691545
Position 4304: 0.0052301353183210894
Position 939: 0.005007644109735229
Position 4576: 0.004956418041677973
Position 2814: 0.004712138646573391
Position 5087: 0.004575291595459365
Position 1554: 0.004510730360310953
Position 5747: 0.004152952077763197
Position 1781: 0.0041279401557062795
Position 2664: 0.004022133834592472
Position 5464: 0.003975698079318238
Position 4147: 0.003899349539040579
Position 3941: 0.003893334204607622
Position 3903: 0.003755697434134803
Position 781: 0.003525712183674804
Position 1946: 0.003411480610173749
Position 400: 0.003371539105015959
Position 433: 0.002989493388380498
Position 1539: 0.0029155068296038383
Position 722: 0.0027994996292947205
Position 5513: 0.0026909679404188568
Position 4590: 0.002685628471301192
Position 4908: 0.0025413054540510955
Position 1428: 0.0025333482027795583
Position 1885: 0.0022495168092046963
Position 5132: 0.00216390507694568
Position 907: 0.0019786820723314575
Position 5479: 0.0019147106647721898
Position 4527: 0.0018555678874124753
Position 5934: 0.001766336933932133
Position 4840: 0.0017218315626889667
Position 1845: 0.0017183085887986563
Position 5856: 0.0016788273000111211
Position 1036: 0.0016521790261060456
Position 4000: 0.0015381232376121847
Position 2586: 0.0013599124272220032
Position 790: 0.0013308995336030146
Position 3946: 0.0012893309342264427
Position 5982: 0.001202821670023875
Position 1570: 0.0011584290685531299
Position 436: 0.0011530678387292707
Position 3557: 0.0011371749799124903
Position 5685: 0.0011252588446215895
Position 5263: 0.0011150232385755084
Position 873: 0.0010137382369477357
Position 4301: 0.0010050466228933655
Position 5050: 0.0009924094193771694
Position 5851: 0.0009620014351407215
Position 4306: 0.0009346744035348113
Position 2731: 0.0008730307958384497
Position 3724: 0.0008637086839783791
Position 3768: 0.0008127503656429688
Position 1729: 0.0007685491572961748
Position 3373: 0.0007618510847189575
Position 3665: 0.0007067647354225571
Position 3124: 0.0006771261622717157
Position 2966: 0.000674185161157278
Position 3113: 0.000658914377700684
Position 2765: 0.000651159832810534
Position 3988: 0.0006182231744426323
Position 1842: 0.0006052301245477151
Position 3501: 0.0005994785351724061
Position 1183: 0.0005909101487587579
Position 2032: 0.0005858603802830552
Position 3339: 0.0005798363061483657
Position 1435: 0.0005441913672658314
Position 3597: 0.0005128920591367709
Position 763: 0.0004998482318939749
Position 548: 0.0004791237169052617
Position 512: 0.00047747324925320625
Position 4593: 0.00045804396243941424
Position 5057: 0.0004484964852799786
Position 393: 0.00044484963085439545
Position 2565: 0.0004442410049995879
Position 3603: 0.0004318050559297734
Position 744: 0.0004272985422616135
Position 2797: 0.00042305360071444634
Position 1103: 0.00042109293131262964
Position 5379: 0.0004153311558173607
Position 4119: 0.0004136323183408408
Position 1299: 0.00038454967541719687
Position 1607: 0.00035646263697143034
Position 3893: 0.0003513771990798564
Position 5796: 0.00035133929847879994
Position 5186: 0.00034945659590467185
Position 3700: 0.0003412159825142162
Position 5066: 0.00032669832241355944
Position 3832: 0.00032424416400411054
Position 4934: 0.000319556011941822
Position 5488: 0.00031648916487058776
Position 4108: 0.000315756170525536
Position 5914: 0.000308442284844055
Position 3732: 0.0003054010718715453
Position 2045: 0.0002999970927269521
Position 5215: 0.0002998779817384369
Position 3677: 0.0002928340779009196
Position 1203: 0.0002820660522885573
Position 1109: 0.0002730033689952745
Position 945: 0.000272354688136144
Position 1801: 0.00026512245626411824
Position 4621: 0.00025518976819147296
Position 2685: 0.00025494180279605864
Position 4768: 0.00024991915393464474
Position 533: 0.00024526232157176997
Position 4783: 0.00023698145085594943
Position 4206: 0.0002296488349745342
Position 1247: 0.00021736501196128457
Position 4976: 0.0002129953078078707
Position 5090: 0.00018694472759514088
Position 2023: 0.00018539126358672352
Position 2749: 0.00018289950321358382
Position 1200: 0.00017729486232580106
Position 4014: 0.00017388921234971186
Position 2733: 0.00017345559761170194
Position 4557: 0.00016800554348003952
Position 5605: 0.0001668546617629424
Position 1891: 0.0001659618067607738
Position 3441: 0.00015737958067992835
Position 3675: 0.00015540472776002088
Position 4717: 0.0001548737170659704
Position 3752: 0.0001524593904141567
Position 1575: 0.00015113726536344536
Position 4315: 0.00014293898810686803
Position 4847: 0.00013982121137879767
Position 2608: 0.00013838494823355414
Position 4312: 0.00013651213518103033
Position 1340: 0.00013473500797034073
Position 2366: 0.00013077603046368202
Position 2892: 0.00012132753143483712
Position 4723: 0.00012067087463911026
Position 671: 0.00011915633256080243
Position 2858: 0.00011099804531740709
Position 1230: 0.00010204916841377815
Position 1345: 0.0001016438337335813
Position 2572: 0.00010002744256945038
Position 2522: 9.215935440967474e-05
Position 3249: 8.933564889736627e-05
Position 448: 8.544940418109846e-05
Position 2095: 8.267911872141415e-05
Position 718: 7.308303437376384e-05
Position 2275: 7.218079037003493e-05
Position 6039: 6.898979802336027e-05
Position 5988: 6.898499546763924e-05
Position 1136: 6.83458658620715e-05
Position 3569: 6.392888748258912e-05
Position 2067: 6.316215389637355e-05
Position 3593: 5.801667548706666e-05
Position 1807: 5.791516356553986e-05
Position 2516: 5.356165518252819e-05
Position 3411: 5.151902149342444e-05
Position 2208: 5.07988067666011e-05
Position 1206: 4.71648573501972e-05
Position 1804: 4.336525802554498e-05
Position 1209: 3.9495022819297023e-05
Position 3516: 3.3933922476266186e-05
Position 2272: 3.18970303038329e-05
Position 3378: 3.1760843726430824e-05
Position 3423: 3.1576329217068365e-05
Position 3795: 3.1410722217284836e-05
Position 950: 3.0179918358601107e-05
Position 4007: 2.9895760853184056e-05
Position 3398: 2.8795472336257154e-05
Position 634: 2.8540418130295983e-05
Position 1154: 2.841821975921759e-05
Position 5323: 2.4940211216185995e-05
Position 3773: 2.469590044303196e-05
Position 4144: 2.4094084895123537e-05
Position 4319: 2.376374494292358e-05
Position 3713: 2.3301818830363122e-05
Position 4676: 2.2737334103145766e-05
