Gene = Acmsd
index = 96
Annotated 5SS: [  130  9183 10627 16413 19813 24469 28687 30419 36566]
Annotated 3SS: [ 9137 10529 16362 19575 24374 28590 30245 36466 36869]
SMsplice 5SS: [  130 10627 24465 28687 30419 36566]
SMsplice 3SS: [10529 24374 28590 30245 36466 36869]
top_k =  1000
Partition function (log Z): -21.622955970401122

Sorted 5' Splice Sites (High to Low Probability):
Position 10627: 0.9690802680636399
Position 130: 0.9273721321020925
Position 9183: 0.49412441748704006
Position 16467: 0.24854924070213213
Position 5484: 0.11718187038875057
Position 16413: 0.10276489962030627
Position 19656: 0.05815981051187305
Position 209: 0.04655681104867814
Position 16284: 0.030101405680621668
Position 6224: 0.028831710476727154
Position 668: 0.025624030045704883
Position 5173: 0.025571910101964294
Position 136: 0.025564307083098543
Position 9725: 0.02542685685601954
Position 5379: 0.019292246516132896
Position 9856: 0.018092796194992003
Position 7829: 0.017289311651172652
Position 533: 0.014806036963099617
Position 14116: 0.01463256904840605
Position 1288: 0.012064230064412608
Position 756: 0.01147338866451906
Position 1764: 0.009767147068670235
Position 16270: 0.007012319606947209
Position 16058: 0.0024675127645222682
Position 12886: 0.0013624386048029203
Position 2835: 0.0007672084604825899
Position 5178: 0.0004557828898297158
Position 839: 0.00041048180286381057
Position 350: 0.000398434137975647
Position 515: 0.0003716626089654243
Position 544: 0.00023773239506442773
Position 3699: 0.00023262414828847372
Position 4072: 0.00014782367340660185
Position 5431: 0.00014066149147316472
Position 2968: 9.251618651438509e-05
Position 3206: 7.207515118991758e-05
Position 238: 7.01103340322184e-05
Position 5499: 6.0420553219402364e-05
Position 476: 4.752061803344552e-05
Position 5806: 4.4023729171627906e-05
Position 263: 1.3334253179407054e-05
Position 40: 1.1190915978429314e-05
Position 145: 1.1010166132697474e-05
Position 6771: 1.062405343236584e-05
Position 6210: 8.147260905541497e-06
Position 6515: 5.479882970404414e-06
Position 518: 3.5114633007736808e-06
Position 62: 1.1662463565392711e-06
Position 52: 7.965973714221654e-07
Position 174: 6.608121082674206e-07
Position 50: 6.361257993276675e-07
Position 848: 3.6448636018641775e-07
Position 44: 2.1270551676656568e-07
Position 482: 1.135094753517696e-07
Position 402: 7.106830125520984e-08
Position 323: 6.695739985630195e-08
Position 67: 5.404610006543872e-08
Position 430: 2.5082087001834753e-08
Position 1548: 1.264259616276921e-08
Position 1348: 9.998590735357692e-09
Position 1163: 8.316047900018197e-09
Position 432: 6.8453464130618865e-09
Position 1422: 6.158703385864934e-09
Position 1466: 4.3879680747519016e-09
Position 636: 2.7641305561392917e-09
Position 760: 1.9061007919393215e-09
Position 1665: 1.7889364386638168e-09
Position 769: 1.6221928492212726e-09
Position 587: 1.5133217559489682e-09
Position 571: 1.2252291451554722e-09
Position 646: 1.2219437732670721e-09
Position 741: 1.1619606601727832e-09
Position 301: 1.0469366959542967e-09
Position 578: 9.124218654297532e-10
Position 1338: 8.627921762178549e-10
Position 1324: 7.346846108138121e-10
Position 1099: 6.715743770560634e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10529: 0.9669726203927544
Position 16362: 0.4178194582918333
Position 19575: 0.36837904938264904
Position 9002: 0.23330284824084316
Position 9137: 0.22936149184016477
Position 22214: 0.1253014768670996
Position 24374: 0.09912363931505365
Position 5291: 0.09528286149866674
Position 16105: 0.08541466034397342
Position 22109: 0.05440348345518389
Position 18379: 0.04234379751942951
Position 16228: 0.04139085884409414
Position 5226: 0.03248311772898724
Position 9618: 0.032343184661063895
Position 8972: 0.03172062883382698
Position 16339: 0.03158203300054364
Position 13937: 0.029316167328086173
Position 314: 0.026530355500326275
Position 16601: 0.02432822638394229
Position 17096: 0.023105381653903266
Position 6077: 0.022882781187307168
Position 19151: 0.02035717817553267
Position 4951: 0.014667391208882882
Position 18437: 0.014258978302738116
Position 7751: 0.012750477281594213
Position 16318: 0.011871460620114923
Position 430: 0.010775648212762695
Position 10743: 0.01046878637107573
Position 1138: 0.010387777329001239
Position 9712: 0.009338494013305148
Position 4959: 0.006663007444470748
Position 5948: 0.006223173322481829
Position 15409: 0.006026593831685137
Position 587: 0.005957344228291557
Position 10473: 0.0057520116757064045
Position 15788: 0.005677894480673433
Position 16405: 0.005465204530415598
Position 7696: 0.004678363408640237
Position 5378: 0.004348034842528125
Position 15603: 0.004209344973648881
Position 14433: 0.003868138592836484
Position 14493: 0.0037426965862100725
Position 15630: 0.0027064420400900553
Position 4915: 0.0026672840529575513
Position 5302: 0.0026301546318253594
Position 5346: 0.002594343182857474
Position 633: 0.002539502908299093
Position 1575: 0.002327587423624695
Position 11499: 0.002157349126911841
Position 15582: 0.001980217244266071
Position 376: 0.0018879675259157265
Position 1628: 0.0018422835474524724
Position 4978: 0.001767800097093051
Position 12738: 0.001762908409386394
Position 17190: 0.0017469863251499624
Position 529: 0.0016533204686113724
Position 12032: 0.0016082560041756635
Position 10770: 0.0014617587874465121
Position 1633: 0.0013749033464005571
Position 14115: 0.0013653308333132907
Position 9464: 0.0013456395703554183
Position 6115: 0.0012454837760711537
Position 7019: 0.001237321374605789
Position 9531: 0.001040088422394878
Position 14272: 0.0010154041267035848
Position 14394: 0.0009670926996399527
Position 1684: 0.000962678589837962
Position 8025: 0.0009315436426068013
Position 597: 0.0008678853284834659
Position 13312: 0.0008052819697215157
Position 650: 0.0008045401612756719
Position 532: 0.000795322166551499
Position 1043: 0.0007951997839254656
Position 289: 0.0007830547335904775
Position 15323: 0.0007619152839200792
Position 1607: 0.0007447862655460374
Position 1421: 0.0006632957925018806
Position 2731: 0.0005891354047509871
Position 1482: 0.0005886756993288588
Position 266: 0.000576218939940544
Position 3525: 0.000543285895328719
Position 13259: 0.0005332202188198909
Position 4289: 0.000512874251307722
Position 1076: 0.0004281321476063388
Position 1717: 0.0004222030158779653
Position 10942: 0.0003879725280832049
Position 10894: 0.0003605566113475582
Position 5011: 0.0003432515990838185
Position 467: 0.00033826587591745546
Position 13676: 0.0003201000576702537
Position 11625: 0.0003056557473218513
Position 1082: 0.00029097088307929105
Position 12318: 0.00028338557658536575
Position 12285: 0.00027435829384403476
Position 13183: 0.00026755969017842125
Position 13882: 0.0002642755676796031
Position 11536: 0.00025616581763830974
Position 12071: 0.0002418649460130555
Position 1547: 0.00022824611894845122
Position 11941: 0.00022552484265735655
Position 4112: 0.00021960244445636695
Position 1588: 0.00020690003016171252
Position 10853: 0.0002015432526159696
Position 439: 0.0001927208964884077
Position 1595: 0.00018128619567780386
Position 12541: 0.000178190693192689
Position 11257: 0.00017266022809861426
Position 13057: 0.0001672827266473096
Position 9298: 0.00015409151299955692
Position 1746: 0.0001443794249723358
Position 9249: 0.00014154362137167362
Position 543: 0.00012821265589949615
Position 1163: 0.00012633044850170934
Position 12361: 0.000124406736602013
Position 12523: 0.00011973036486425198
Position 5739: 0.00011745893059236602
Position 1530: 0.00011174794394980695
Position 402: 0.00011115931907879572
Position 2735: 0.00011052134093862929
Position 4004: 0.00010326244255739123
Position 12407: 0.00010292423800874277
Position 3697: 9.918190475368127e-05
Position 6286: 9.583856826186382e-05
Position 2645: 9.514881036519519e-05
Position 1208: 9.03271667911566e-05
Position 6560: 8.787900227565719e-05
Position 755: 8.712839409213262e-05
Position 686: 8.641340389220446e-05
Position 11559: 8.583430931760966e-05
Position 7237: 8.413902155239382e-05
Position 3152: 8.268110263784774e-05
Position 7463: 7.916992273326211e-05
Position 5664: 7.742928071241872e-05
Position 11519: 7.261172378857739e-05
Position 4135: 7.03576452852236e-05
Position 10889: 6.560967420071563e-05
Position 11130: 4.96116542777222e-05
Position 2491: 4.241207374371029e-05
Position 4411: 3.870203082293866e-05
Position 8319: 3.8437234466575276e-05
Position 9301: 3.636969910946589e-05
Position 5681: 3.633930153172381e-05
Position 8067: 3.610083870897816e-05
Position 4206: 3.528371826867096e-05
Position 5959: 3.482314922240332e-05
Position 6909: 3.409917972641846e-05
Position 3075: 3.409264253440859e-05
Position 2519: 3.389755783185438e-05
Position 2767: 3.3648350258707096e-05
Position 6999: 3.177493665424969e-05
Position 6770: 2.5765566723436386e-05
Position 6829: 2.5118081331178682e-05
Position 9886: 2.444797064937325e-05
Position 4479: 2.3397179723048645e-05
Position 7409: 2.253446885170654e-05
Position 7158: 2.0367530414939238e-05
Position 9444: 1.8875720181822044e-05
Position 8337: 1.8777902741563177e-05
Position 5140: 1.8274445854261942e-05
Position 4120: 1.819252462619572e-05
Position 2024: 1.6978927025817695e-05
Position 2230: 1.5759280590470715e-05
Position 3667: 1.4086497994402299e-05
Position 6593: 1.3021183780169676e-05
