Gene = Tirap
index = 1085
Annotated 5SS: [  127  1071  8718  8971  9274 11635]
Annotated 3SS: [  971  8594  8908  9114 10995 12360]
SMsplice 5SS: [ 435 1071 8380 8718 8971 9274]
SMsplice 3SS: [  971  8220  8594  8908  9114 12360]
top_k =  1000
Partition function (log Z): 1.6138247713632707

Sorted 5' Splice Sites (High to Low Probability):
Position 8718: 0.9913522217859838
Position 9274: 0.9683595295783256
Position 1071: 0.7781491257285545
Position 12676: 0.7324976262961279
Position 8971: 0.7248549488074516
Position 8380: 0.593341776133172
Position 435: 0.5914748679299167
Position 13350: 0.5574551323551434
Position 127: 0.2932137691543846
Position 10523: 0.28794171670850477
Position 13140: 0.20163716980521204
Position 12207: 0.200004257974658
Position 11635: 0.19729130370565673
Position 431: 0.16331204606087407
Position 8502: 0.15393510932884763
Position 13802: 0.13686980603547425
Position 1565: 0.1200125607756768
Position 14147: 0.09270422477193475
Position 11266: 0.08719739418646288
Position 1781: 0.08697160167206602
Position 10537: 0.05634870678062894
Position 12262: 0.05129545992558315
Position 10746: 0.04913989045839412
Position 5500: 0.04901155064272523
Position 8497: 0.04552779467077396
Position 10542: 0.04052180448539603
Position 8932: 0.03617675296536712
Position 10402: 0.03347909099200009
Position 10902: 0.03027481335993241
Position 14321: 0.02913953174755003
Position 10751: 0.02912323264559205
Position 5610: 0.024120522703606952
Position 2672: 0.024026548305247263
Position 7919: 0.022753059907973924
Position 12837: 0.020252691197195315
Position 1081: 0.020223270580184135
Position 867: 0.019551254587924845
Position 1555: 0.01694943049974445
Position 11972: 0.01615263929273859
Position 7647: 0.014571253058705979
Position 14196: 0.014279051619202465
Position 13371: 0.013379760798104502
Position 6036: 0.013006618689091183
Position 8425: 0.012023927195709414
Position 132: 0.009197577240204511
Position 9012: 0.009118384785738497
Position 8487: 0.009021649171010934
Position 9076: 0.008464865503331167
Position 8317: 0.008078095264977327
Position 10772: 0.00790329332286774
Position 462: 0.004392621577799723
Position 11570: 0.00413549347080455
Position 9031: 0.004077894966690892
Position 9035: 0.003726738425986423
Position 8342: 0.0026849639533689106
Position 9000: 0.0020917139815368976
Position 9186: 0.0020488536448895756
Position 5234: 0.001974716640789888
Position 634: 0.0017691819549837365
Position 11092: 0.0017195993038542476
Position 8980: 0.0016957080759800439
Position 10907: 0.001690540151234467
Position 12635: 0.0015106096963787136
Position 8646: 0.001463077999498654
Position 11613: 0.0014379958251307917
Position 8791: 0.0013695314634866171
Position 1800: 0.0012442732441680518
Position 2128: 0.001212202515827352
Position 10491: 0.001206464933266339
Position 306: 0.001177405284056639
Position 1124: 0.0011733884088810107
Position 7386: 0.0011692392559858292
Position 319: 0.0010332106452659526
Position 5808: 0.0008519850010019693
Position 9544: 0.0008068630980971751
Position 848: 0.000761449631452611
Position 595: 0.000661916395571694
Position 8635: 0.0006549875629009639
Position 9801: 0.0006201758062735385
Position 2598: 0.0005818909215250662
Position 3809: 0.0005638789172305554
Position 6899: 0.0004426209056848257
Position 2965: 0.0004285056678911321
Position 1845: 0.00041850330426868477
Position 9640: 0.0004095150951824525
Position 905: 0.00038671757447590024
Position 3323: 0.000382961496664103
Position 10175: 0.00037493124646939796
Position 9769: 0.0003350346946540898
Position 6522: 0.0003266902884609415
Position 252: 0.0003052210456485142
Position 657: 0.0002700678140136069
Position 9760: 0.0002628856262139531
Position 12830: 0.00024754314961886897
Position 11314: 0.0002177143126097187
Position 9003: 0.00020708052187317432
Position 9080: 0.00020014139139152835
Position 9624: 0.00018913927889698123
Position 9718: 0.00017633649868737945
Position 1161: 0.00015801953718539186
Position 806: 0.0001541407472508871
Position 1085: 0.00015186137283375369
Position 735: 0.00014363220851351622
Position 24: 0.00014062849604239876
Position 765: 0.00013734977078862587
Position 115: 0.00013194173331806144
Position 8960: 0.0001256978698285581
Position 12142: 0.00011162818497305584
