Gene = Rpe
index = 915
Annotated 5SS: [  198  5695 13886 14417 15215]
Annotated 3SS: [ 5614 13745 14281 15127 16922]
SMsplice 5SS: [  198  5695 13886 14417]
SMsplice 3SS: [ 5614 13745 14281 16455]
top_k =  1000
Partition function (log Z): -7.46619927530061

Sorted 5' Splice Sites (High to Low Probability):
Position 5695: 0.9913150439034131
Position 13886: 0.8607135298290816
Position 198: 0.8147068169827912
Position 14417: 0.6626480861383237
Position 6056: 0.41633328530657326
Position 15215: 0.35795870498944626
Position 12771: 0.265779108562143
Position 6781: 0.19525537598203874
Position 806: 0.13707971358183843
Position 14441: 0.13287827375589642
Position 3883: 0.095562158652044
Position 3935: 0.09414244241356429
Position 2909: 0.08847529667912145
Position 3219: 0.07903007854233797
Position 4926: 0.05977484987705896
Position 818: 0.04804161359311553
Position 16130: 0.043863189824980144
Position 18248: 0.0407126608789115
Position 17181: 0.036935160439441804
Position 187: 0.036021601539859255
Position 2375: 0.028963283206880127
Position 13935: 0.028189679740599778
Position 1926: 0.019453826518868927
Position 1964: 0.015368627368008876
Position 2737: 0.013428754595077072
Position 4706: 0.013408887247751954
Position 3749: 0.01122343165243939
Position 1427: 0.010059990425066416
Position 2927: 0.01001374562248417
Position 2518: 0.00818370064831318
Position 14357: 0.006520315966841338
Position 6421: 0.0065051328107472335
Position 5978: 0.006210635399162381
Position 5034: 0.0061728357403119235
Position 4854: 0.006105191325076148
Position 1457: 0.0052360535537105644
Position 15361: 0.00440298397792875
Position 235: 0.00437142064903491
Position 3501: 0.004305692011304711
Position 735: 0.00404507838967756
Position 2953: 0.0032121409100670964
Position 9701: 0.00295109429746853
Position 377: 0.002810863933064707
Position 4657: 0.0027355648283710395
Position 6191: 0.0026238088659706255
Position 5751: 0.0025347631085561326
Position 5699: 0.0023111673485196322
Position 1959: 0.002301766817686729
Position 8894: 0.002247983102723368
Position 3725: 0.002146264021021825
Position 625: 0.002094146577279293
Position 358: 0.002075834847357095
Position 3171: 0.0019571725016445693
Position 141: 0.0018898139486172453
Position 728: 0.0016750610372789105
Position 2488: 0.0015372899576394329
Position 6206: 0.001447210776899888
Position 1174: 0.0011819738961910947
Position 3868: 0.001088770887801902
Position 5755: 0.0009817867060319127
Position 15182: 0.0009285513342919279
Position 4992: 0.0008381718021872044
Position 4808: 0.0006439479098705842
Position 708: 0.0006285221558383691
Position 1433: 0.0006005311392684047
Position 4787: 0.0005953067161629471
Position 3770: 0.000567422415425351
Position 387: 0.0005460086887843094
Position 4673: 0.0005375868428711593
Position 285: 0.00048768476332110245
Position 433: 0.000427948300841162
Position 692: 0.0003743940589273595
Position 1459: 0.00032642823974363827
Position 3919: 0.0002656680813211627
Position 618: 0.0002473733937030249
Position 822: 0.00024034808011048602
Position 2339: 0.00022534068661305762
Position 1938: 0.0002021967612005323
Position 270: 0.00016622645016624857
Position 16711: 0.00014091091887997981
Position 2293: 0.0001148747084036332
Position 1037: 0.00010951526562256795
Position 732: 7.576041162383775e-05
Position 11059: 6.519077690084889e-05
Position 5703: 4.4870409144624494e-05
Position 5590: 3.340606450655449e-05
Position 5956: 2.6026289327562123e-05
Position 6210: 1.7250134354076207e-05
Position 2145: 1.615462902412428e-05
Position 6230: 1.2863716188639617e-05
Position 5759: 1.1558960714295874e-05
Position 7122: 1.0619156476432602e-05
Position 1997: 4.2366629234259855e-06
Position 241: 4.104098577997682e-06
Position 81: 3.9116372441345655e-06
Position 6258: 3.904051705806409e-06
Position 45: 3.6367279347133815e-06
Position 7673: 3.6049745173094796e-06
Position 102: 3.4009728475703064e-06
Position 2149: 3.02032941914641e-06
Position 5886: 2.99998671424228e-06
Position 1401: 2.5332302156467746e-06
Position 697: 2.090158214711646e-06
Position 623: 1.960389021993028e-06
Position 6008: 1.8863511501303631e-06
Position 384: 1.7147658834769154e-06
Position 1897: 1.5818740270702014e-06
Position 441: 1.579197910745371e-06
Position 415: 1.5229218380925185e-06
Position 5973: 1.5041726754882876e-06
Position 6133: 1.407008044457027e-06
Position 889: 1.2776224589412234e-06
Position 6003: 1.1178454855178497e-06
Position 560: 1.0487073086239146e-06
