Gene = Proser3
index = 857
Annotated 5SS: [   65  1515  2666  3232  5970  6148  8582  8786 11352 12354 12524]
Annotated 3SS: [ 1437  2568  3063  5844  6046  8498  8657 11175 11434 12441 12693]
SMsplice 5SS: [   65  2666  3232  8582  8786 11352 11879 12524]
SMsplice 3SS: [ 2568  3063  8498  8657 11175 11746 12441 12689]
top_k =  1000
Partition function (log Z): 5.0090864181706625

Sorted 5' Splice Sites (High to Low Probability):
Position 8786: 0.9901197946202597
Position 2666: 0.975017043420019
Position 8582: 0.8865402407286459
Position 11352: 0.8591594977334173
Position 65: 0.8132174667176272
Position 12524: 0.6538132362321333
Position 3232: 0.6309278433310419
Position 5970: 0.5115039032608135
Position 11879: 0.40486225215709143
Position 12354: 0.38459906474299693
Position 11900: 0.3164073986206748
Position 6148: 0.24457689289374532
Position 7411: 0.18970410149424746
Position 10063: 0.17432478930261733
Position 3708: 0.16613663076232812
Position 70: 0.1321936832397046
Position 1515: 0.1188509381118826
Position 9441: 0.10477126850820563
Position 11630: 0.05156491722191142
Position 10650: 0.05002226838615138
Position 276: 0.04464659853191558
Position 40: 0.042385396092967945
Position 9768: 0.04045086297846419
Position 11305: 0.04044296134111266
Position 665: 0.03824271673951634
Position 11377: 0.036717316816851336
Position 12261: 0.034868924665250434
Position 9006: 0.028133501446474644
Position 5193: 0.02721925913104997
Position 6139: 0.02399613379031891
Position 9245: 0.023929854882293083
Position 9495: 0.021902679353749076
Position 6098: 0.021209014093270098
Position 5670: 0.01944542050357251
Position 6750: 0.016163826834459206
Position 5146: 0.0158773403145205
Position 444: 0.01218483748232557
Position 11990: 0.012123113253221622
Position 6250: 0.01182183412288197
Position 4398: 0.011339597989466817
Position 233: 0.009519802329883503
Position 957: 0.008060037289630508
Position 11747: 0.0076970151531802694
Position 9752: 0.007640754024726756
Position 423: 0.0072543431263868505
Position 4307: 0.00718702980651629
Position 449: 0.0059943762213571904
Position 123: 0.0054658801087509945
Position 621: 0.004726280007147948
Position 8376: 0.004563853106943856
Position 272: 0.00404670802769255
Position 2072: 0.003870612786865537
Position 513: 0.003434891165094085
Position 2509: 0.002640291567473684
Position 6083: 0.0026118678113666955
Position 454: 0.002451325752879507
Position 550: 0.002242941477077294
Position 11365: 0.0021974675554022687
Position 11930: 0.002184665861124371
Position 11600: 0.00192366583559084
Position 1858: 0.0019133547626514983
Position 308: 0.0017452463173016728
Position 280: 0.001660349666611256
Position 2937: 0.0015217638475784783
Position 5058: 0.0014950228519716386
Position 1593: 0.0014429869228861241
Position 11017: 0.0013823347756304226
Position 716: 0.0013521697158066451
Position 12586: 0.0013514541496413934
Position 345: 0.0013172007968063255
Position 2349: 0.0010974175006129969
Position 3606: 0.0010958093024605123
Position 12774: 0.0010823091306691882
Position 701: 0.0010091224465914425
Position 9319: 0.0009175403660730165
Position 1766: 0.0009137177203453678
Position 2914: 0.0009022338091321144
Position 12565: 0.0007690966236407994
Position 12225: 0.0006980574771932875
Position 1994: 0.0006898353145750722
Position 3180: 0.0006311877142382467
Position 5346: 0.0005433863532987352
Position 467: 0.0005171503238417037
Position 8807: 0.00048480396716820003
Position 2481: 0.0004541373078955016
Position 2309: 0.0004481398545731934
Position 3517: 0.00044171407372079277
Position 8615: 0.0004342354449098339
Position 310: 0.00041698629377610186
Position 1884: 0.00041190031828149977
Position 12762: 0.00037766210686343815
Position 7388: 0.0003685453660289056
Position 6364: 0.0003624915247929305
Position 6284: 0.0003545503323673559
Position 636: 0.00034790659859900065
Position 473: 0.00031836728653257215
Position 12646: 0.0002557854039700042
Position 1565: 0.0002296981116369953
Position 11453: 0.00022818013056448395
Position 5845: 0.00021546804897969087
Position 2758: 0.00020037103110718117
Position 8799: 0.00018291733460235502
Position 12694: 0.0001595435686482555
Position 633: 0.00013432549451019993
Position 364: 0.00012390625319848452
Position 735: 0.0001146516986155303
Position 3224: 7.968769452325523e-05
Position 12114: 6.280744656055015e-05
Position 9264: 4.538750161849979e-05
Position 2619: 4.040466309370262e-05
Position 3236: 3.862169671318286e-05
Position 2525: 3.064084778282485e-05
Position 134: 2.8738250591587704e-05
Position 2572: 2.5881515191957443e-05
Position 3162: 2.474365355516848e-05
Position 2998: 2.083367780421334e-05
Position 2820: 1.980443808413683e-05
