Gene = Taf10
index = 1055
Annotated 5SS: [ 275  532  934 1136]
Annotated 3SS: [ 376  868 1020 1297]
SMsplice 5SS: [ 275  532  934 1136]
SMsplice 3SS: [ 376  868 1020 1297]
top_k =  1000
Partition function (log Z): 4.126245387104378

Sorted 5' Splice Sites (High to Low Probability):
Position 275: 0.9536097013429214
Position 532: 0.8832972195743594
Position 1136: 0.76686053379306
Position 1404: 0.7321707627709506
Position 934: 0.5958885366356692
Position 2393: 0.5827847657799476
Position 1870: 0.4655566381742751
Position 953: 0.37211726942146406
Position 3230: 0.1707341346042284
Position 1216: 0.15776531746370986
Position 1925: 0.10448716423438055
Position 3481: 0.09375439431502193
Position 3458: 0.08369969711972582
Position 1549: 0.06725404015536954
Position 1348: 0.05428562462092361
Position 4207: 0.05341577489432597
Position 295: 0.04291796155739402
Position 3485: 0.03603103420044994
Position 2800: 0.023645052813904232
Position 1138: 0.01677087651547689
Position 1422: 0.015441395827469754
Position 2718: 0.011426258567867427
Position 1901: 0.009639962529258271
Position 1361: 0.009280784994317545
Position 1586: 0.0064666151974589236
Position 3672: 0.005431759487353561
Position 3881: 0.005316779255669689
Position 938: 0.004937783437572698
Position 2485: 0.004162236422066185
Position 3885: 0.003950994432143967
Position 3895: 0.003702844672174772
Position 2713: 0.0034653832801066604
Position 2700: 0.00307428018483267
Position 3658: 0.002777462085675376
Position 1162: 0.0026084603745181456
Position 2378: 0.0024644399286433867
Position 1823: 0.0024042817139435435
Position 3709: 0.0022754887729358503
Position 1696: 0.0021679651547424936
Position 1438: 0.001989681563249383
Position 1508: 0.0019651544367647778
Position 1410: 0.0017531073947734004
Position 107: 0.0016856308933319802
Position 4382: 0.0013420626394940864
Position 463: 0.001215414652317692
Position 2763: 0.0010414565790120521
Position 746: 0.0009983457380863673
Position 472: 0.000830548199588144
Position 1306: 0.0007388393958717991
Position 1623: 0.0005017408579095379
Position 3646: 0.00048725791466517276
Position 3588: 0.00040397504684133874
Position 477: 0.0003661248943606768
Position 2051: 0.0002971815012270865
Position 973: 0.00021487526921140721
Position 2769: 0.00019440642431119297
Position 3024: 0.0001729879221064709
Position 961: 0.0001681968024426303
Position 475: 0.00014927098114071166
Position 1572: 0.00013491317173612544
Position 2771: 0.00012867164514850782
Position 2704: 0.00011701369269103394
