Gene = 1700102P08Rik
index = 22
Annotated 5SS: [  26  806 2552]
Annotated 3SS: [ 400 2459 4358]
SMsplice 5SS: [153]
SMsplice 3SS: [4358]
top_k =  1000
Partition function (log Z): -9.34561884843343

Sorted 5' Splice Sites (High to Low Probability):
Position 153: 0.5527519158199528
Position 284: 0.3532253411879117
Position 2552: 0.25390581564891496
Position 2301: 0.19686932830389695
Position 3855: 0.1869562204778622
Position 537: 0.1276272528765361
Position 772: 0.07611399385802428
Position 4110: 0.06811464573918816
Position 806: 0.035308640369974095
Position 26: 0.029300272733429986
Position 1380: 0.022321504520642525
Position 4229: 0.016094624781336195
Position 1597: 0.011308412985350786
Position 4099: 0.010712540577763207
Position 654: 0.0063810645141475645
Position 1373: 0.00602898683528491
Position 306: 0.006025669871082003
Position 3248: 0.004769822598866639
Position 3731: 0.0030854457314852513
Position 236: 0.0020593537987422606
Position 1124: 0.0017179756951664167
Position 619: 0.0011218362417031915
Position 4082: 0.0010570410092050502
Position 4521: 0.0010480522473948096
Position 4022: 0.0010111849274306297
Position 288: 0.001008051050360452
Position 3267: 0.0010077772462100975
Position 1848: 0.0008177267087222718
Position 1606: 0.0007263452239190957
Position 4030: 0.0006583599420635139
Position 2686: 0.0005491720824754158
Position 3436: 0.0003754209313674632
Position 324: 0.0003663524352641152
Position 101: 0.0003284415722788858
Position 2132: 0.0002869784844130692
Position 2102: 0.0002742933883623877
Position 273: 0.0002144316356227875
Position 2330: 0.0002024194860941353
Position 2292: 0.00015568183998606152
Position 1480: 0.00012780201983951815
Position 276: 5.7637580494312575e-05
Position 598: 5.10275641307437e-05
Position 47: 3.994593037220507e-05
Position 165: 3.103302987229229e-05
Position 208: 2.922380696888786e-05
Position 98: 2.8937407243189225e-05
Position 105: 2.1850998622698767e-05
Position 182: 2.1713761454855865e-05
Position 1659: 1.0974794917315984e-05
Position 218: 1.0596453176255693e-05
Position 10: 9.642767428664503e-06
Position 192: 9.599160538702636e-06
Position 745: 9.263369593520408e-06
Position 390: 8.249016956147522e-06
Position 518: 7.679040447477433e-06
Position 1548: 5.338970863421827e-06
Position 471: 5.051598413733424e-06
Position 52: 3.4133968195662134e-06
Position 1242: 2.9377697731911487e-06
Position 488: 2.667715319145556e-06
Position 1156: 2.4970986976715112e-06
Position 1482: 1.5611841815772702e-06
Position 1484: 1.2371499529127442e-06
Position 1152: 1.1975113420161657e-06
Position 353: 1.1081368451075427e-06
Position 605: 1.0151482375354627e-06
Position 68: 1.0076010355377272e-06
Position 607: 9.464127873455388e-07
Position 1041: 9.143370593384763e-07
Position 1488: 7.487511838335684e-07
Position 1131: 3.955792264871429e-07
Position 2524: 3.587053396965628e-07
Position 1232: 2.824785715179719e-07
Position 717: 2.5933878605540997e-07
Position 345: 3.517932724785508e-08
Position 407: 9.853225834123844e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4358: 0.5014899151985297
Position 2459: 0.21782813541960463
Position 3946: 0.19159791201533
Position 3778: 0.1697546800836576
Position 400: 0.15411866615309916
Position 2203: 0.10157366460319477
Position 4021: 0.07246469678043373
Position 1300: 0.06085710789633462
Position 2405: 0.05233544296202718
Position 1960: 0.052068479394226985
Position 2178: 0.043827072338637744
Position 3387: 0.037607266529810876
Position 3600: 0.036579662425551975
Position 1557: 0.027151941498902883
Position 2626: 0.021425669189895365
Position 4302: 0.020726114450176688
Position 691: 0.015463834842990687
Position 1315: 0.01273818246624448
Position 671: 0.011656020639854638
Position 424: 0.010535817695559595
Position 3854: 0.010327750177716906
Position 287: 0.009360394046271946
Position 533: 0.008408380016804834
Position 2872: 0.008184634136814441
Position 2161: 0.00648927790711916
Position 674: 0.006419328607065121
Position 2383: 0.006020969992234272
Position 2185: 0.005846145531638445
Position 2118: 0.005565346853757368
Position 3132: 0.004432201388035381
Position 1795: 0.0042336120859020054
Position 2925: 0.004112898614929708
Position 4619: 0.00407348562548844
Position 2006: 0.003874042549073649
Position 2629: 0.00364630814478373
Position 2667: 0.003537327622841459
Position 1071: 0.0034818253169234576
Position 1992: 0.0034703971343695646
Position 2463: 0.0032369828152746184
Position 728: 0.003180515414872737
Position 2597: 0.0031040668323929614
Position 4385: 0.0027672454057678254
Position 3364: 0.0025528579010892587
Position 751: 0.0025398109221527465
Position 3199: 0.0024995528356848064
Position 2271: 0.0024261036114773056
Position 3167: 0.002376436814513128
Position 3431: 0.002205590829660005
Position 4466: 0.0019795103400566763
Position 3554: 0.0019258099586934147
Position 4524: 0.0018968587055035006
Position 2222: 0.0018157600601587816
Position 3698: 0.0017225367112277117
Position 706: 0.0016348535709655456
Position 556: 0.0016303978040119245
Position 4549: 0.001612471409455027
Position 3695: 0.0015804727243555858
Position 2070: 0.0015660910578825001
Position 453: 0.0014759199123875173
Position 617: 0.001425013305192362
Position 2247: 0.0012754355233138082
Position 2510: 0.0012673965229137813
Position 3786: 0.0012542066683635463
Position 2278: 0.0011694228048375556
Position 544: 0.001143751138029818
Position 623: 0.0010177884863079264
Position 710: 0.0009513461351488573
Position 385: 0.0008513617685902291
Position 381: 0.0008477026634205856
Position 133: 0.0007792864796113177
Position 1531: 0.0007573764835814314
Position 4157: 0.0006831214131773878
Position 1256: 0.0006741793052965435
Position 1493: 0.0006572240170750122
Position 1099: 0.0005642272274050564
Position 253: 0.0005458344572593248
Position 619: 0.0005305062362824152
Position 2507: 0.0004823262901961602
Position 1037: 0.0004592437115489682
Position 259: 0.0004340039204673463
Position 2011: 0.00042788886434919033
Position 1725: 0.0003739368205284606
Position 1353: 0.00035839001192474075
Position 1269: 0.00034090646583750695
Position 430: 0.00032133263150267564
Position 4583: 0.00023788684528449708
Position 4580: 0.00023775856955058575
Position 4445: 0.00023044732847161994
Position 3207: 0.00022149114799512395
Position 2711: 0.00022078320218520792
Position 4459: 0.0002114025892642248
Position 1664: 0.00020423947971803477
Position 227: 0.00020239255753980967
Position 1842: 0.00017683210463575495
Position 1372: 0.00016499356112716413
Position 485: 0.0001601484912395531
Position 2893: 0.000158615703958412
Position 4086: 0.00015047181156206525
Position 1631: 0.00014292008424936543
Position 4810: 0.0001405198722048119
Position 3501: 0.0001317635615115465
Position 2128: 0.00012723285663279957
Position 755: 0.00010648661275207739
Position 1392: 6.212240807662783e-05
Position 4924: 6.0359703284486667e-05
Position 1684: 5.942342989362822e-05
Position 157: 4.927013971318635e-05
Position 1317: 3.992841602959269e-05
Position 883: 3.208614589011134e-05
Position 266: 3.1586993121999086e-05
Position 329: 3.116698831429021e-05
Position 475: 3.081439672729904e-05
Position 468: 2.3628658080809997e-05
Position 771: 1.9805372281553923e-05
Position 434: 1.4581813182571022e-05
Position 201: 1.360944949319265e-05
Position 437: 1.2703862699519654e-05
Position 495: 1.2539552183306603e-05
Position 1499: 9.891002226278068e-06
Position 1513: 9.101548325695548e-06
Position 1056: 8.846895569060991e-06
Position 459: 5.625715932990471e-06
Position 1519: 4.9587162260536196e-06
Position 1736: 4.5142133421221915e-06
Position 885: 4.268778006980006e-06
Position 1200: 4.0277956582292155e-06
Position 139: 1.7646627095227743e-06
Position 1379: 1.6170571960516814e-06
Position 471: 1.5850005387086321e-06
Position 317: 1.3972762853856812e-06
Position 503: 1.12270400703691e-06
Position 1322: 1.111192914474142e-06
