Gene = Aspdh
index = 145
Annotated 5SS: [ 145  844 1165 1423 1715 1943]
Annotated 3SS: [ 698 1079 1272 1493 1787 2251]
SMsplice 5SS: [ 145  844 1165 1423]
SMsplice 3SS: [ 698 1079 1272 2251]
top_k =  1000
Partition function (log Z): -1.0503694936816266

Sorted 5' Splice Sites (High to Low Probability):
Position 1423: 0.9106192241084573
Position 844: 0.8393521470046986
Position 145: 0.6704446076285079
Position 1165: 0.5453784581031205
Position 1185: 0.37596017160507594
Position 1715: 0.23251625470542972
Position 117: 0.22568437940306002
Position 986: 0.08592507890658004
Position 1943: 0.0679523082032658
Position 149: 0.06442215275066375
Position 1599: 0.05099238131625245
Position 91: 0.017356421944652273
Position 1455: 0.016677916539407683
Position 126: 0.008532358938038572
Position 365: 0.008258894129438754
Position 1844: 0.006103372200065144
Position 64: 0.0035148244193679724
Position 1564: 0.0029880577975460202
Position 2147: 0.0028793753293086186
Position 1964: 0.0018300487607997066
Position 1728: 0.0017128142589125659
Position 1273: 0.0015816604095402463
Position 24: 0.0014151421088180762
Position 1695: 0.0010326967615040857
Position 1974: 0.0008549502642440691
Position 607: 0.0006393747764861519
Position 319: 0.000538458778561911
Position 592: 0.0005056175054818095
Position 490: 0.0004587653470023426
Position 105: 0.000297504001445894
Position 1603: 0.0002887898813783717
Position 922: 0.0002832232062880175
Position 123: 0.000261291006228129
Position 1567: 0.000234763253825613
Position 504: 0.00021581220967846197
Position 166: 0.00017627832474500466
Position 1998: 0.00014264251356026341
Position 1226: 0.0001347682056115517
Position 771: 0.00010864000247381289
Position 1189: 0.00010493733083696312
Position 795: 9.574450742054687e-05
Position 337: 9.110696184405214e-05
Position 1581: 8.876561086444629e-05
Position 895: 5.26665887067174e-05
Position 1813: 4.9576589312070443e-05
Position 1804: 4.722633397623123e-05
Position 1096: 4.503008138253065e-05
Position 452: 4.16598940008357e-05
Position 928: 3.845938669305824e-05
Position 277: 3.420555260830021e-05
Position 456: 3.3175373040424106e-05
Position 1732: 3.293789593018446e-05
Position 454: 3.241991799126701e-05
Position 486: 3.2317506602561376e-05
Position 797: 3.091728805743039e-05
Position 655: 3.05787585129628e-05
Position 2114: 2.8820402051883704e-05
Position 599: 2.7577923727983685e-05
Position 2163: 2.6944418787134475e-05
Position 1858: 2.534565565014391e-05
Position 1978: 2.3578966128737833e-05
Position 544: 2.3550301359553878e-05
Position 1915: 2.329641717724664e-05
Position 2003: 2.3076942229559035e-05
Position 1382: 2.2820468004648776e-05
Position 1684: 2.2095202283909215e-05
Position 1612: 2.1770857238193028e-05
Position 1461: 2.167812245630159e-05
Position 2005: 2.138037504174816e-05
Position 1102: 2.0683971231055925e-05
Position 1897: 2.060470021438119e-05
Position 555: 2.0353324489666683e-05
Position 287: 1.6985163121252943e-05
Position 536: 1.5167013656152646e-05
Position 1357: 1.4470382879653635e-05
Position 14: 1.304525177801776e-05
Position 710: 1.2967998809555693e-05
Position 1669: 1.20356514074908e-05
Position 71: 1.1180449339173023e-05
Position 893: 9.913591114907736e-06
Position 712: 8.078673369983934e-06
Position 1199: 8.041242413106305e-06
Position 1701: 7.940410530693882e-06
Position 1756: 7.066243703886393e-06
Position 192: 6.801001701579577e-06
Position 3: 6.705201044262735e-06
Position 1686: 6.091098295940648e-06
Position 1201: 6.025247574285415e-06
Position 307: 5.973619980077002e-06
Position 424: 4.799959796638778e-06
Position 369: 4.3949758011841205e-06
Position 508: 4.344704871647115e-06
Position 285: 4.294482597159017e-06
Position 305: 3.87639085517918e-06
Position 559: 3.572116770741661e-06
Position 1353: 3.435729932937209e-06
Position 474: 3.4038959017016994e-06
Position 703: 3.378737924441121e-06
Position 343: 3.307123847924488e-06
Position 480: 3.167841624453622e-06
Position 466: 3.0492413897261263e-06
Position 373: 2.554039265596014e-06
Position 551: 2.4865518905496996e-06
Position 379: 2.256732541394617e-06
Position 356: 2.078767022165764e-06
Position 689: 1.4331105579007248e-06
Position 494: 1.4266449166403113e-06
Position 761: 1.4081937087299596e-06
Position 496: 1.18908430152905e-06
Position 763: 1.1588898103563539e-06
Position 460: 9.927457368918492e-07
Position 458: 9.66104423557621e-07
Position 428: 8.599484174650422e-07
Position 521: 8.213474893702712e-07
Position 472: 7.923544811729838e-07
Position 1351: 6.576645125126533e-07
Position 488: 5.793687931565273e-07
Position 563: 5.620996415344219e-07
Position 183: 4.916747825330611e-07
Position 557: 4.272259628684785e-07
Position 993: 3.2481063143089574e-07
Position 502: 1.7781451896492387e-07
Position 1263: 5.033830294430165e-08
Position 1066: 2.2515648720130305e-09
Position 1235: 2.133426948369058e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1079: 0.9047980408723395
Position 1272: 0.7777045441875855
Position 2251: 0.6613244683870662
Position 698: 0.6478816304817646
Position 1493: 0.34943050107151336
Position 1787: 0.17443505538615345
Position 730: 0.08919486784216836
Position 1288: 0.07126688990374168
Position 814: 0.060515423065788734
Position 681: 0.03990678295504148
Position 2041: 0.03640376240133081
Position 980: 0.03323602180607561
Position 2113: 0.030013029747369798
Position 535: 0.02852935364163527
Position 2232: 0.027816449460379693
Position 1309: 0.027651603135442435
Position 1302: 0.02160504578632807
Position 703: 0.0184425159625927
Position 2094: 0.016243794465189303
Position 1871: 0.015686315272870188
Position 606: 0.013362463362551216
Position 1366: 0.010318179916072414
Position 1921: 0.00934003539130551
Position 645: 0.007890269742193229
Position 1714: 0.006540131783284271
Position 1050: 0.005808772792401837
Position 1669: 0.005365916820673962
Position 984: 0.004765335520356969
Position 1647: 0.004413430857828431
Position 1843: 0.003843403382905523
Position 1541: 0.0035078367772638816
Position 230: 0.0033161249164503507
Position 1495: 0.0030688977431103546
Position 1314: 0.0030197319493837846
Position 1185: 0.002666714293270539
Position 791: 0.0026648299754921992
Position 198: 0.0026507133353122123
Position 1335: 0.0023464913735395565
Position 1581: 0.0022043360567306105
Position 2054: 0.0017965210823946446
Position 1099: 0.0017666552070811552
Position 843: 0.0017162702322136697
Position 1317: 0.0011002111403759323
Position 737: 0.0010805745501261165
Position 1223: 0.00100187283667871
Position 928: 0.0009263446285022993
Position 1988: 0.000777688161690021
Position 1557: 0.000773274754414691
Position 1564: 0.0006975502111230798
Position 336: 0.0006174547547589912
Position 1740: 0.000612572988150811
Position 2017: 0.0005973273909243104
Position 1834: 0.0005835784996058019
Position 899: 0.0005123877703677755
Position 1015: 0.00039345801218791773
Position 2273: 0.00038334566460458463
Position 1029: 0.00037946842095109955
Position 1382: 0.0003624871892941192
Position 1674: 0.00035489016210539656
