Gene = Sbspon
index = 947
Annotated 5SS: [  284  9077 32462 33834]
Annotated 3SS: [ 8881 32370 33656 36859]
SMsplice 5SS: [  284  4418  8930 25831 33834]
SMsplice 3SS: [ 4316  8881 25729 33656 36859]
top_k =  1000
Partition function (log Z): -22.238051070960612

Sorted 5' Splice Sites (High to Low Probability):
Position 284: 0.9812610563307241
Position 4418: 0.6994522870770106
Position 7863: 0.6268792505858869
Position 8930: 0.5781383003972613
Position 1707: 0.31240158873565327
Position 8199: 0.2913482864801873
Position 11826: 0.28378576309195247
Position 5911: 0.2546184456070067
Position 1185: 0.1413989788769925
Position 9077: 0.12285201546947648
Position 7587: 0.11387604851690968
Position 5251: 0.10289679653534503
Position 5277: 0.08572111127005456
Position 1764: 0.07956584799459403
Position 5239: 0.07330025448566417
Position 1345: 0.04103523707394768
Position 12227: 0.026837349175574406
Position 5434: 0.025314745312313456
Position 1051: 0.022877793863025034
Position 16763: 0.021413280204562478
Position 16785: 0.021223407500974047
Position 8833: 0.01895036362457604
Position 6221: 0.018680982824055763
Position 8968: 0.016375683152540406
Position 2884: 0.015298052225007224
Position 4459: 0.011379335639855446
Position 6176: 0.010230324080444783
Position 4366: 0.007314801160727683
Position 927: 0.007284424995021941
Position 3341: 0.006555597845694127
Position 7058: 0.0060142204288364505
Position 559: 0.005419385788014766
Position 1685: 0.004543407672029897
Position 5983: 0.002785511726525585
Position 2627: 0.002719196011220718
Position 3739: 0.0025711476035466968
Position 4855: 0.0023564365428352103
Position 3550: 0.0023375750342558644
Position 2691: 0.0018157953699639302
Position 3914: 0.0016489371851818961
Position 38: 0.0016433131069899447
Position 3925: 0.0015094053987116725
Position 6181: 0.00150508550656856
Position 8313: 0.0014888978399025755
Position 703: 0.0013689623493642821
Position 2445: 0.0013675691608322274
Position 3828: 0.0013596351478392067
Position 979: 0.001355606990638588
Position 88: 0.0013314177508590578
Position 4242: 0.0011389949025016274
Position 540: 0.0011227706391942175
Position 93: 0.001014928754783642
Position 4593: 0.0009849009819692122
Position 1034: 0.0007881971097794531
Position 4567: 0.0005958627196127085
Position 3434: 0.0005811451580229942
Position 2698: 0.0005492712803852362
Position 5298: 0.0004591719886621262
Position 1582: 0.00040968548022573225
Position 752: 0.0004088578146344592
Position 2981: 0.0003639558292704273
Position 276: 0.0002703826843995067
Position 9217: 0.0002526517168470922
Position 375: 0.00018617559872090915
Position 334: 0.00015548997162632923
Position 609: 0.00015503580168860584
Position 205: 0.00013162307279028474
Position 760: 0.00011890522208395438
Position 288: 0.00011504175613463017
Position 710: 9.712907974739398e-05
Position 224: 8.988713035381094e-05
Position 720: 8.735307831917871e-05
Position 1026: 8.703882584095609e-05
Position 155: 8.18070661175926e-05
Position 239: 6.211616747584183e-05
Position 1405: 5.906310853510673e-05
