Gene = Hrc
index = 546
Annotated 5SS: [2085 2242 2666 2919 3436]
Annotated 3SS: [2170 2596 2863 3398 3590]
SMsplice 5SS: [ 336 2364 2666 2919]
SMsplice 3SS: [2170 2596 2863 3398]
top_k =  1000
Partition function (log Z): -2.7117375708602998

Sorted 5' Splice Sites (High to Low Probability):
Position 2666: 0.7397180590467333
Position 2919: 0.7375089076179521
Position 336: 0.6916019481420165
Position 2364: 0.5158702472638865
Position 2085: 0.45009294455973725
Position 2242: 0.4037152961951513
Position 3507: 0.3651312570556354
Position 109: 0.2673646299309869
Position 1337: 0.17810658244321137
Position 588: 0.1629853222639313
Position 412: 0.13983607007254784
Position 945: 0.10499558446879532
Position 1889: 0.063183739570105
Position 3436: 0.059295791564609755
Position 3210: 0.037053003990011185
Position 716: 0.028981764653094013
Position 954: 0.027244331855880977
Position 1707: 0.02656827853812026
Position 1409: 0.024296757732608743
Position 2350: 0.01333088977762872
Position 1392: 0.011867678736052562
Position 2106: 0.010636070918525751
Position 1208: 0.010332938079070545
Position 428: 0.008093134075374328
Position 1761: 0.007323133347902454
Position 683: 0.006373643692581228
Position 3128: 0.004601485915339775
Position 3107: 0.0045312465968731
Position 2246: 0.004525091251485969
Position 2328: 0.0036796499505086276
Position 2356: 0.003586524869345729
Position 677: 0.0035781882266678958
Position 1420: 0.003402716055629292
Position 2696: 0.00300220618661794
Position 366: 0.0027711696009737603
Position 3145: 0.0021874258046334877
Position 2472: 0.0019155639284628688
Position 3185: 0.001785965615007218
Position 2039: 0.0017038660906569184
Position 2894: 0.00154570608093289
Position 2052: 0.0012885064238757488
Position 2280: 0.0011823590672748
Position 723: 0.0011706602167364433
Position 212: 0.0010249607612672499
Position 3116: 0.0009928580243759944
Position 2073: 0.0009314794027289572
Position 1127: 0.0008775875545676184
Position 2389: 0.0008749362685416908
Position 237: 0.0008349898330389038
Position 1105: 0.0007389178307406207
Position 168: 0.0005967990126176206
Position 131: 0.000571513706836909
Position 455: 0.0005164425003574726
Position 200: 0.00040239140910657266
Position 2973: 0.0004000301674862106
Position 3050: 0.0003622497548006685
Position 592: 0.0003147634682194196
Position 223: 0.000312671876295379
Position 813: 0.0003125428352523811
Position 2411: 0.00030825485858656696
Position 2397: 0.0002875642320369753
Position 3537: 0.0002572794435639287
Position 581: 0.00025193053330392693
Position 3229: 0.00019325262927906845
Position 3084: 0.00019018026708286773
Position 1539: 0.00018351503528776322
Position 908: 0.00018021170221945893
Position 3150: 0.00017733657789634078
Position 1398: 0.00017472418717741117
Position 1360: 0.0001726821059513575
Position 157: 0.0001605149310224845
Position 3496: 0.0001578663491414209
Position 3511: 0.0001513372353468517
Position 792: 0.00013465169339212896
Position 3440: 0.00012631019286826474
Position 57: 0.0001182842190833285
