Gene = Stbd1
index = 1036
Annotated 5SS: [287]
Annotated 3SS: [1830]
SMsplice 5SS: [287]
SMsplice 3SS: [1830]
top_k =  1000
Partition function (log Z): -8.497889531150932

Sorted 5' Splice Sites (High to Low Probability):
Position 287: 0.8225764609062228
Position 1629: 0.17824141033535162
Position 6: 0.09423439615897287
Position 218: 0.052276629203780144
Position 1714: 0.04332496733855071
Position 1418: 0.041565925889771614
Position 1882: 0.035225433735636955
Position 1650: 0.023675561272401772
Position 365: 0.021021510972399935
Position 537: 0.017592179002774735
Position 2133: 0.012329963953052211
Position 1406: 0.010581733686604323
Position 2070: 0.009348507019872235
Position 1929: 0.007967676906175327
Position 72: 0.00612023686750421
Position 2349: 0.005678579032622905
Position 2517: 0.005403084862082777
Position 2805: 0.0051275485266020875
Position 2331: 0.00509924636129914
Position 1943: 0.00487682715853865
Position 1914: 0.004756079397631506
Position 2698: 0.0037859524440825828
Position 2507: 0.0036390796025575897
Position 1200: 0.002885496057405872
Position 1465: 0.002827471630832796
Position 2603: 0.0025630777645056666
Position 85: 0.0025354642534860215
Position 1677: 0.0024296110347662844
Position 2589: 0.0023322502755051904
Position 2911: 0.0022497483041462774
Position 1041: 0.0017717440973055332
Position 986: 0.001563545341043628
Position 1425: 0.00134700003085782
Position 1220: 0.001268733981634668
Position 2707: 0.0012071245291781882
Position 2388: 0.0011743927963475266
Position 2962: 0.0010236756609178215
Position 224: 0.0009467246973441835
Position 1433: 0.0009006685576529098
Position 2513: 0.0008965945389096341
Position 1113: 0.0008931817135504231
Position 1580: 0.0008482782449635874
Position 274: 0.0005376543895535444
Position 2462: 0.0005191773129243917
Position 2592: 0.0004965715869842405
Position 1550: 0.0004897680299923863
Position 2137: 0.00031315469751126387
Position 1953: 0.0003023286172286414
Position 1012: 0.00029877360756608295
Position 2781: 0.00029124441820142213
Position 2532: 0.0002846304786461788
Position 3061: 0.00025794868882672475
Position 2169: 0.00023906816290395432
Position 2600: 0.00023259574726885147
Position 2373: 0.0002137338011812933
Position 2771: 0.00018862740498771095
Position 2839: 0.00018274897581296997
Position 703: 0.00017124467459267786
Position 2721: 0.00016988530759282257
Position 227: 0.00014120581845763507
Position 1633: 0.00012045555845510909
Position 3215: 0.00011563451492715176
Position 310: 0.00010596780458101162
Position 1631: 9.073533384706793e-05
Position 1131: 8.799921473153572e-05
Position 1066: 7.073645475046588e-05
Position 1652: 6.777353013171827e-05
Position 2955: 6.384552424924971e-05
Position 160: 6.222056869594266e-05
Position 1679: 5.352776430191101e-05
Position 2472: 4.78581318638621e-05
Position 1704: 4.513185025104538e-05
Position 35: 4.443068057582012e-05
Position 2656: 4.161173365216415e-05
Position 1408: 3.8910464235471596e-05
Position 1400: 3.597501849472665e-05
Position 461: 3.2322695173368455e-05
Position 1664: 3.163611044610211e-05
Position 1747: 2.974861729464885e-05
Position 32: 2.46965690977241e-05
Position 772: 2.3762283348282866e-05
Position 1383: 2.2378682295411628e-05
Position 1360: 2.2266819924716972e-05
Position 932: 2.0086143882789472e-05
Position 1171: 1.8120947964311418e-05
Position 1224: 1.6096372220086597e-05
Position 1152: 1.5721156101082287e-05
Position 433: 1.5414855990513763e-05
Position 425: 1.327911309216727e-05
Position 236: 1.101318681865828e-05
Position 939: 1.0496163633396647e-05
Position 1204: 1.02161016206218e-05
Position 321: 8.180445829690703e-06
Position 369: 7.66953908434076e-06
Position 1329: 6.225846950061121e-06
Position 764: 6.099182159170098e-06
Position 1589: 4.90593230557349e-06
Position 230: 4.113807990223366e-06
Position 2378: 3.1142801180647676e-06
Position 2231: 1.9586194825691934e-06
Position 1695: 1.7023746978470247e-06
Position 95: 5.695514591960438e-07
Position 2199: 5.417125844571145e-07
Position 1947: 5.180904899391323e-07
Position 375: 4.33952511298129e-07
Position 725: 3.2777085262507707e-07
Position 615: 2.815471522349049e-07
Position 67: 2.44957094771164e-07
Position 117: 1.7802055950922633e-07
Position 740: 9.203753824159543e-08
Position 819: 6.154865710098225e-08
Position 313: 4.9663607265355674e-08
Position 441: 4.466447392072331e-08
Position 621: 2.8403724052682364e-08
Position 973: 1.6028711823882473e-08
Position 535: 1.494313691996394e-08
Position 582: 1.5398380270692673e-09
Position 775: 1.4622121574597564e-09
Position 810: 1.192032084158863e-09
Position 436: 3.7703987945225817e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1830: 0.3528728962761781
Position 1542: 0.26751203915405086
Position 3300: 0.20943656322883436
Position 2487: 0.19798457707601633
Position 2330: 0.18726720201444552
Position 1307: 0.05303092320994227
Position 1735: 0.050009022820580895
Position 1510: 0.01346913708974143
Position 1360: 0.011309961313971105
Position 1451: 0.01064576721234658
Position 1273: 0.010128117065362785
Position 414: 0.009403990158161237
Position 902: 0.006879034793323415
Position 1108: 0.005979578185828162
Position 1968: 0.0046048622057789056
Position 2774: 0.003836818906008933
Position 1254: 0.0033738373581124986
Position 100: 0.0029695241894506837
Position 154: 0.0028984789353448726
Position 1961: 0.0026422469625321603
Position 469: 0.002433735460582179
Position 2630: 0.0023755869057443435
Position 837: 0.002363153805289865
Position 2857: 0.0022167600833296244
Position 76: 0.0020829462655968076
Position 1832: 0.002029779450662618
Position 2724: 0.001992603011800123
Position 177: 0.0018570127528645098
Position 648: 0.001629487444881175
Position 2388: 0.0015769147346087237
Position 1317: 0.0013790784322590159
Position 1688: 0.001261580816159069
Position 1713: 0.001197411223410902
Position 1396: 0.0011609635762639297
Position 1040: 0.0011543023928366355
Position 3158: 0.0011327933579654938
Position 1215: 0.001069004734741842
Position 698: 0.000967657033825898
Position 2230: 0.0009139076636959475
Position 3419: 0.0008536584096933324
Position 2284: 0.000751722273729116
Position 689: 0.0007352178678580846
Position 1981: 0.0007321477022689814
Position 2792: 0.0007048169404404247
Position 497: 0.0007009146018700805
Position 913: 0.0005976863714656011
Position 451: 0.0005810891079952325
Position 1545: 0.0005753374267567477
Position 310: 0.0005681011093674344
Position 942: 0.0005345114697009994
Position 2378: 0.0005099926653781156
Position 2215: 0.00047004973383519817
Position 180: 0.0004204660687760953
Position 985: 0.0003356976212978679
Position 1896: 0.0003237262957571635
Position 106: 0.0002911270322039916
Position 2335: 0.0002888811052855847
Position 1995: 0.00024976382664790894
Position 449: 0.0002475372152956401
Position 1737: 0.0002474863423648863
Position 582: 0.00023197003646409316
Position 1868: 0.00022326940005386542
Position 2493: 0.00020913333929652454
Position 1923: 0.0002058253885103666
Position 926: 0.00019681980095482207
Position 2554: 0.00019049673000123005
Position 2002: 0.00018310028650124783
Position 786: 0.00016009671658508853
Position 1910: 0.0001532481960954968
Position 1754: 0.00015204591502970734
Position 3438: 0.0001418753547954131
Position 2623: 0.00013904558844887556
Position 2286: 0.00013390513749717863
Position 2451: 0.0001244407097517644
Position 2885: 0.00012346208070432703
Position 1364: 0.00011725786619164129
Position 1875: 0.00011441523224653745
Position 214: 0.00010363949962743043
Position 3126: 0.00010054117438418542
Position 2122: 9.990125850366475e-05
Position 2269: 9.715098058900796e-05
Position 1417: 9.665063779487809e-05
Position 994: 9.385495416113481e-05
Position 1693: 9.220119711031007e-05
Position 482: 7.833170658636859e-05
Position 2742: 7.485637021165589e-05
Position 471: 7.478227462247763e-05
Position 2038: 7.358274171471791e-05
Position 306: 6.916887450529602e-05
Position 819: 6.710614316049919e-05
Position 3373: 6.539515615568676e-05
Position 286: 6.282630750547014e-05
Position 2104: 6.262314692389297e-05
Position 2348: 5.7958036890475805e-05
Position 1002: 5.7811495964978734e-05
Position 1454: 5.756370113800915e-05
Position 2520: 5.3773597993850694e-05
Position 839: 5.2793309470024545e-05
Position 1901: 4.8820620339442165e-05
Position 3021: 4.842543810320624e-05
Position 1870: 4.722068759360712e-05
Position 2900: 4.592667415156962e-05
Position 2107: 4.571897556480623e-05
Position 1846: 3.9456373021614976e-05
Position 535: 3.840425296172733e-05
Position 506: 3.762692195751191e-05
