Gene = Commd2
index = 284
Annotated 5SS: [ 129  294 1025 1674]
Annotated 3SS: [ 215  941 1499 4838]
SMsplice 5SS: [ 129  294 1025]
SMsplice 3SS: [ 215  941 4838]
top_k =  1000
Partition function (log Z): -1.1740387059975022

Sorted 5' Splice Sites (High to Low Probability):
Position 129: 0.9983346935293461
Position 294: 0.9871673612212112
Position 1025: 0.5436514924341052
Position 1674: 0.5413160636484474
Position 953: 0.14295366936418152
Position 2957: 0.10857398951350307
Position 5083: 0.09308071757721896
Position 2230: 0.04617366217451157
Position 3285: 0.03879550389341704
Position 5191: 0.030677111065755068
Position 724: 0.025743710893807743
Position 3431: 0.005665683038085754
Position 3178: 0.0055639585991046365
Position 4669: 0.0050331877587428105
Position 2450: 0.005008552114085651
Position 1214: 0.004029614843264814
Position 584: 0.003500329474897241
Position 336: 0.003483395754436997
Position 5176: 0.0032585691411199584
Position 5033: 0.0020560658904852877
Position 1945: 0.0020532197723793894
Position 5044: 0.001691794904445052
Position 2600: 0.0015671804142497695
Position 374: 0.0012298635141480966
Position 133: 0.0011571778190089367
Position 994: 0.001088256912118099
Position 3850: 0.0008620716541827134
Position 419: 0.0008601801364819868
Position 2927: 0.0007245696651090699
Position 579: 0.0005338245192699594
Position 771: 0.0004895962354360622
Position 319: 0.0004537248657230909
Position 577: 0.00041558138728225384
Position 978: 0.00035460721949214245
Position 530: 0.0002937928821580823
Position 1668: 0.0002908717543612298
Position 825: 0.00027299857084999156
Position 1619: 0.00026703313927387663
Position 5465: 0.00026378870354531737
Position 1166: 0.0002589868922388927
Position 1338: 0.00023490589385744074
Position 1374: 0.00023105507601860225
Position 1048: 0.00021107999358882515
Position 801: 0.00020184342747559255
Position 636: 0.00015981782000116715
Position 2007: 0.00013513971976415517
Position 323: 0.00013009117531047895
Position 780: 0.00012318309235218408
Position 568: 0.00010655585422167767
Position 14: 9.105996158670944e-05
Position 1115: 7.955800329422962e-05
Position 2799: 6.874557373184086e-05
Position 798: 6.49437819064121e-05
Position 2664: 5.9146927156508394e-05
Position 3769: 4.5605132170310484e-05
Position 4560: 3.9164120182800255e-05
Position 1258: 3.896408595320112e-05
Position 639: 3.835268055283465e-05
Position 1043: 3.62759755264499e-05
Position 560: 3.569980992052756e-05
Position 784: 3.2261299251940395e-05
Position 502: 3.1435499452521204e-05
Position 465: 3.0405704069345873e-05
Position 116: 2.9905670753931072e-05
Position 651: 2.589970699060625e-05
Position 4: 2.3727785120817638e-05
Position 648: 2.2390707859128234e-05
Position 467: 2.1768792644200214e-05
Position 642: 1.9154542151997693e-05
Position 423: 1.8858861113372063e-05
Position 1778: 1.8049885440327303e-05
Position 382: 1.578488358121075e-05
Position 364: 1.538495098448416e-05
Position 645: 1.4127874354563722e-05
Position 148: 1.3093401017181653e-05
Position 4138: 1.1138246579318798e-05
Position 853: 1.0211419337205817e-05
Position 957: 8.596469671458769e-06
Position 247: 8.426554124773219e-06
Position 137: 5.077583875932115e-06
Position 708: 3.7529152093327943e-06
Position 830: 3.549217976715473e-06
Position 712: 3.0386512767896474e-06
Position 226: 2.7325722421021308e-06
Position 716: 1.88849735242078e-06
Position 730: 1.7273573674142959e-06
Position 735: 1.5897545316076976e-06
Position 855: 1.1479375206772702e-06
Position 694: 7.558764637822705e-07
Position 44: 3.741164024524951e-07
Position 76: 3.3361585702622424e-07
Position 11: 3.2270160070637845e-07
Position 242: 2.3672930200120963e-07
Position 36: 2.1383950519491445e-07
Position 387: 1.6989430603687327e-07
Position 218: 5.555362675162711e-08
Position 394: 5.299748196255923e-08
Position 1139: 2.5654583670951887e-08
Position 710: 6.692447457763111e-09
Position 775: 4.974388056292679e-09
Position 960: 8.075048565829583e-11
Position 215: 2.3153307125599342e-12
Position 209: 7.655397811600919e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 215: 0.9921567681060117
Position 4838: 0.5563753776421294
Position 941: 0.40922052154743394
Position 723: 0.21606464326851635
Position 1499: 0.19154679007528105
Position 1551: 0.1774985412875296
Position 2792: 0.11847527950252423
Position 1574: 0.10824481474743626
Position 5119: 0.0649905525629461
Position 4003: 0.05034708312425672
Position 1521: 0.04927221361344605
Position 830: 0.04793325568674954
Position 5059: 0.03588909490735382
Position 3568: 0.03095449243825557
Position 2097: 0.028346926114428867
Position 5620: 0.027973952193267596
Position 5595: 0.026149592118916758
Position 4934: 0.02473901037216221
Position 3110: 0.02093731011069119
Position 3234: 0.02037828366065369
Position 5769: 0.02015406006659956
Position 4588: 0.018906804185479992
Position 519: 0.018537464255419803
Position 5464: 0.016069882465003443
Position 361: 0.014062405430072835
Position 2897: 0.013991181676607602
Position 6885: 0.013591769893507006
Position 3610: 0.013226240576214033
Position 739: 0.013154623323001753
Position 1591: 0.012409300726090571
Position 3583: 0.01216498205349098
Position 5215: 0.011918542847888916
Position 5011: 0.011628971816261442
Position 5190: 0.01155696044058648
Position 414: 0.011289381570008755
Position 4627: 0.011275886956556175
Position 7187: 0.011230805277383404
Position 2229: 0.010488515311596013
Position 6256: 0.009666473204373935
Position 6666: 0.007966088524137866
Position 1433: 0.007164776197145188
Position 4323: 0.006351388392961627
Position 7154: 0.006178645302018536
Position 5397: 0.006122880054237406
Position 6205: 0.005661620269755492
Position 5986: 0.005620074406553382
Position 3464: 0.005243306178749448
Position 1896: 0.005125656923355048
Position 7141: 0.004505087166777511
Position 2133: 0.00432067699686712
Position 4802: 0.004285044082278405
Position 1058: 0.0040916451900103925
Position 3165: 0.004087703953851527
Position 3526: 0.003914636247994143
Position 2834: 0.0034312706772454456
Position 841: 0.0031665110471646735
Position 2484: 0.0029549985587835814
Position 2078: 0.002724511077900057
Position 3140: 0.002608189975631297
Position 2065: 0.002434008974134672
Position 2326: 0.0024081455073051506
Position 4865: 0.002336792653381182
Position 2859: 0.0022313228433776993
Position 2360: 0.0021213965096221737
Position 3759: 0.0020507473235715197
Position 4967: 0.00205054673950618
Position 6356: 0.0018342805389550774
Position 2150: 0.001767152345559799
Position 192: 0.001737976593003108
Position 2166: 0.001700911756760149
Position 1337: 0.001691406506732798
Position 6231: 0.0016367684131834604
Position 4719: 0.0016254826419304772
Position 4018: 0.0015718870544559594
Position 621: 0.0015629193326792907
Position 1830: 0.0015187358833780831
Position 5357: 0.0014844381918770614
Position 2174: 0.0013975332268857349
Position 2102: 0.0013726340617333447
Position 2837: 0.0013623300792856338
Position 2805: 0.0013039181214038649
Position 502: 0.0012546865819837627
Position 1222: 0.0012384027831351654
Position 4662: 0.0012064122826560444
Position 7044: 0.0011745399595802014
Position 4048: 0.0010812981142396202
Position 700: 0.0010646812539416666
Position 1115: 0.0009106903159922925
Position 1639: 0.000858434484705096
Position 2024: 0.0008148420329862451
Position 4102: 0.0008063798122078575
Position 4775: 0.0007566733771707267
Position 4849: 0.0007423003509644057
Position 4362: 0.0006917094878558589
Position 1898: 0.0006731211017936375
Position 1369: 0.0006458873821018798
Position 3134: 0.000503798273867178
Position 2629: 0.0005035496040255639
Position 1444: 0.0005027286474476447
Position 3277: 0.0004873726786995482
Position 2740: 0.00036075060448347376
Position 4168: 0.0003410874819288851
Position 2471: 0.00032508929862722503
Position 1009: 0.00031518789073416495
Position 3702: 0.0003132714454242927
Position 2876: 0.00030805720798675296
Position 4053: 0.0003011480311910431
Position 2301: 0.0002975995612430228
Position 3999: 0.00029406335515995115
Position 3356: 0.0002707974530135849
Position 5139: 0.0002704938797624462
Position 3050: 0.0002506309326789731
Position 3488: 0.00024589526586002284
Position 2390: 0.00023905531604564905
Position 465: 0.0002352537076954219
Position 1598: 0.00021646514701954738
Position 1128: 0.0002100982027793968
Position 1595: 0.0002064578445735453
Position 602: 0.00020328856374611753
Position 1454: 0.00019949147990664393
Position 1401: 0.00019920255219251033
Position 3043: 0.00018629409468369355
Position 3359: 0.00017724475612971192
Position 373: 0.00015468254088297627
Position 4970: 0.00015287496376274908
Position 364: 0.00015030862606505016
Position 2863: 0.00013720601616294578
Position 3028: 0.00013256070176084067
Position 1471: 0.0001292732422751325
Position 4904: 0.00011198245792194369
Position 3820: 0.00010315004009542617
Position 3765: 9.103834208957497e-05
Position 2977: 7.79794307184594e-05
Position 1264: 7.793931179518673e-05
Position 775: 7.619446679977216e-05
Position 2510: 7.377416838488091e-05
Position 2496: 6.961695347491166e-05
Position 973: 5.989279793245419e-05
Position 1603: 5.8055598260777546e-05
Position 759: 5.418897039972707e-05
Position 1307: 5.1603934770424694e-05
Position 843: 4.842912257570956e-05
Position 1386: 4.681352414905022e-05
Position 577: 3.180329962703611e-05
Position 226: 2.5764310441516233e-05
Position 960: 2.3924762377348656e-05
Position 1267: 2.3104774796031062e-05
Position 2912: 2.26034285886926e-05
Position 416: 1.9531945640670688e-05
Position 1944: 1.7879442998845255e-05
Position 656: 1.7820485955425726e-05
Position 557: 1.746706780850672e-05
Position 274: 1.5379215073065656e-05
Position 1018: 1.4819390192843974e-05
Position 780: 1.2796202541247906e-05
Position 584: 1.2399546266299803e-05
Position 1623: 1.214223514741571e-05
Position 1648: 1.1386142353262767e-05
Position 1011: 1.1009976142817875e-05
Position 986: 1.0633863527475699e-05
Position 419: 1.044177622448155e-05
Position 1354: 1.0111151247099314e-05
Position 662: 8.905974898580709e-06
Position 380: 8.807828977268009e-06
Position 1225: 8.5478016307968e-06
Position 1931: 8.142449219090433e-06
Position 2415: 7.063140360083975e-06
Position 3398: 6.194127246986459e-06
Position 560: 5.820098236902289e-06
Position 2839: 5.342017526190905e-06
Position 751: 5.15510410806555e-06
Position 2764: 4.309155621338771e-06
Position 1746: 4.233117981634122e-06
Position 2517: 3.999659617620116e-06
Position 789: 3.786176002913464e-06
Position 1816: 3.4798650843280536e-06
Position 2370: 3.175097479533763e-06
Position 1905: 3.12652905973235e-06
Position 1981: 2.566821838622526e-06
Position 116: 1.9170338883270874e-06
Position 85: 1.8488310781057979e-06
Position 1407: 1.68828668518687e-06
Position 234: 1.677552685936685e-06
Position 798: 1.6634998430385512e-06
Position 764: 1.5689041350754319e-06
Position 792: 1.5343534520091473e-06
Position 1781: 1.431233829160615e-06
Position 2176: 1.368345862233528e-06
Position 442: 1.3567106277687588e-06
Position 1029: 1.2379952179345486e-06
Position 247: 1.039089956866361e-06
Position 1778: 8.765007059070717e-07
Position 82: 8.514100484402757e-07
Position 91: 7.916571300547722e-07
Position 284: 7.012941452289621e-07
Position 957: 6.476328651267788e-07
Position 1665: 6.47295327949612e-07
Position 2693: 5.073576333585616e-07
Position 1460: 3.11280140666361e-07
Position 1619: 2.884756020588012e-07
Position 178: 2.477762283012345e-07
Position 1721: 1.8115958174559745e-07
Position 428: 1.2430412630918238e-07
Position 423: 8.336176614240539e-08
Position 94: 7.318415270490749e-08
Position 1992: 5.337174768561577e-08
Position 445: 4.6979882499959334e-08
Position 128: 2.0780622000909093e-08
Position 801: 1.822412894213052e-08
Position 1903: 1.616361074598631e-08
Position 1409: 1.4012956511793894e-08
Position 294: 6.054995460971888e-09
Position 1038: 4.795123597243116e-09
Position 328: 1.7714488965243002e-09
Position 2347: 1.0866083737115897e-10
Position 334: 1.0261431580861185e-10
Position 133: 4.5391092910004005e-11
Position 298: 4.0934020166264255e-11
Position 137: 8.892645300880403e-12
Position 308: 5.531306616641271e-12
Position 302: 4.721391720433756e-12
Position 336: 4.25177269253194e-13
