Gene = Eif2d
index = 366
Annotated 5SS: [  245  1239  2071  2543  5119  7444  8222 10385 11326 11589 12029 13242
 15060 17931]
Annotated 3SS: [ 1047  1986  2451  5010  7228  8103 10338 11221 11438 11938 13145 14938
 17755 18739]
SMsplice 5SS: [  245  1239  2071  2543  5119  7444  8222 10385 11326 11589 12029 13242
 15060 17931]
SMsplice 3SS: [ 1047  1933  2451  5010  7281  8103 10338 11221 11438 11938 13145 14938
 17755 18739]
top_k =  1000
Partition function (log Z): 14.586199048244168

Sorted 5' Splice Sites (High to Low Probability):
Position 12029: 0.9812548287257876
Position 245: 0.9691543969119709
Position 11326: 0.9611194288957904
Position 2071: 0.9383395617458343
Position 11589: 0.9265935447667121
Position 8222: 0.8958640200369189
Position 5119: 0.8322618228982264
Position 1239: 0.7766024454419264
Position 13242: 0.7620007311950776
Position 7444: 0.7616947168036583
Position 15060: 0.6996256336733772
Position 17931: 0.6587945724398435
Position 10385: 0.6370540855170485
Position 2543: 0.5739168246770104
Position 630: 0.33298610475945756
Position 8804: 0.30495362265021525
Position 8570: 0.16432877672891394
Position 16925: 0.10201006489820931
Position 14302: 0.09948588337061152
Position 14699: 0.0990025951627184
Position 7768: 0.08919739613079239
Position 8343: 0.08351125989251275
Position 14446: 0.06502224978584818
Position 1244: 0.05861984323784422
Position 10990: 0.05757164921509306
Position 3356: 0.05049224286078853
Position 8566: 0.049372883328016655
Position 7299: 0.04534223820967777
Position 17882: 0.04181539134750529
Position 12443: 0.033267135530761494
Position 7365: 0.02880521875957705
Position 5884: 0.028132324949425434
Position 10422: 0.02797102343575636
Position 9837: 0.02654293458666165
Position 5227: 0.025747966373716933
Position 1194: 0.025129601133741224
Position 1150: 0.020322551187643697
Position 17552: 0.019960546541796957
Position 5915: 0.01691081969897011
Position 1853: 0.016689186336959875
Position 1172: 0.016647259427171046
Position 592: 0.015728895532129996
Position 13516: 0.014171366162240918
Position 9003: 0.013109276212054937
Position 4318: 0.012765458608496245
Position 18750: 0.01225534207100451
Position 12129: 0.011829004848049341
Position 8732: 0.01172536499820727
Position 2375: 0.011433550852959818
Position 4081: 0.011368007900811015
Position 5082: 0.01133234637935206
Position 10506: 0.011302826642468868
Position 11749: 0.010363554879475875
Position 9212: 0.009753725321292792
Position 8279: 0.009657691211628367
Position 14873: 0.009220004003533617
Position 15373: 0.009218178170172842
Position 7457: 0.007216725676989721
Position 15749: 0.007142461810252913
Position 18242: 0.007052313018795131
Position 10410: 0.0069973080961443545
Position 5652: 0.006821122076357127
Position 1228: 0.006453379540417544
Position 8737: 0.0062138437228888834
Position 5155: 0.006106475012239661
Position 9047: 0.006051286009754115
Position 7890: 0.0058170299792605126
Position 4386: 0.005737754104998722
Position 12273: 0.0055253751280728795
