Gene = Pan3
index = 793
Annotated 5SS: [   849  20614  23158  25028  58098  89592  91774  93073  96520  96881
  97070  99960 101147 106380 109212 109646 113048 115575]
Annotated 3SS: [ 20491  23090  24956  57949  89343  91668  93014  96357  96763  96967
  99793 101055 106239 109081 109580 112908 115444 116203]
SMsplice 5SS: [   849   2303  19530  20614  25028  36937  58098  62411  66949  81591
  83942  91774  93073  96520  97070  99960 101147 106380 109212 113048
 114170 115575]
SMsplice 3SS: [  2198  19420  20491  24956  36774  57949  62338  66721  81534  83853
  91668  93014  96402  96967  99793 101055 106300 109081 112908 114107
 115444 116203]
top_k =  1000
Partition function (log Z): -69.90205723696678

Sorted 5' Splice Sites (High to Low Probability):
Position 849: 0.9652098016067674
Position 2303: 0.7180317869199354
Position 12121: 0.510159277397732
Position 4759: 0.41812176212411123
Position 5836: 0.4059806523040813
Position 20614: 0.2884561177445485
Position 12406: 0.25324096831993675
Position 2900: 0.23423399442947834
Position 12095: 0.10014717125608835
Position 2360: 0.09594579206516315
Position 3014: 0.06808116322984639
Position 4847: 0.058552140166162024
Position 12138: 0.048789992453131904
Position 12057: 0.03877541246532541
Position 1600: 0.022244396202032134
Position 2976: 0.021805739138227864
Position 8080: 0.01817912679699618
Position 6644: 0.018115267302525512
Position 2838: 0.008745091832714854
Position 2707: 0.008585632657465633
Position 4155: 0.007921685492626479
Position 11970: 0.007541242861993105
Position 4080: 0.007283728254842204
Position 1057: 0.00541071838505088
Position 877: 0.0052699301668868445
Position 4424: 0.004914792612749656
Position 11986: 0.0046561305654915005
Position 853: 0.0042841250614200545
Position 12499: 0.003969761050795743
Position 4404: 0.0037266387393689003
Position 1080: 0.002829991935667958
Position 5329: 0.0024959898259331093
Position 5095: 0.0024853298164539224
Position 1089: 0.0022830386952076456
Position 1340: 0.0021606123211884696
Position 5666: 0.002055590466440074
Position 627: 0.0017095729285585813
Position 1115: 0.001568677840356787
Position 1094: 0.0015209746627284158
Position 872: 0.001432381849022461
Position 1579: 0.001365261830562136
Position 2105: 0.0013226579157617421
Position 2037: 0.001197892596246474
Position 888: 0.0011345452796187453
Position 577: 0.0010275485626798895
Position 884: 0.0009484075149365239
Position 3052: 0.0009224783115598824
Position 1172: 0.0008400639600438112
Position 5402: 0.0008350281882147661
Position 2504: 0.0008108131763343711
Position 1072: 0.0007460343572183253
Position 1472: 0.0007418383155443051
Position 2268: 0.0006815643044309759
Position 1334: 0.0006714083522891721
Position 4765: 0.000583693761153403
Position 1394: 0.0005469597009430537
Position 1881: 0.0005290671681858715
Position 1257: 0.0004333676341350879
Position 893: 0.0004212722640756883
Position 536: 0.0004091444833982339
Position 5956: 0.00039701667635421643
Position 5080: 0.00038491410696199523
Position 217: 0.0003731054431073594
Position 159: 0.00036518897122321303
Position 57: 0.0003303446003283412
Position 2310: 0.00032382776351013077
Position 104: 0.00031758910049718985
Position 1641: 0.0002723952186362033
Position 842: 0.00026425637254836915
Position 2108: 0.00025179227141788153
Position 1355: 0.0002493740434359594
Position 387: 0.00017803537845340574
Position 1618: 0.0001416400145240794
Position 2121: 0.00012639385995588909
Position 1061: 0.00012070571953601194
Position 1045: 0.00012008506183982176
Position 503: 0.00011880021173356994
Position 520: 0.00011707994727435326
Position 179: 0.00010644537198110975
Position 509: 0.00010586984910403246
Position 1766: 0.00010109280739688633
Position 2379: 9.96172332885058e-05
Position 2322: 9.323210234510218e-05
Position 6657: 8.74712703656194e-05
Position 2714: 8.42177401385728e-05
Position 1921: 8.308614000797324e-05
Position 475: 8.179370588831194e-05
Position 1972: 7.623750625487892e-05
Position 607: 7.5184609178037e-05
Position 176: 7.26500132334448e-05
Position 1320: 7.109934047723116e-05
Position 527: 6.606970906333167e-05
Position 1968: 6.216069381901513e-05
Position 1976: 5.937845255291134e-05
Position 1075: 5.818172902047353e-05
Position 7775: 4.979965566061056e-05
Position 1980: 4.618394910581751e-05
Position 1078: 4.09092958840947e-05
Position 6687: 3.8688660887486683e-05
Position 2334: 3.794449777743405e-05
Position 7625: 3.78220869882628e-05
Position 136: 3.6230131028858266e-05
Position 1928: 3.415032067178663e-05
Position 797: 3.401041472226358e-05
Position 1613: 3.3659870926291925e-05
Position 1218: 3.3270333376043945e-05
Position 991: 3.268687456246626e-05
Position 27: 2.777056042014285e-05
Position 438: 2.462002368129811e-05
Position 631: 2.450043393112043e-05
Position 478: 2.4403713247190313e-05
Position 1357: 2.362218554049167e-05
Position 1954: 2.163428449530559e-05
Position 472: 2.1618318294422322e-05
Position 869: 2.126447945727349e-05
Position 1422: 2.037617439206157e-05
Position 625: 1.9437675925843813e-05
Position 2453: 1.656230522503659e-05
Position 426: 1.4756773429057296e-05
Position 1956: 1.4097058494113894e-05
Position 566: 1.3519687348205253e-05
Position 1598: 1.1506723721598067e-05
Position 413: 1.1441841820145685e-05
Position 1604: 1.0768664361615911e-05
Position 1769: 9.151876504362015e-06
Position 2470: 8.644626445983544e-06
Position 2891: 8.625129109538876e-06
Position 1290: 8.437604444294307e-06
Position 1404: 7.591894961944607e-06
Position 1934: 7.0300641383218445e-06
Position 1623: 5.222670603829265e-06
Position 1180: 4.720411532647534e-06
Position 1182: 4.637781711966665e-06
Position 1178: 4.629125369910896e-06
Position 4204: 4.5447445082582535e-06
Position 3033: 3.93499211229639e-06
Position 5894: 3.155904523978467e-06
Position 5623: 2.8955727755925134e-06
Position 497: 3.9121602148579944e-07
Position 2351: 1.1376971045782766e-07
Position 2262: 1.095305365391264e-07
Position 692: 1.065705871690435e-07
Position 380: 4.812102246066761e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 11964: 0.7461405760314826
Position 2198: 0.6847427213881976
Position 20491: 0.40734613997069596
Position 12228: 0.36389618825299846
Position 22102: 0.2884561177445465
Position 2809: 0.27399849091857176
Position 5758: 0.2638920085671747
Position 12202: 0.19243490760805165
Position 4683: 0.1766643357002544
Position 4664: 0.15072552764402153
Position 2202: 0.123168038781796
Position 4717: 0.09162880850482806
Position 19645: 0.07044318312444292
Position 5798: 0.06825812239292449
Position 5622: 0.05363894628432017
Position 2767: 0.04852454991637072
Position 6542: 0.04603861492893723
Position 12631: 0.033170832279429886
Position 4692: 0.0316007473520901
Position 7940: 0.02512901618819227
Position 11935: 0.022176085506899115
Position 11429: 0.020108805265435816
Position 13285: 0.019008423060105677
Position 5523: 0.017208872686755222
Position 4464: 0.012408232279580366
Position 950: 0.01219419332946403
Position 1494: 0.011865965424412388
Position 4561: 0.009552629811015994
Position 5683: 0.00892261942815743
Position 6455: 0.008598995843572634
Position 8196: 0.008058577662638584
Position 7514: 0.0073703527622546
Position 2899: 0.0060201155388235625
Position 3950: 0.00495679540729474
Position 4344: 0.004577068125712191
Position 8633: 0.004190593370278811
Position 11360: 0.004148570188495888
Position 2246: 0.0040649770068076335
Position 2706: 0.003897909019259564
Position 3980: 0.0035910727403713266
Position 2079: 0.0030447138980112735
Position 4873: 0.0030307693525350524
Position 2577: 0.0028357485730155295
Position 4320: 0.0027651624136172115
Position 8123: 0.002720285489250588
Position 10881: 0.0026646038084494165
Position 5296: 0.0026395661046361564
Position 1450: 0.002450469680761437
Position 4056: 0.0023511280144625445
Position 4014: 0.0019160972083574095
Position 2816: 0.0015943380261543149
Position 1454: 0.0014196305711034899
Position 4802: 0.00141292816773214
Position 2468: 0.0013782465199912324
Position 1872: 0.0013574448571540031
Position 6556: 0.0013363753002929666
Position 2006: 0.0013203143235885402
Position 12247: 0.0012454950555539136
Position 4520: 0.0011707200401902243
Position 5819: 0.0011389705122888498
Position 7864: 0.0010293249272937649
Position 4616: 0.0010090015034526173
Position 4468: 0.00096894512190358
Position 3985: 0.0009074669969430054
Position 2596: 0.000840692484831467
Position 3291: 0.0007618509659253822
Position 2660: 0.0007542984337616025
Position 6502: 0.0007280512745388426
Position 8527: 0.0007161269503310802
Position 5223: 0.0007001313009537525
Position 4047: 0.0006625310752343542
Position 4382: 0.0006514063501882637
Position 1684: 0.0006441608525379184
Position 5657: 0.0006421669187904365
Position 2634: 0.0006212234013297284
Position 9200: 0.0005839743408499996
Position 4173: 0.000569887706697831
Position 8241: 0.0005551709857694718
Position 1572: 0.0005265231612738387
Position 2344: 0.0005206466443159343
