Gene = Ppme1
index = 844
Annotated 5SS: [  585 17040 17599 24186 24503 27356 30462 31277 33938 37260 38380 40450
 43273]
Annotated 3SS: [16945 17505 24127 24450 27200 30370 31210 33813 37129 38334 40384 43204
 44424]
SMsplice 5SS: [  585 15892 19408 24186 27356 30462 33938 37260 38380 40450 43273]
SMsplice 3SS: [15712 19230 24127 27200 30370 33813 37129 38334 40384 43204 43697]
top_k =  1000
Partition function (log Z): -29.03722014768924

Sorted 5' Splice Sites (High to Low Probability):
Position 585: 0.8103148187869371
Position 15892: 0.5539373177861111
Position 2368: 0.20151569517251786
Position 974: 0.15453666094992452
Position 4571: 0.09722510205133662
Position 347: 0.03746060176938488
Position 2668: 0.03703320373050583
Position 15984: 0.026882152519330266
Position 17599: 0.015718669008721212
Position 16984: 0.01306368274600347
Position 730: 0.009270909352150919
Position 10223: 0.00875412433298919
Position 747: 0.0056391881538493
Position 4558: 0.005519480489735602
Position 432: 0.004313594781003455
Position 198: 0.004249275942766076
Position 1307: 0.002833091922769947
Position 1768: 0.0025152239117533816
Position 710: 0.0014466801574235535
Position 3760: 0.001103619810189424
Position 2781: 0.0009479399432733096
Position 2995: 0.0009240736953971342
Position 468: 0.0007618362225737831
Position 3841: 0.0007180642161444206
Position 2000: 0.0006956052633061287
Position 589: 0.0006706796966849223
Position 420: 0.0006125076197521785
Position 2615: 0.00047273412760228973
Position 111: 0.00046812719022488325
Position 7698: 0.0004143749538188826
Position 7652: 0.00034926912443952366
Position 895: 0.0002996104326374015
Position 989: 0.000281169956349211
Position 3721: 0.00024392013144267918
Position 4379: 0.00024301576995041591
Position 978: 0.00023696452317147868
Position 7648: 0.00020149966533481887
Position 815: 0.00017100404692851226
Position 1869: 0.0001019503869778886
Position 1932: 9.717451604467082e-05
Position 7664: 8.461640583973881e-05
Position 4937: 7.6057919889547e-05
Position 1818: 6.717538216282128e-05
Position 31: 6.331115905601522e-05
Position 300: 6.058262251261401e-05
Position 2503: 5.974364729759403e-05
Position 173: 5.904432519528723e-05
Position 214: 5.8944333440613374e-05
Position 459: 4.060813234288926e-05
Position 363: 3.978901779767373e-05
Position 5298: 3.573527995886947e-05
Position 370: 3.3950515754215755e-05
Position 413: 3.306766060527563e-05
Position 8430: 3.008185288060617e-05
Position 5490: 2.824146879506756e-05
Position 423: 2.417331639185246e-05
Position 217: 2.3532737375231463e-05
Position 266: 2.3098165271843708e-05
Position 340: 2.266903034021932e-05
Position 462: 1.908284019765015e-05
Position 486: 1.481253998461085e-05
Position 960: 1.1862316985792176e-05
Position 2478: 1.1173215674032539e-05
Position 437: 1.0129829742859282e-05
Position 676: 9.138307306034696e-06
Position 275: 8.990183685689147e-06
Position 596: 7.898456062826755e-06
Position 997: 7.590171624192614e-06
Position 1704: 6.983764796143414e-06
Position 2485: 6.293402093258929e-06
Position 887: 5.967566900662525e-06
Position 866: 5.11796445586656e-06
Position 920: 5.0632860751630935e-06
Position 1075: 4.1640122722225265e-06
Position 376: 4.0039626068542795e-06
Position 2530: 3.3999630038759864e-06
Position 1276: 3.367828782981373e-06
Position 1175: 3.0377963584737037e-06
Position 222: 3.019586350808307e-06
Position 286: 2.3629673637191233e-06
Position 2140: 1.9170516808227065e-06
Position 723: 1.8655781528990775e-06
Position 557: 1.5476497939764682e-06
Position 17: 1.5358622813789817e-06
Position 394: 1.1525516861295402e-06
Position 397: 1.093037258476335e-06
Position 639: 9.674945532401303e-07
Position 236: 8.032224494047072e-07
Position 656: 6.151503994930982e-07
Position 2722: 4.606048756482527e-07
Position 258: 4.578275721188883e-07
Position 2711: 2.5709313956339744e-07
Position 4778: 6.558186146349027e-08
Position 2905: 6.14471746311725e-08
Position 1051: 8.750334438799595e-09
Position 1952: 2.3403933770788263e-09
Position 2126: 2.8941504045304956e-10
Position 712: 5.957566526048139e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 15712: 0.598057117828691
Position 16892: 0.46676579555712094
Position 16945: 0.3529039092081961
Position 19230: 0.14512753754242125
Position 2288: 0.11819613656610023
Position 4426: 0.06362379582178085
Position 2170: 0.04450071523257286
Position 2264: 0.031176406512218507
Position 2595: 0.025563001465324392
Position 4474: 0.02142675872857977
Position 863: 0.013662661694467578
Position 2529: 0.012966131620395253
Position 10056: 0.010269480228012884
Position 7833: 0.009938514050679755
Position 548: 0.008520969462979772
Position 4349: 0.007100506592401737
Position 16145: 0.007077494237630263
Position 17903: 0.005962843973381001
Position 4378: 0.0040497275601595745
Position 4312: 0.00404338990041295
Position 6119: 0.003787272908837882
Position 841: 0.002840476897791572
Position 4438: 0.002836077381198185
Position 7566: 0.0025932464068803324
Position 2217: 0.0025571078516803797
Position 4706: 0.00231902761780683
Position 1655: 0.0021777236822936924
Position 799: 0.002049037159138757
Position 2191: 0.0019446601467049411
Position 3687: 0.0018620931905047363
Position 503: 0.0017360364461267296
Position 8641: 0.0016984539386143663
Position 12932: 0.001507200227122498
Position 8945: 0.001375396095466469
Position 2367: 0.0013734133760376589
Position 2301: 0.001299287861531098
Position 746: 0.0012803384718702616
Position 2222: 0.0012434085059362654
Position 8374: 0.0011721514102724846
Position 610: 0.0008856386004737843
Position 808: 0.0007273535686220023
Position 4890: 0.0006256697152144838
Position 4498: 0.0005290656748887344
Position 2809: 0.0004993353802349781
Position 814: 0.0004776956503828935
Position 1844: 0.00041734087415158454
Position 8982: 0.0004156274759146356
Position 2324: 0.0003815846646760513
Position 2503: 0.00035375640570848714
Position 1661: 0.0003523279642082418
Position 654: 0.0003374872063001423
Position 2077: 0.00030044796964081525
Position 10010: 0.00027575510787934655
Position 3615: 0.0002749547253102033
Position 383: 0.0002698406866334036
Position 796: 0.00026969841709004785
Position 5757: 0.00026333685348959787
Position 2915: 0.00026198039065242115
Position 885: 0.0002504122307376273
Position 8894: 0.0002474022486095394
