Gene = Eif3k
index = 370
Annotated 5SS: [ 141 1371 3945 4614 7212 7666 9283]
Annotated 3SS: [ 1271  3823  4538  7144  7587  9156 10375]
SMsplice 5SS: [ 141 1371 6726 7212 7666 9283]
SMsplice 3SS: [ 1271  6635  7144  7587  9156 10375]
top_k =  1000
Partition function (log Z): 0.461951862513059

Sorted 5' Splice Sites (High to Low Probability):
Position 7212: 0.9215289978971267
Position 7666: 0.9191801665707713
Position 1371: 0.9068213033490589
Position 9283: 0.8950846905277475
Position 6726: 0.5686313589376079
Position 141: 0.5502276859100269
Position 131: 0.29962326292264385
Position 3945: 0.2854113743441263
Position 4614: 0.22440280015746394
Position 3925: 0.18487544656030144
Position 8438: 0.13688170662317947
Position 1496: 0.08538928385881894
Position 3983: 0.07614856759236546
Position 601: 0.07538706278648498
Position 112: 0.05322092499232328
Position 3919: 0.04182135343820493
Position 2875: 0.03213956511097428
Position 7706: 0.027228591470558734
Position 635: 0.021860164260041958
Position 4333: 0.02047755481516023
Position 3824: 0.018547851097741496
Position 7687: 0.01780582896271247
Position 9785: 0.016152756358119805
Position 8393: 0.015630376366209314
Position 8653: 0.012727673522486346
Position 120: 0.012367441507737675
Position 9637: 0.012197664895429098
Position 858: 0.008465140917604273
Position 562: 0.00836696473297838
Position 492: 0.007904515108041391
Position 497: 0.007866589296809588
Position 1142: 0.0066986542717984736
Position 385: 0.006620688895555916
Position 9989: 0.006521059528517404
Position 8404: 0.005598006529467394
Position 2871: 0.00545414436190491
Position 7676: 0.005031987827073051
Position 6973: 0.004970669745098819
Position 6734: 0.004228499802216741
Position 5898: 0.004118271358309797
Position 6803: 0.0033713858316203778
Position 4091: 0.002364844612876709
Position 6739: 0.0023417585720215315
Position 7786: 0.0023007916860988127
Position 3620: 0.0020481444877633957
Position 250: 0.0019800293682318794
Position 10012: 0.0015978696546793208
Position 8330: 0.001428927106890405
Position 299: 0.0014183611485160267
Position 4648: 0.0014113954476933067
Position 3553: 0.001359497757248393
Position 7216: 0.001341165750026901
Position 240: 0.001311603154761043
Position 5469: 0.0012151894525703885
Position 2245: 0.0011517912301400347
Position 2076: 0.0010380049869890455
Position 802: 0.0010174737981292067
Position 539: 0.0009714301192076809
Position 180: 0.0009292512751357022
Position 9216: 0.0009200735218397617
Position 10284: 0.0007981357030004925
Position 8256: 0.0007711278678507175
Position 2582: 0.0007538738178129318
Position 9789: 0.0007424392884706802
Position 9327: 0.00072572306121188
Position 9307: 0.0006715382029856407
Position 7709: 0.0006462186659397852
