Gene = Ccl26
index = 229
Annotated 5SS: [ 70 273]
Annotated 3SS: [ 157 3024]
SMsplice 5SS: [ 70 273]
SMsplice 3SS: [ 157 2215]
top_k =  1000
Partition function (log Z): -8.934131607442616

Sorted 5' Splice Sites (High to Low Probability):
Position 273: 0.6972820790560825
Position 70: 0.6403396945174366
Position 325: 0.2256365698906962
Position 1695: 0.13906945936131151
Position 1144: 0.03310012936520339
Position 1510: 0.031423251565894816
Position 266: 0.012360911413313523
Position 158: 0.006038930586505452
Position 1549: 0.004688530853824869
Position 74: 0.004542185495048014
Position 381: 0.0042379394197667244
Position 3042: 0.003112960350111972
Position 46: 0.002766290656489096
Position 2844: 0.002641593824088295
Position 486: 0.002462140069546371
Position 1140: 0.0018785258745368369
Position 1558: 0.0017565854340781096
Position 1961: 0.0015533276618893675
Position 60: 0.0010273092722361723
Position 48: 0.000997040819654425
Position 994: 0.0008536535599164774
Position 81: 0.0007538838111211381
Position 58: 0.0006267753648641994
Position 450: 0.000581751185353
Position 1364: 0.0004740456810745916
Position 773: 0.000396139790064342
Position 524: 0.000318817766654769
Position 982: 0.0002259175755398319
Position 16: 0.00019415963275971288
Position 287: 0.0001439773790041479
Position 2832: 0.00013425576588967314
Position 1128: 0.00011912800746293827
Position 329: 6.995722403689786e-05
Position 613: 6.672635692812124e-05
Position 114: 2.252221545873876e-05
Position 24: 2.2274389336684576e-05
Position 260: 7.654493338825419e-06
Position 268: 4.0369383548898685e-06
Position 205: 3.1532817619412922e-06
Position 279: 2.9647212668334097e-06
Position 342: 2.657912915463264e-06
Position 399: 2.6519853197198996e-06
Position 557: 2.325525954117328e-06
Position 798: 1.5535422025002517e-06
Position 177: 8.534844153987241e-07
Position 277: 7.097079087032621e-07
Position 225: 6.405245456459248e-07
Position 150: 1.933691710170814e-07
Position 223: 5.0336901806779004e-08
Position 237: 3.053280049018526e-08
Position 387: 1.6285051896088638e-08
Position 851: 6.273221010695199e-09
Position 456: 2.6368548240352113e-11
Position 460: 2.5635536194432123e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 157: 0.587082990913058
Position 2215: 0.4014826848828195
Position 3024: 0.22608263530561545
Position 1457: 0.07113722885731248
Position 956: 0.06799569160056183
Position 197: 0.05345344433299671
Position 1595: 0.03627808690449241
Position 406: 0.034295902637761264
Position 2721: 0.033998526638802484
Position 1813: 0.028056244090950387
Position 1536: 0.023427719885593033
Position 1464: 0.02075197015663321
Position 2297: 0.01934031542755348
Position 2668: 0.014258574918101662
Position 2562: 0.013280954965392602
Position 2350: 0.013217101303608581
Position 3041: 0.012416322105685143
Position 2403: 0.012377935894685424
Position 1533: 0.010065814978352232
Position 2244: 0.009931099168931532
Position 1290: 0.009261742317143794
Position 2780: 0.008387825234977749
Position 2456: 0.008097868384924815
Position 2509: 0.00774067285666514
Position 3108: 0.007210137409079333
Position 2975: 0.00711355241475464
Position 2615: 0.006567746390994058
Position 1904: 0.005943595795218255
Position 931: 0.005738859101710057
Position 1304: 0.0037537496806354952
Position 2747: 0.003707311447121886
Position 782: 0.003488916845553735
Position 505: 0.0032634669469909926
Position 1831: 0.0030000426274893162
Position 1420: 0.0028721832418976473
Position 659: 0.002857890224572934
Position 1051: 0.00229690221119131
Position 3061: 0.002276473575563415
Position 1215: 0.002232307676149854
Position 523: 0.0021771965301024213
Position 961: 0.002096278176144272
Position 342: 0.0018308245382554493
Position 2901: 0.001762043703539027
Position 1609: 0.0015696204547428199
Position 891: 0.00156851406226323
Position 654: 0.0014921781100854527
Position 520: 0.0014077018336596761
Position 3065: 0.0012948803162204248
Position 2930: 0.0012187830069472075
Position 1574: 0.0011747204781050963
Position 1233: 0.0011401459709131853
Position 1544: 0.0011179364796880266
Position 1095: 0.0010834360870678756
Position 1860: 0.0010791175871072084
Position 626: 0.0009701465698471246
Position 1030: 0.0008727020676132906
Position 811: 0.0008349025655129234
Position 449: 0.0008079598557816545
Position 1310: 0.0007074163893859399
Position 977: 0.0006482966445499271
Position 1918: 0.0006257117516735564
Position 1002: 0.0005443341172831234
Position 718: 0.0005122801060901417
Position 681: 0.000504827394989927
Position 348: 0.0004987683338122332
Position 1039: 0.0004851600251997873
Position 466: 0.000481387598707473
Position 230: 0.0004766643914993123
Position 1514: 0.0004418872834674039
Position 1357: 0.00041227564185361044
Position 1218: 0.0003538885186995055
Position 1250: 0.0003161612234632432
Position 218: 0.00030817781389773905
