Gene = Kcne4
index = 604
Annotated 5SS: [239]
Annotated 3SS: [852]
SMsplice 5SS: [239 970]
SMsplice 3SS: [ 852 1295]
top_k =  1000
Partition function (log Z): -2.8458716227005025

Sorted 5' Splice Sites (High to Low Probability):
Position 239: 0.9945654731595909
Position 970: 0.8369525037048353
Position 1412: 0.3329415286750845
Position 1402: 0.31926564212221603
Position 1808: 0.26908662886353574
Position 1420: 0.2342472646751001
Position 1926: 0.19708546726745038
Position 2023: 0.0743579997554672
Position 1160: 0.04476786222793996
Position 1170: 0.027353916780616074
Position 2118: 0.02558163540414978
Position 958: 0.01253973482907776
Position 944: 0.009477814900674912
Position 1633: 0.007440889398138826
Position 951: 0.004995870104826392
Position 701: 0.003982419437275955
Position 2779: 0.0035839781661912563
Position 464: 0.0020911358514054865
Position 1871: 0.002008508965920372
Position 2124: 0.001993107761985018
Position 2334: 0.0016791257373881977
Position 612: 0.001614501906220499
Position 326: 0.001346409142019283
Position 1558: 0.0010288153115961237
Position 1692: 0.0008757555466382261
Position 864: 0.0007137004710029312
Position 1637: 0.0005988156665814553
Position 1091: 0.0005430201633647715
Position 448: 0.0005182462121486278
Position 228: 0.0004723756011055098
Position 999: 0.0003492896099099549
Position 1148: 0.00031811664462783593
Position 1644: 0.0003156020893221031
Position 1094: 0.00029093665893867445
Position 2339: 0.0002879329252247502
Position 2784: 0.00027983169241928263
Position 497: 0.00027711349094048304
Position 243: 0.00024221731878952923
Position 1076: 0.00021926821260188025
Position 1002: 0.00021566326036672172
Position 80: 0.00020916525024698568
Position 1251: 0.00019224998018423653
Position 2930: 0.00018910210904573408
Position 370: 0.0001881971877094797
Position 3088: 0.00017769515037534094
Position 457: 0.00016284653181586326
Position 1996: 0.00015782834822433275
Position 967: 0.00014325660577145554
Position 207: 0.0001328594193623171
Position 1115: 0.00010690755487837324
Position 1217: 0.00010502955237733125
Position 1354: 9.549150133989126e-05
Position 755: 9.19438357241652e-05
Position 77: 8.237619550454539e-05
Position 102: 7.943492614420462e-05
Position 1812: 7.85294506394164e-05
Position 1020: 6.550098745780071e-05
Position 1201: 5.283693070402202e-05
Position 821: 5.278072687070362e-05
Position 1007: 5.125765636881651e-05
Position 375: 4.745338664424536e-05
Position 828: 3.7333869238606e-05
Position 45: 3.712323478229564e-05
Position 16: 3.498718513161947e-05
Position 1203: 3.3981180661178656e-05
Position 757: 3.383289169135868e-05
Position 150: 3.0854748494240505e-05
Position 1456: 2.86856161477013e-05
Position 584: 2.1842244708340446e-05
Position 67: 1.6784085914194135e-05
Position 1463: 1.634289226797849e-05
Position 1627: 1.632359204305371e-05
Position 715: 1.3768757059809562e-05
Position 789: 1.1383107427554551e-05
