Gene = Vgf
index = 1179
Annotated 5SS: [  71 2286 3328 4070]
Annotated 3SS: [2207 3230 3867 4573]
SMsplice 5SS: [  71 2286]
SMsplice 3SS: [2207 4573]
top_k =  1000
Partition function (log Z): -5.9587688622586175

Sorted 5' Splice Sites (High to Low Probability):
Position 71: 0.9687476821409148
Position 2286: 0.8000436202105808
Position 4448: 0.21929278641751723
Position 1684: 0.17758540194540548
Position 4070: 0.1414461152481456
Position 3328: 0.1264253519385127
Position 4849: 0.12109484919087268
Position 314: 0.11333997323837083
Position 336: 0.10630920351627894
Position 1000: 0.033085501107202986
Position 4723: 0.02880497711660848
Position 117: 0.02339844050930874
Position 4453: 0.01569389282432658
Position 693: 0.014522410873737412
Position 4771: 0.014382176196813923
Position 3244: 0.012148158791255447
Position 4950: 0.005603158827933339
Position 3334: 0.005555969233268182
Position 4493: 0.005028343013267588
Position 3518: 0.004002878595896475
Position 793: 0.0035391526098930742
Position 5378: 0.0032435359901169963
Position 2466: 0.003148373374875737
Position 2137: 0.0029478457528097613
Position 3511: 0.0025149114428725944
Position 500: 0.00215152968438809
Position 348: 0.0019839707188631455
Position 82: 0.001951343863069283
Position 546: 0.0019229223570196951
Position 2017: 0.001878944244514044
Position 1954: 0.0015146106771712026
Position 2389: 0.0012560090749754638
Position 1799: 0.0012452025573508178
Position 353: 0.001173619086597639
Position 321: 0.0011324778799120777
Position 4653: 0.0011054615834186446
Position 4345: 0.0009215484533643555
Position 3727: 0.0007705133815279458
Position 355: 0.0006812706484186171
Position 1664: 0.0006586965467172107
Position 1860: 0.0005543636640917136
Position 1957: 0.0005447392194341331
Position 677: 0.0005349518038079727
Position 523: 0.00044696038256313356
Position 1006: 0.00043842352667545223
Position 4621: 0.00040856643201487447
Position 272: 0.0004075908048610426
Position 4145: 0.0003968206249427481
Position 3376: 0.0003893179321890456
Position 4891: 0.00036976869705136
Position 4009: 0.0003576705590852053
Position 1104: 0.0003342000723196856
Position 398: 0.0003334465221675871
Position 3012: 0.00031155665672230295
Position 1023: 0.00028795477927875664
Position 4887: 0.000278436209907993
Position 200: 0.00027822511593907957
Position 3549: 0.00026676315969483396
Position 4901: 0.00025484466105771183
Position 1656: 0.0001746612656712084
Position 627: 0.00016254720391143315
Position 2079: 0.00016122866704529757
Position 1943: 0.0001323955967429016
Position 2290: 0.00012422206844369066
Position 2292: 0.00012128554698458229
Position 4954: 0.00011384260250257067
Position 246: 0.00011365886154368638
Position 112: 8.851236001176528e-05
Position 518: 8.718018635250864e-05
Position 2374: 7.564976052474589e-05
Position 1702: 7.021454798849165e-05
Position 1691: 6.979081454869806e-05
Position 800: 5.936362382923772e-05
Position 2527: 5.61235580801894e-05
Position 1700: 5.5537915253179236e-05
Position 393: 5.059112060392904e-05
Position 2845: 4.549698264954002e-05
Position 3347: 4.3953156928001854e-05
Position 1764: 4.3554412769146835e-05
Position 1563: 4.1199082258666936e-05
Position 3841: 3.9710186708080824e-05
Position 2415: 3.929856715630114e-05
Position 2013: 2.936762078020512e-05
Position 2983: 2.5294690673412944e-05
Position 2294: 2.516582884638853e-05
Position 2298: 2.49095189312313e-05
Position 2300: 2.4287130577548743e-05
Position 2296: 2.1798637186099142e-05
Position 2302: 1.8908435287699446e-05
Position 1639: 1.860799057557258e-05
Position 697: 1.3644397962945062e-05
Position 2926: 1.266762313949624e-05
Position 2304: 1.130813544659561e-05
Position 3541: 1.022190815215216e-05
Position 1306: 7.843596698433242e-06
Position 2268: 7.671685496661935e-06
Position 2306: 7.33395395919077e-06
Position 1517: 5.587316893661381e-06
Position 139: 5.317546207689307e-06
Position 75: 5.146691416670332e-06
Position 490: 4.37037562554044e-06
Position 1146: 4.138278080966132e-06
Position 476: 3.7284001649721053e-06
Position 216: 3.2097140211588203e-06
Position 1164: 2.9956150182806667e-06
Position 542: 2.5763896760831107e-06
Position 534: 2.4001723028323878e-06
Position 1068: 2.1457267671834147e-06
Position 1498: 1.9684000317385254e-06
Position 1085: 1.9326096671600066e-06
Position 396: 1.837768659093623e-06
Position 1109: 1.6309689795548616e-06
Position 1182: 1.6044127122293433e-06
Position 862: 1.5846881442750562e-06
Position 774: 1.4212093577478788e-06
Position 9: 7.888524122003767e-07
Position 2308: 2.3072892156377084e-07
Position 136: 2.065837655169964e-07
Position 661: 1.8064111464755438e-07
Position 1704: 1.2421198574329296e-07
Position 1961: 7.393438595239802e-08
Position 1959: 6.460754319379921e-08
Position 141: 6.230605389309993e-08
Position 1604: 5.7839038836086375e-08
Position 580: 3.133554676593708e-08
Position 458: 1.1246772002647474e-08
Position 474: 1.1094947377419401e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2207: 0.5448441742670873
Position 4573: 0.4682606116511338
Position 4703: 0.27117927015291277
Position 2113: 0.23778462518198723
Position 180: 0.21121487852523818
Position 1603: 0.18139864076157491
Position 3230: 0.1777179414967948
Position 4296: 0.16208969945083512
Position 6126: 0.09745516325817158
Position 5025: 0.06039198410328415
Position 3867: 0.0535765964958432
Position 4402: 0.035771749652379295
Position 3932: 0.034317781997783556
Position 2136: 0.033196952592604585
Position 942: 0.02799369312297412
Position 3982: 0.025828742450848055
Position 3427: 0.024736985268357305
Position 6004: 0.02437722083311902
Position 4265: 0.023820614864490865
Position 3726: 0.01864721827766245
Position 203: 0.01859279505455568
Position 4223: 0.015480272180059571
Position 3156: 0.015245617539510153
Position 6267: 0.014977297816410502
Position 4752: 0.013090813389484751
Position 6001: 0.011372762288690682
Position 4860: 0.010423992839073363
Position 3893: 0.009647591532018593
Position 5616: 0.009588283278885949
Position 5829: 0.009268207948103424
